"","source","target","mor"
"3380","USF1","CYP3A7",1
"3381","HBP1","CCND1",-1
"3382","FOS","WEE1",1
"3383","MYBL2","RB1",1
"3384","SRF","NOS2",-1
"3385","EGR1","CCND1",1
"3386","EGR1","CDKN1A",1
"3387","EGR1","KRAS",1
"3388","EGR1","PIK3R1",1
"3389","NR0B2","CDKN1A",-1
"3390","NR0B2","KRAS",1
"3391","KAT7","MMP1",1
"3392","SMAD1","MMP1",1
"3393","SMAD2","MMP1",-1
"3394","SMAD3","MMP1",1
"3395","SMAD4","MMP1",1
"3396","SMAD7","MMP1",1
"3397","TP53","AR",-1
"3398","AR","TP53",1
"3399","JUN","AR",-1
"3400","AR","JUN",1
"3401","VEZF1","EDN1",1
"3402","CTBP2","FGF3",1
"3403","SOX6","FGF3",-1
"3404","NOTO","ENO2",1
"3405","PPARA","ALDH2",-1
"3406","SP1","CTNS",1
"3407","NFIA","CSF1",1
"3408","NFIC","CSF1",1
"3409","STAT5A","SHC1",1
"3410","MYC","CCNE1",1
"3411","MYC","EPHB2",1
"3412","MYC","PIK3R1",1
"3413","MYC","EGF",1
"3414","ELF3","CCND3",1
"3415","ELF3","SPMAP2",1
"3416","TCF3","CCND3",1
"3417","TCF3","SPMAP2",1
"3418","TCF3","CCND2",1
"3419","EGR1","SOD2",1
"3420","MAX","TRRAP",1
"3421","MXD1","CCND2",1
"3422","MXD1","TRRAP",1
"3423","MYC","TRRAP",1
"3424","YY1","COL1A1",1
"3425","SOX9","CDKN1A",1
"3426","SOX9","MAPK3",1
"3427","SOX9","CDH2",1
"3428","HSF1","SUMO1",1
"3429","SP3","IGFBP3",1
"3430","SP1","IGFBP3",1
"3431","STAT5B","IGF1",1
"3432","PITX2","GAD1",1
"3433","CEBPB","LNPEP",1
"3434","TFAP2A","LNPEP",1
"3435","SSRP1","CYP7A1",1
"3436","NR5A2","NR0B2",1
"3437","NR0B2","NR5A2",-1
"3438","AR","CGA",-1
"3439","JUN","CGA",-1
"3440","ATF2","CGA",1
"3441","AR","LHB",-1
"3442","AR","SF1",1
"3443","EGR1","SF1",1
"3444","KLF4","CDX2",1
"3445","CDX2","KLF4",1
"3446","YY1","VWF",1
"3447","HNF1A","SPP1",1
"3448","TP73","CCNE1",1
"3449","ATF1","PTGS2",1
"3450","TP53","HIPK2",1
"3451","HIPK2","TP53",-1
"3452","USF1","TYR",1
"3453","NR1H4","SULT2A1",1
"3454","PPARG","ADIPOQ",1
"3455","YY1","HLA-DRA",-1
"3456","NR0B2","CYP8B1",-1
"3457","HNF4A","CYP8B1",1
"3458","HNF4A","NR0B2",1
"3459","NR0B2","HNF4A",-1
"3460","PAX5","MPPED2",1
"3461","PAX5","TXN",1
"3462","ESR1","IL4",1
"3463","SOX10","DCT",-1
"3464","NR2F2","HBG1",-1
"3465","KLF1","CDKN1B",1
"3466","STAT6","CRYGC",1
"3467","STAT6","RPL26",1
"3468","STAT6","CCL26",1
"3469","TP53","PTEN",1
"3470","ZBTB17","LDLR",1
"3471","TP53","EGFR",1
"3472","TP63","EGFR",-1
"3473","FOXA3","SLC2A2",1
"3474","HES1","INS",1
"3475","NEUROD1","HES1",1
"3476","HES1","NEUROD1",1
"3477","PDX1","HES1",1
"3478","PAX3","PHOX2A",1
"3479","PHOX2A","PHOX2B",1
"3480","PHOX2B","PHOX2A",1
"3481","TP53","BNIP3",1
"3482","RORC","IL2",-1
"3483","HHEX","FGF2",1
"3484","MYF5","ATP9A",1
"3485","MYF5","ATP9B",1
"3486","MYOD1","ATP9A",1
"3487","MYOD1","ATP9B",1
"3488","KLF4","LAMA3",1
"3489","SIX3","PAX6",1
"3490","PAX6","SIX3",1
"3491","SIX3","SIX3",1
"3492","MSX2","SIX3",-1
"3493","RORA","PPARG",-1
"3494","STAT1","PPARG",-1
"3495","NKX2-5","MYH7",1
"3496","TBX5","NPPA",1
"3497","USF2","TOP3A",1
"3498","SP1","ABCC2",1
"3499","ELK1","FOS",1
"3500","FOS","FGF2",1
"3501","TP53","CHUK",-1
"3502","PPARD","APOE",-1
"3503","HNF4A","PCK1",1
"3504","E2F1","SERPINE2",-1
"3505","E2F1","BCL2",1
"3506","TP53","UPP1",-1
"3507","CEBPB","CEBPD",1
"3508","CEBPD","CEBPB",1
"3509","SP1","HRAS",1
"3510","SP1","CXCL5",1
"3511","SP3","CXCL5",1
"3512","ZNF148","CXCL5",1
"3513","SP3","PRKACA",1
"3514","FOXA2","GH1",1
"3515","STAT5B","PPIG",1
"3516","NR1H2","LPL",1
"3517","YBX2","PRM1",1
"3518","YBX3","PRM1",1
"3519","RARA","ASB2",1
"3520","ELK3","JUN",1
"3521","ELK3","EGR1",-1
"3522","NFKB1","BCL2",1
"3523","AR","BCL2",1
"3524","RUNX1","CREBBP",1
"3525","RUNX1","KAT2B",1
"3526","SMAD3","SELENOP",-1
"3527","SP1","GRIN1",1
"3528","SMAD4","FSTL3",1
"3529","TP53","AFP",-1
"3530","ID2","ID2",1
"3531","FOXM1","CCNB1",1
"3532","FOXM1","CCND1",1
"3533","PAX8","SLC5A5",1
"3534","HNF4A","OR4C3",1
"3535","WT1","IGFBP4",1
"3536","SP1","MMP28",1
"3537","SP3","MMP28",1
"3538","NR5A2","GBA2",1
"3539","SP1","PAX6",1
"3540","TFCP2","PAX6",1
"3541","SATB1","CYBB",-1
"3542","THRA","PENK",1
"3543","ESR1","THRA",1
"3544","THRA","ESR1",-1
"3545","PHOX2A","NRXN1",1
"3546","SP1","PRKG1",1
"3547","SP3","PRKCG",1
"3548","SP3","PRKG1",1
"3549","CEBPA","GH1",1
"3550","NR1H4","APOC2",1
"3551","BCL6","CDKN1A",-1
"3552","BCL6","SRSF3",1
"3553","FOXE1","TG",1
"3554","USF1","ACACA",1
"3555","USF2","ACACA",1
"3556","RARA","RB1",1
"3557","USF1","OPRD1",1
"3558","ETS1","OPRD1",1
"3559","TTF1","NES",1
"3560","PAX6","CDKN2A",1
"3561","PAX6","CDKN2B",1
"3562","SMAD1","BMP2",1
"3563","SMAD1","PTK2",1
"3564","BARX2","CDH6",1
"3565","HR","SLC3A2",1
"3566","KAT5","SLC3A2",1
"3567","SRY","AR",1
"3568","SRY","KLK3",1
"3569","REST","MAPK8IP1",-1
"3570","GATA6","HNF4A",1
"3571","TWIST1","CDKN1A",-1
"3572","MECOM","MECOM",1
"3573","MECOM","CALCA",1
"3574","NR5A2","ABCC3",1
"3575","NR5A2","NR5A2",1
"3576","ETS1","SERPINE1",1
"3577","PPARG","CCN2",-1
"3578","SMAD3","CCN2",1
"3579","SMAD4","CCN2",1
"3580","EGR1","DUSP4",1
"3581","EGR1","RHD",1
"3582","GATA3","IL13",-1
"3583","HIF1A","HMOX2",1
"3584","TP63","CDK1",-1
"3585","TP73","CDK1",-1
"3586","TP53","TFRC",1
"3587","SPI1","MYC",-1
"3588","MYB","CDKN2A",1
"3589","MYB","CDKN2B",1
"3590","ETV1","MMP1",1
"3591","AHR","STAR",1
"3592","ATF6","ATP2A2",1
"3593","ESR1","ATP2A2",1
"3594","CEBPG","SFTPD",1
"3595","CEBPA","SFTPD",1
"3596","CEBPB","SFTPD",1
"3597","CEBPD","SFTPD",1
"3598","MYC","CDCA7",1
"3599","NFYA","JUNB",1
"3600","REL","IL12A",1
"3601","ELF1","IL12A",1
"3602","REL","IL2RB",1
"3603","TP63","IL2RB",1
"3604","NR1H3","NR1H3",1
"3605","SOX9","SOX9",1
"3606","USF1","IGFBP1",1
"3607","USF1","SPEG",1
"3608","USF2","SPEG",1
"3609","TP63","JAG1",1
"3610","TP63","JAG2",1
"3611","TP73","JAG1",1
"3612","TP73","JAG2",1
"3613","TP53","EPHA2",1
"3614","TP63","EPHA2",1
"3615","TP73","EPHA2",1
"3616","STAT3","MMP1",1
"3617","CEBPG","BGLAP",1
"3618","CEBPB","BGLAP",1
"3619","TP53","TGFA",1
"3620","TP53","IGFBP1",1
"3621","TFAP2A","CA9",1
"3622","TP53","SIRT1",1
"3623","SIRT1","TP53",1
"3624","RBPJ","PSG6",1
"3625","RBPJ","U2AF1",1
"3626","SP1","OPRM1",1
"3627","SP3","OPRM1",1
"3628","ETV4","PLAU",1
"3629","CRX","ASMT",1
"3630","FOS","APP",1
"3631","JUN","APP",1
"3632","HNF4A","PTPN6",1
"3633","NR1I3","CYP2C9",1
"3634","NR3C1","CYP2C9",1
"3635","SPI1","SOCS3",1
"3636","ESR1","STAT5A",1
"3637","STAT5A","ESR1",1
"3638","ESR1","HLA-DQB1",1
"3639","ESR2","HLA-DQB1",1
"3640","ESR2","STAT5A",1
"3641","STAT5B","ESR1",1
"3642","STAT5B","JAK2",1
"3643","NCOA1","C3",1
"3644","NKX2-1","SCGB3A2",1
"3645","NKX2-1","BTK",1
"3646","NKX2-1","EBP",1
"3647","NKX2-1","NKX2-1",1
"3648","SP1","FABP6",1
"3649","JUND","IL2",1
"3650","STAT3","FOS",1
"3651","ASCL1","TUBB3",1
"3652","SCRT1","TUBB3",1
"3653","ASCL1","SCRT1",1
"3654","NEUROD2","SCRT1",1
"3655","YY1","IL4",1
"3656","ZNF91","IL4",1
"3657","PDX1","MYC",-1
"3658","HOXB2","PLAT",1
"3659","HOXB2","PLG",1
"3660","JUN","DIDO1",1
"3661","E2F4","MYC",-1
"3662","SMAD3","MYC",-1
"3663","SPI1","PI3",1
"3664","AR","FGF2",1
"3665","TBP","C4B_2",1
"3666","TBP","RASA1",1
"3667","ZBTB7B","ADRA1D",1
"3668","ZBTB7B","FN1",-1
"3669","ZBTB7A","ADRA1D",1
"3670","ZBTB7A","ELN",1
"3671","ZBTB7B","ELN",1
"3672","AR","CEACAM1",1
"3673","SP1","PRL",1
"3674","IRF1","PRL",1
"3675","NR3C1","NFKBIA",1
"3676","ESR1","OXTR",1
"3677","THRA","OXTR",1
"3678","ESR2","OXTR",-1
"3679","TBPL1","OXTR",1
"3680","EBF1","SLC2A4",1
"3681","ESR1","PSMD4",1
"3682","ESR1","SNURF",1
"3683","TBP","SNURF",1
"3684","ALX4","NCAM1",-1
"3685","LEF1","NCAM1",1
"3686","CEBPB","PTPN13",1
"3687","TP53","PTPN13",1
"3688","FOS","JUNB",1
"3689","JUNB","FOS",1
"3690","FOS","PRKCG",1
"3691","TCF3","TFPT",1
"3692","CREB1","IL6",1
"3693","NR6A1","POU5F1",-1
"3694","NR6A1","NR6A1",1
"3695","IRF1","CTNND1",1
"3696","CREB1","BRCA1",1
"3697","STAT2","CBL",1
"3698","NR1H4","NR0B2",1
"3699","ESRRG","NR0B2",1
"3700","NR0B2","ESRRG",-1
"3701","NR5A1","ESRRG",1
"3702","ID2","CDKN1A",1
"3703","ID2","KRAS",1
"3704","ID2","SGCA",1
"3705","NR1H4","ABCC2",1
"3706","NR1I2","ABCC2",1
"3707","NR1I3","ABCC2",1
"3708","DLX4","HBB",1
"3709","KAT7","TADA3",1
"3710","PPARG","GCG",-1
"3711","SSRP1","GTF2F1",1
"3712","ATF1","CREBBP",1
"3713","ESR1","NONO",1
"3714","EGR1","ACE",1
"3715","NR4A1","LHB",1
"3716","STAT5A","CISH",1
"3717","STAT5A","SOCS3",1
"3718","NCOR2","TRH",1
"3719","BCL3","CCND1",1
"3720","FOS","CHRNA2",1
"3721","FOS","TUBB3",1
"3722","TP53","BCL2L1",1
"3723","POU4F1","BCL2L1",1
"3724","ESR1","BCL2L1",1
"3725","TP53","MKI67",-1
"3726","PAX3","GSC",1
"3727","GSC","PAX3",1
"3728","TP53","BIRC5",-1
"3729","TP63","MDM2",1
"3730","ZNF699","MDM2",1
"3731","ZFPM1","IL5",-1
"3732","IRF1","LYZ",1
"3733","MYB","LYZ",1
"3734","IRF1","CSF3",1
"3735","MEF2A","SLC2A4",1
"3736","MYOD1","SLC2A4",1
"3737","THRA","SLC2A4",1
"3738","WT1","PODXL",1
"3739","PRDM2","PRDM2",1
"3740","JUN","HSPA5",1
"3741","JUND","HSD17B1",1
"3742","STAT5B","JUN",1
"3743","PURA","SPN",1
"3744","IRF2","IFI27",1
"3745","TBX1","HPGDS",1
"3746","TBX1","UGT1A1",1
"3747","SP1","POU1F1",1
"3748","SP3","POU1F1",1
"3749","ETS1","ECE1",1
"3750","ZNF143","IRF3",1
"3751","FOS","ESR1",1
"3752","ESR1","FOS",1
"3753","PPARA","PCK1",1
"3754","PPARD","PCK1",1
"3755","RARA","EDN1",-1
"3756","PAX2","GDNF",1
"3757","SMARCA1","ACOT8",1
"3758","SMARCA1","SMARCA1",1
"3759","THRB","MYH7",1
"3760","THRA","MYH6",1
"3761","THRB","MYH6",1
"3762","THRA","MYH7",1
"3763","GSX1","GHRH",1
"3764","HOXB7","GHRH",1
"3765","ESR1","SPI1",1
"3766","SPI1","ESR1",1
"3767","SPI1","ESR2",1
"3768","AHR","POLK",1
"3769","TFAM","TFAM",1
"3770","MYBL2","FGF4",1
"3771","GATA6","SFTPC",1
"3772","NKX2-1","SFTPC",1
"3773","GATA4","SFTPC",1
"3774","JUN","NGF",1
"3775","JUN","FAS",1
"3776","STAT3","PIK3R1",1
"3777","SOX10","MBP",1
"3778","SOX10","GJB1",1
"3779","PPARA","MLYCD",1
"3780","HSF1","FLT1",1
"3781","HR","ABL1",1
"3782","SALL2","ABL1",1
"3783","SALL2","LARGE1",1
"3784","FOXO1","IGF1R",1
"3785","FOS","JUN",1
"3786","JUN","FOS",1
"3787","ATOH1","PCSK6",1
"3788","NEUROD6","PCSK6",1
"3789","NEUROG1","PCSK6",1
"3790","NEUROG2","PCSK6",1
"3791","NEUROG3","PCSK6",1
"3792","TCF3","PCSK6",1
"3793","MAFK","IL2",1
"3794","SP1","TLR2",1
"3795","RELA","TLR2",1
"3796","SMAD3","DAP",1
"3797","SMAD4","DAP",1
"3798","SP1","AGA",1
"3799","NFIA","CYP2A6",1
"3800","MITF","TPSG1",1
"3801","JUN","MITF",1
"3802","NFIA","NR1H3",1
"3803","HNF4A","NOS2",1
"3804","RBPJ","HEY2",1
"3805","NR1H3","TNF",1
"3806","SP1","CHRNB4",1
"3807","AHRR","AHR",-1
"3808","AHR","AHRR",1
"3809","AHRR","AHRR",1
"3810","SP3","CTSL",1
"3811","CDX1","PCNA",1
"3812","CDX2","PCNA",1
"3813","KAT7","NFYA",1
"3814","HIF1A","PFKFB3",1
"3815","EGR1","FASLG",1
"3816","CEBPG","IL5",1
"3817","CEBPB","IL5",1
"3818","AR","PLAU",-1
"3819","AR","PCSK1",1
"3820","POU3F1","DHH",1
"3821","EGR2","MPZ",1
"3822","HOXA10","HOXA10",1
"3823","MAF","CRYBB2",1
"3824","MAF","NPRL3",1
"3825","MAF","BDKRB2",1
"3826","NCOA2","CREBBP",1
"3827","NCOA3","MSH6",1
"3828","HBP1","BAX",1
"3829","HBP1","TP73",1
"3830","HMGB2","BAX",1
"3831","HMGB2","TP73",1
"3832","HMGB2","CDKN1A",1
"3833","HMGB2","MDM2",1
"3834","NR5A1","NGF",1
"3835","RELA","CCL20",1
"3836","KLF2","VAV1",1
"3837","EPAS1","EPAS1",1
"3838","PATZ1","TPSB2",1
"3839","SP1","CD40",1
"3840","PURB","CFC1",1
"3841","PURB","MCAT",1
"3842","YBX1","CFC1",1
"3843","YBX1","MCAT",1
"3844","IRF1","KAT2B",1
"3845","HNF4A","CYP2D6",1
"3846","CEBPA","CSF3R",1
"3847","RELB","CDKN1A",1
"3848","CREM","FASLG",-1
"3849","GABPA","UTRN",1
"3850","REL","BCL2L1",1
"3851","STAT5A","PI3",1
"3852","SP1","FGFR1",1
"3853","SP3","FGFR1",1
"3854","PAX3","FGFR1",1
"3855","SMARCA1","MCM7",1
"3856","CREB1","PAH",1
"3857","HNF1A","PAH",1
"3858","FOXA2","SHH",1
"3859","HNF1B","SHH",1
"3860","HNF1B","TTR",1
"3861","DLX2","DLX2",1
"3862","MSX2","DLX2",-1
"3863","DLX2","MSX2",1
"3864","PITX2","DLX2",1
"3865","PITX2","TKT",1
"3866","ETS1","NOS2",1
"3867","ESR1","NCOA3",1
"3868","NCOA3","ESR1",1
"3869","SP1","CASP3",1
"3870","PAX6","KRAS",1
"3871","PAX6","TG",1
"3872","SSRP1","KRAS",1
"3873","SSRP1","RHOA",1
"3874","SSRP1","TG",1
"3875","STAT5A","PTPN2",1
"3876","FOXM1","GCG",1
"3877","IRF1","HLA-E",1
"3878","FOXO4","BCL6",1
"3879","REST","BDNF",-1
"3880","TP53","TRRAP",1
"3881","SP3","AGTR1",1
"3882","SP1","HPSE",1
"3883","ZNF398","ZNF354C",1
"3884","ESR1","ZNF398",1
"3885","NFKB2","ZNF398",1
"3886","ZNF398","ZNF398",1
"3887","MYB","SUMO1",1
"3888","PREB","RAG2",1
"3889","STAT5B","CDKN1A",1
"3890","EGR1","PTEN",1
"3891","POU2F1","IL2",1
"3892","POU2F2","IL2",1
"3893","POU2F1","IL4",1
"3894","POU2F2","IL4",1
"3895","TP53","LCK",1
"3896","AHR","BRCA1",-1
"3897","SIM1","EPO",1
"3898","SIM2","EPO",1
"3899","NEUROD6","NGF",1
"3900","NEUROD6","CDKN1A",1
"3901","ETS1","NR2F1",1
"3902","RARB","CDKN2A",1
"3903","RARB","CDKN2B",1
"3904","NFATC2","NFATC1",1
"3905","YBX1","TAF7",1
"3906","STAT3","SFTPB",1
"3907","DLX3","BMP2",1
"3908","SP1","ICAM1",1
"3909","SP1","IL1B",1
"3910","SMAD3","IL5",1
"3911","GABPA","AURKA",1
"3912","TP53","KLK3",-1
"3913","MITF","ACP5",1
"3914","ATF3","MMP2",-1
"3915","TP53","MMP2",1
"3916","PPARA","FADS2",1
"3917","SREBF1","FADS2",1
"3918","PPARA","OLR1",1
"3919","PPARG","OLR1",1
"3920","BMAL2","TSPOAP1",1
"3921","EGR1","MYH10",1
"3922","ESR1","NME1",1
"3923","ATF1","NPC1",1
"3924","BMAL1","CRY2",1
"3925","CLOCK","CRY1",1
"3926","CLOCK","CRY2",1
"3927","CLOCK","PER2",1
"3928","IKZF1","LNPEP",1
"3929","RELA","PTEN",1
"3930","MYC","INS",1
"3931","MYC","PPBP",1
"3932","CEBPB","HSF1",1
"3933","HSF1","HSF1",1
"3934","SMAD3","LAMC1",1
"3935","TFE3","LAMC1",1
"3936","SP1","APOC3",1
"3937","SP1","CDKN2B",1
"3938","TBPL1","PAM",1
"3939","AHR","SMARCA4",1
"3940","ARNT","SMARCA4",1
"3941","PAX3","MSX2",-1
"3942","TP53","SPP1",1
"3943","TWIST2","TWIST2",1
"3944","MEF2A","TWIST2",1
"3945","HES1","CDKN1A",-1
"3946","TCF12","APEX1",1
"3947","FOXM1","HNF1A",1
"3948","HNF4A","ALDH2",-1
"3949","TP53","CD58",1
"3950","TP53","CD59",1
"3951","IKZF1","VIPR1",1
"3952","SP1","BSG",1
"3953","SP3","BSG",1
"3954","SPI1","BSG",1
"3955","NKX2-1","APRT",1
"3956","HIVEP1","IRF1",1
"3957","HIVEP1","TP53",1
"3958","MITF","CDH1",1
"3959","TFE3","ACP5",1
"3960","TFEC","ACP5",1
"3961","TFEC","CD40",1
"3962","TFE3","CD40",1
"3963","TP53","HNF4A",-1
"3964","HNF4A","TP53",1
"3965","TFAP2A","NPPA",1
"3966","RARB","PTGS2",-1
"3967","IRF8","DAB2",1
"3968","SPI1","IRF8",1
"3969","IRF8","SPI1",1
"3970","SPI1","DAB2",1
"3971","IKZF1","OPRD1",1
"3972","HIF1A","GLB1",1
"3973","CEBPB","RPS6KA1",1
"3974","PDX1","GCK",1
"3975","SP1","NF2",1
"3976","ETS1","MMP1",1
"3977","SP3","FBLN1",1
"3978","SP1","FBLN1",1
"3979","TFAP2A","FBLN1",1
"3980","CREB1","NR4A3",1
"3981","EGR1","EGFR",1
"3982","CARF","BDNF",1
"3983","NR0B2","TNF",1
"3984","EGR1","NOS1",1
"3985","TFAP2A","CD44",1
"3986","TFAP2A","NUP214",1
"3987","TFAP2A","RB1",1
"3988","SPI1","VAV1",1
"3989","SP1","ABCA1",1
"3990","HNF1A","ABCA1",1
"3991","USF1","APOC3",1
"3992","SP1","NGFR",-1
"3993","MYC","ACTL6A",1
"3994","RARA","FGFR1",1
"3995","RARA","RARA",1
"3996","ZNF32","CLN3",1
"3997","ID1","GHRHR",1
"3998","ESR1","CCN1",1
"3999","SP1","SLC9A3",1
"4000","MAF","CRYGD",1
"4001","MAFB","CRYGD",1
"4002","MAFB","MAF",1
"4003","FOS","CRYGD",1
"4004","JUN","CRYGD",1
"4005","KAT7","IL4",1
"4006","SP1","IER3",1
"4007","TP53","IER3",1
"4008","SOX17","IER3",1
"4009","TFAP4","IER3",1
"4010","NR2C2","ESR1",1
"4011","TFCP2","MT1A",1
"4012","AHR","GCG",1
"4013","SP1","ABCC3",1
"4014","IRF7","IFNB1",1
"4015","RLF","MYL2",1
"4016","RLF","NPPA",1
"4017","HESX1","NPPA",1
"4018","HESX1","RLF",1
"4019","TOX","CYP27A1",1
"4020","CREB1","CYP19A1",1
"4021","NR2F1","CYP19A1",-1
"4022","NR2F6","CYP19A1",1
"4023","SP3","HSD11B2",1
"4024","ESR1","EGLN2",1
"4025","STAT3","BCL2L1",1
"4026","ESR1","FBLN1",1
"4027","DNMT1","FBLN1",1
"4028","ESR2","FBLN1",1
"4029","SMARCA1","CD44",-1
"4030","TP53","SIAH1",1
"4031","IRF2","USP18",1
"4032","IRF3","USP18",1
"4033","HES1","GAA",-1
"4034","SP1","TYMS",1
"4035","SP1","ABO",1
"4036","STAT3","HBG1",-1
"4037","E2F1","MCL1",-1
"4038","TP53","MCL1",-1
"4039","TFAP2C","ERBB3",1
"4040","TFAP2D","ERBB3",1
"4041","HIF1A","AFP",1
"4042","MYC","AFP",1
"4043","KAT6B","SPP1",1
"4044","PPARA","HLA-E",1
"4045","PPARG","HLA-E",1
"4046","NR5A1","HP",1
"4047","NR5A1","RLF",1
"4048","RLF","RLF",1
"4049","NR0B1","RLF",1
"4050","RLF","SF1",1
"4051","YY1","STAR",-1
"4052","USF1","ABCA1",1
"4053","USF2","ABCA1",1
"4054","YY1","MSX2",1
"4055","BHLHE23","INS",1
"4056","GATA4","LIPH",1
"4057","STAT3","ECE1",1
"4058","SPIB","CREBBP",1
"4059","CREB1","CYP11A1",1
"4060","SALL3","CYP11A1",1
"4061","ZGPAT","CYP11A1",1
"4062","HNF4A","G6PC1",1
"4063","TP53","CTSD",1
"4064","MBD2","MECP2",1
"4065","TFCP2","ABCB1",1
"4066","TFCP2","MECP2",1
"4067","PAX6","HES5",1
"4068","PAX6","NOTCH2",1
"4069","PAX6","NOTCH3",1
"4070","RBPJ","HES5",1
"4071","HSF1","HSPA7",1
"4072","CEBPB","CSF1R",1
"4073","HSF1","CSF1R",-1
"4074","SP1","CYP27A1",1
"4075","HNF4A","CYP27A1",1
"4076","SP3","CYP27A1",1
"4077","PPARA","CD36",1
"4078","SP1","ASNS",1
"4079","SP3","ASNS",1
"4080","SPEN","NCOR2",1
"4081","NCOR2","SPEN",1
"4082","PPARG","MMP1",-1
"4083","SPI1","IL7R",1
"4084","CREB1","CREB1",1
"4085","SP1","CREB1",1
"4086","EGR1","DMRT1",1
"4087","SP1","DMRT1",1
"4088","SP3","DMRT1",1
"4089","SPI1","PTCRA",1
"4090","TP53","TAC1",1
"4091","PPARG","GK",1
"4092","RXRA","GK",1
"4093","SP1","UBC",1
"4094","BMAL1","CSNK1E",1
"4095","NR1H2","NR1H3",1
"4096","NR1H3","NR1H2",1
"4097","MXI1","CCNB1",-1
"4098","HR","MYOG",1
"4099","HR","PRKCG",1
"4100","STAT1","IRF7",1
"4101","NFIC","CEL",1
"4102","SSRP1","CEL",1
"4103","SMAD2","SERPINE1",1
"4104","BHLHE40","PPARG",-1
"4105","HIF1A","PPARG",1
"4106","RUNX2","TNFSF11",1
"4107","E2F1","FSHR",1
"4108","E2F4","FSHR",1
"4109","E2F5","FSHR",1
"4110","E2F2","CDKN2A",1
"4111","E2F3","CDKN2A",1
"4112","NR4A2","CD44",1
"4113","TFCP2","CD79A",1
"4114","ELF1","CD247",1
"4115","CREB1","NR4A2",1
"4116","NFKB1","NR4A2",1
"4117","RELA","NR4A2",1
"4118","NR4A2","NR4A2",1
"4119","RELA","HES1",1
"4120","NCOR1","HES1",-1
"4121","NCOR1","RELA",1
"4122","RELA","NCOR1",1
"4123","AR","CD82",1
"4124","AR","CHRM5",1
"4125","RBPJ","CD40",1
"4126","RBPJ","TRAF2",1
"4127","IRF1","CCL2",1
"4128","SP1","GJA5",1
"4129","FOXD3","SPP1",1
"4130","POU5F1","SPP1",1
"4131","FOXD3","FOXA1",1
"4132","FOXD3","FOXA2",1
"4133","POU5F1","FOXA1",-1
"4134","POU5F1","FOXA2",-1
"4135","ZEB1","IL2",-1
"4136","ESR1","LIPC",1
"4137","ESR1","IGKV2D-24",1
"4138","PLAGL1","APAF1",1
"4139","E2F4","MCL1",-1
"4140","FOSL1","FN1",1
"4141","EWSR1","IGF1R",1
"4142","NR1H3","ABCG5",1
"4143","ATF2","PTGS2",1
"4144","CEBPA","RETN",1
"4145","NR1I2","SLCO1B1",1
"4146","JUN","FTH1",1
"4147","JUNB","NGF",1
"4148","JUND","NGF",1
"4149","HMGA1","GSTM1",1
"4150","SREBF1","ACACA",1
"4151","CREB1","IFNG",1
"4152","KLF5","GC",1
"4153","SP3","GC",1
"4154","MAX","MYCT1",1
"4155","MYC","MYCT1",1
"4156","SP1","MET",1
"4157","NFATC1","TNF",1
"4158","FOS","STAR",1
"4159","SNAI2","CDH1",-1
"4160","ZNF91","CDH1",1
"4161","FOXA2","WNT7B",1
"4162","GATA6","WNT7B",1
"4163","TTF1","WNT7B",1
"4164","ONECUT1","SLC2A2",1
"4165","PPARA","RBP2",1
"4166","HNF4A","HSPB3",1
"4167","HNF4A","ZNHIT3",1
"4168","THRA","ZNHIT3",1
"4169","FOS","LPL",1
"4170","ATF3","PCK1",-1
"4171","ESR1","IL2",1
"4172","VDR","KRT14",1
"4173","WT1","CCNE1",-1
"4174","BCL6","CCNA2",-1
"4175","SSRP1","CDKN1B",1
"4176","STAT3","MMP7",1
"4177","TP53","SEMA3B",1
"4178","REL","OSTM1",1
"4179","STAT6","OSTM1",1
"4180","HOXA5","SLC6A2",1
"4181","PHOX2A","SLC6A2",1
"4182","CUX1","DBH",1
"4183","NCOA2","NCOA2",1
"4184","NCOA2","PRKACA",1
"4185","NCOA3","PRKACA",1
"4186","KAT7","AGT",1
"4187","SPI1","F12",1
"4188","NR5A2","CYP19A1",1
"4189","NR1H4","APOA1",1
"4190","SP1","PAPSS2",1
"4191","SP2","PAPSS2",1
"4192","SP3","PAPSS2",1
"4193","PPARG","CCL5",-1
"4194","NKX3-1","ACHE",1
"4195","HR","ADAMTS7",1
"4196","HR","TIMP1",1
"4197","SSRP1","ADAMTS7",1
"4198","SSRP1","PTGS2",1
"4199","SSRP1","TIMP1",1
"4200","NR3C1","SLC14A2",1
"4201","SP1","AEBP1",1
"4202","SP3","AEBP1",1
"4203","HNF1B","ONECUT1",1
"4204","ONECUT1","HNF1B",1
"4205","CDX1","CLDN2",1
"4206","CDX2","CLDN2",1
"4207","HNF1A","CLDN2",1
"4208","LEF1","NOS2",1
"4209","GLI3","ITGAX",1
"4210","SP1","ITGAX",1
"4211","TP53","XRCC5",1
"4212","POU2F2","CD36",1
"4213","USF1","LAMA3",1
"4214","HNF4A","AXIN2",1
"4215","NFE2L2","NFE2L2",1
"4216","NOTCH1","HES1",1
"4217","HES1","NOTCH1",1
"4218","TFAP2C","ADA",1
"4219","FOXC2","AKT1",1
"4220","FOXC2","PRKAR1A",1
"4221","FOXD1","PRKAR1A",1
"4222","PAX3","ALDH7A1",1
"4223","SP3","ALDH7A1",1
"4224","MYOD1","AKT2",1
"4225","MEF2A","AKT2",1
