"","source","target","mor"
"54687","NFKB1_NFKB2","CHI3L1",1
"54688","REL","CHI3L1",1
"54689","NFKB1_REL","CHI3L1",1
"54690","NFKB2","CHI3L1",1
"54691","NFKB2_RELA","CHI3L1",1
"54692","NFKB2_RELB","CHI3L1",1
"54693","NFKB2_REL","CHI3L1",1
"54694","RELA","CHI3L1",1
"54695","NFKB1","CHI3L1",1
"54696","REL_RELA","CHI3L1",1
"54697","RELB","PLA2G4A",1
"54698","NFKB1_RELA","PLA2G4A",1
"54699","REL_RELB","PLA2G4A",1
"54700","RELA_RELB","PLA2G4A",1
"54701","NFKB1_RELB","PLA2G4A",1
"54702","NFKB1_NFKB2","PLA2G4A",1
"54703","REL","PLA2G4A",1
"54704","NFKB1_REL","PLA2G4A",1
"54705","NFKB2","PLA2G4A",1
"54706","NFKB2_RELA","PLA2G4A",1
"54707","NFKB2_RELB","PLA2G4A",1
"54708","NFKB2_REL","PLA2G4A",1
"54709","RELA","PLA2G4A",1
"54710","NFKB1","PLA2G4A",1
"54711","REL_RELA","PLA2G4A",1
"54712","RELB","KAT2B",1
"54713","NFKB1_RELA","KAT2B",1
"54714","REL_RELB","KAT2B",1
"54715","RELA_RELB","KAT2B",1
"54716","NFKB1_RELB","KAT2B",1
"54717","NFKB1_NFKB2","KAT2B",1
"54718","REL","KAT2B",1
"54719","NFKB1_REL","KAT2B",1
"54720","NFKB2","KAT2B",1
"54721","NFKB2_RELA","KAT2B",1
"54722","NFKB2_RELB","KAT2B",1
"54723","NFKB2_REL","KAT2B",1
"54724","RELA","KAT2B",1
"54725","NFKB1","KAT2B",1
"54726","REL_RELA","KAT2B",1
"54727","RELB","SPARC",1
"54728","NFKB1_RELA","SPARC",1
"54729","REL_RELB","SPARC",1
"54730","RELA_RELB","SPARC",1
"54731","NFKB1_RELB","SPARC",1
"54732","NFKB1_NFKB2","SPARC",1
"54733","REL","SPARC",1
"54734","NFKB1_REL","SPARC",1
"54735","NFKB2","SPARC",1
"54736","NFKB2_RELA","SPARC",1
"54737","NFKB2_RELB","SPARC",1
"54738","NFKB2_REL","SPARC",1
"54739","NFKB1","SPARC",1
"54740","REL_RELA","SPARC",1
"54741","RELB","KIFBP",1
"54742","NFKB1_RELA","KIFBP",1
"54743","REL_RELB","KIFBP",1
"54744","RELA_RELB","KIFBP",1
"54745","NFKB1_RELB","KIFBP",1
"54746","NFKB1_NFKB2","KIFBP",1
"54747","REL","KIFBP",1
"54748","NFKB1_REL","KIFBP",1
"54749","NFKB2","KIFBP",1
"54750","NFKB2_RELA","KIFBP",1
"54751","NFKB2_RELB","KIFBP",1
"54752","NFKB2_REL","KIFBP",1
"54753","RELA","KIFBP",1
"54754","REL_RELA","KIFBP",1
"54755","RELB","IL10",1
"54756","NFKB1_RELA","IL10",1
"54757","REL_RELB","IL10",1
"54758","RELA_RELB","IL10",1
"54759","NFKB1_RELB","IL10",1
"54760","NFKB1_NFKB2","IL10",1
"54761","NFKB1_REL","IL10",1
"54762","NFKB2_RELA","IL10",1
"54763","NFKB2_RELB","IL10",1
"54764","NFKB2_REL","IL10",1
"54765","REL_RELA","IL10",1
"54766","RELB","CDK4",1
"54767","NFKB1_RELA","CDK4",1
"54768","REL_RELB","CDK4",1
"54769","RELA_RELB","CDK4",1
"54770","NFKB1_RELB","CDK4",1
"54771","NFKB1_NFKB2","CDK4",1
"54772","REL","CDK4",1
"54773","NFKB1_REL","CDK4",1
"54774","NFKB2","CDK4",1
"54775","NFKB2_RELA","CDK4",1
"54776","NFKB2_RELB","CDK4",1
"54777","NFKB2_REL","CDK4",1
"54778","REL_RELA","CDK4",1
"54779","RELB","DLST",1
"54780","NFKB1_RELA","DLST",1
"54781","REL_RELB","DLST",1
"54782","RELA_RELB","DLST",1
"54783","NFKB1_RELB","DLST",1
"54784","NFKB1_NFKB2","DLST",1
"54785","REL","DLST",1
"54786","NFKB1_REL","DLST",1
"54787","NFKB2","DLST",1
"54788","NFKB2_RELA","DLST",1
"54789","NFKB2_RELB","DLST",1
"54790","NFKB2_REL","DLST",1
"54791","RELA","DLST",1
"54792","NFKB1","DLST",1
"54793","REL_RELA","DLST",1
"54794","RELB","PTGDR",1
"54795","NFKB1_RELA","PTGDR",1
"54796","REL_RELB","PTGDR",1
"54797","RELA_RELB","PTGDR",1
"54798","NFKB1_RELB","PTGDR",1
"54799","NFKB1_NFKB2","PTGDR",1
"54800","REL","PTGDR",1
"54801","NFKB1_REL","PTGDR",1
"54802","NFKB2","PTGDR",1
"54803","NFKB2_RELA","PTGDR",1
"54804","NFKB2_RELB","PTGDR",1
"54805","NFKB2_REL","PTGDR",1
"54806","RELA","PTGDR",1
"54807","NFKB1","PTGDR",1
"54808","REL_RELA","PTGDR",1
"54809","RELB","SP1",1
"54810","NFKB1_RELA","SP1",1
"54811","REL_RELB","SP1",1
"54812","RELA_RELB","SP1",1
"54813","NFKB1_RELB","SP1",1
"54814","NFKB1_NFKB2","SP1",1
"54815","NFKB1_REL","SP1",1
"54816","NFKB2","SP1",1
"54817","NFKB2_RELA","SP1",1
"54818","NFKB2_RELB","SP1",1
"54819","NFKB2_REL","SP1",1
"54820","REL_RELA","SP1",1
"54821","RELB","CRYGC",1
"54822","NFKB1_RELA","CRYGC",1
"54823","REL_RELB","CRYGC",1
"54824","RELA_RELB","CRYGC",1
"54825","NFKB1_RELB","CRYGC",1
"54826","NFKB1_NFKB2","CRYGC",1
"54827","REL","CRYGC",1
"54828","NFKB1_REL","CRYGC",1
"54829","NFKB2","CRYGC",1
"54830","NFKB2_RELA","CRYGC",1
"54831","NFKB2_RELB","CRYGC",1
"54832","NFKB2_REL","CRYGC",1
"54833","NFKB1","CRYGC",1
"54834","REL_RELA","CRYGC",1
"54835","JUN_JUND","NFIC",1
"54836","FOS_JUND","NFIC",1
"54837","JUNB","NFIC",1
"54838","JUN_JUNB","NFIC",1
"54839","FOSL1_JUN","NFIC",1
"54840","FOSL1_JUNB","NFIC",1
"54841","JUND","NFIC",1
"54842","JUN","NFIC",1
"54843","FOSL2_JUNB","NFIC",1
"54844","FOSL2_JUN","NFIC",1
"54845","FOSB_JUNB","NFIC",1
"54846","FOSL1_JUND","NFIC",1
"54847","FOSL2_JUND","NFIC",1
"54848","FOSB_JUN","NFIC",1
"54849","JUNB_JUND","NFIC",1
"54850","FOS_JUNB","NFIC",1
"54851","FOS_JUN","NFIC",1
"54852","FOSB_JUND","NFIC",1
"54853","JUN_JUND","SOD2",1
"54854","FOS_JUND","SOD2",1
"54855","JUNB","SOD2",1
"54856","JUN_JUNB","SOD2",1
"54857","FOSL1_JUN","SOD2",1
"54858","FOSL1_JUNB","SOD2",1
"54859","JUND","SOD2",1
"54860","FOSL2_JUNB","SOD2",1
"54861","FOSL2_JUN","SOD2",1
"54862","FOSB_JUNB","SOD2",1
"54863","FOSL1_JUND","SOD2",1
"54864","FOSL2_JUND","SOD2",1
"54865","FOSB_JUN","SOD2",1
"54866","JUNB_JUND","SOD2",1
"54867","FOS_JUNB","SOD2",1
"54868","FOS_JUN","SOD2",1
"54869","FOSB_JUND","SOD2",1
"54870","RELB","STK39",1
"54871","NFKB1_RELA","STK39",1
"54872","REL_RELB","STK39",1
"54873","RELA_RELB","STK39",1
"54874","NFKB1_RELB","STK39",1
"54875","NFKB1_NFKB2","STK39",1
"54876","REL","STK39",1
"54877","NFKB1_REL","STK39",1
"54878","NFKB2","STK39",1
"54879","NFKB2_RELA","STK39",1
"54880","NFKB2_RELB","STK39",1
"54881","NFKB2_REL","STK39",1
"54882","REL_RELA","STK39",1
"54883","JUN_JUND","CCL4",1
"54884","FOS_JUND","CCL4",1
"54885","JUNB","CCL4",1
"54886","JUN_JUNB","CCL4",1
"54887","FOSL1_JUN","CCL4",1
"54888","FOSL1_JUNB","CCL4",1
"54889","JUND","CCL4",1
"54890","FOSL2_JUNB","CCL4",1
"54891","FOSL2_JUN","CCL4",1
"54892","FOSB_JUNB","CCL4",1
"54893","FOSL1_JUND","CCL4",1
"54894","FOSL2_JUND","CCL4",1
"54895","FOSB_JUN","CCL4",1
"54896","JUNB_JUND","CCL4",1
"54897","FOS_JUNB","CCL4",1
"54898","FOS_JUN","CCL4",1
"54899","FOSB_JUND","CCL4",1
"54900","RELB","IL23A",1
"54901","NFKB1_RELA","IL23A",1
"54902","REL_RELB","IL23A",1
"54903","RELA_RELB","IL23A",1
"54904","NFKB1_RELB","IL23A",1
"54905","NFKB1_NFKB2","IL23A",1
"54906","NFKB1_REL","IL23A",1
"54907","NFKB2_RELA","IL23A",1
"54908","NFKB2_RELB","IL23A",1
"54909","NFKB2_REL","IL23A",1
"54910","REL_RELA","IL23A",1
"54911","RELB","ELAVL1",1
"54912","NFKB1_RELA","ELAVL1",1
"54913","REL_RELB","ELAVL1",1
"54914","RELA_RELB","ELAVL1",1
"54915","NFKB1_RELB","ELAVL1",1
"54916","NFKB1_NFKB2","ELAVL1",1
"54917","REL","ELAVL1",1
"54918","NFKB1_REL","ELAVL1",1
"54919","NFKB2","ELAVL1",1
"54920","NFKB2_RELA","ELAVL1",1
"54921","NFKB2_RELB","ELAVL1",1
"54922","NFKB2_REL","ELAVL1",1
"54923","NFKB1","ELAVL1",1
"54924","REL_RELA","ELAVL1",1
"54925","RELB","MAP3K8",1
"54926","NFKB1_RELA","MAP3K8",1
"54927","REL_RELB","MAP3K8",1
"54928","RELA_RELB","MAP3K8",1
"54929","NFKB1_RELB","MAP3K8",1
"54930","NFKB1_NFKB2","MAP3K8",1
"54931","REL","MAP3K8",1
"54932","NFKB1_REL","MAP3K8",1
"54933","NFKB2","MAP3K8",1
"54934","NFKB2_RELA","MAP3K8",1
"54935","NFKB2_RELB","MAP3K8",1
"54936","NFKB2_REL","MAP3K8",1
"54937","RELA","MAP3K8",1
"54938","REL_RELA","MAP3K8",1
"54939","RELB","SH2D1A",1
"54940","NFKB1_RELA","SH2D1A",1
"54941","REL_RELB","SH2D1A",1
"54942","RELA_RELB","SH2D1A",1
"54943","NFKB1_RELB","SH2D1A",1
"54944","NFKB1_NFKB2","SH2D1A",1
"54945","REL","SH2D1A",1
"54946","NFKB1_REL","SH2D1A",1
"54947","NFKB2","SH2D1A",1
"54948","NFKB2_RELA","SH2D1A",1
"54949","NFKB2_RELB","SH2D1A",1
"54950","NFKB2_REL","SH2D1A",1
"54951","RELA","SH2D1A",1
"54952","NFKB1","SH2D1A",1
"54953","REL_RELA","SH2D1A",1
"54954","RELB","TNFRSF18",1
"54955","NFKB1_RELA","TNFRSF18",1
"54956","REL_RELB","TNFRSF18",1
"54957","RELA_RELB","TNFRSF18",1
"54958","NFKB1_RELB","TNFRSF18",1
"54959","NFKB1_NFKB2","TNFRSF18",1
"54960","NFKB1_REL","TNFRSF18",1
"54961","NFKB2","TNFRSF18",1
"54962","NFKB2_RELA","TNFRSF18",1
"54963","NFKB2_RELB","TNFRSF18",1
"54964","NFKB2_REL","TNFRSF18",1
"54965","REL_RELA","TNFRSF18",1
"54966","JUN_JUND","TXNIP",1
"54967","FOS_JUND","TXNIP",1
"54968","JUNB","TXNIP",1
"54969","JUN_JUNB","TXNIP",1
"54970","FOSL1_JUN","TXNIP",1
"54971","FOSL1_JUNB","TXNIP",1
"54972","JUND","TXNIP",1
"54973","FOSL2_JUNB","TXNIP",1
"54974","FOSL2_JUN","TXNIP",1
"54975","FOSB_JUNB","TXNIP",1
"54976","FOSL1_JUND","TXNIP",1
"54977","FOSL2_JUND","TXNIP",1
"54978","FOSB_JUN","TXNIP",1
"54979","JUNB_JUND","TXNIP",1
"54980","FOS_JUNB","TXNIP",1
"54981","FOS_JUN","TXNIP",1
"54982","FOSB_JUND","TXNIP",1
"54983","RELB","CHST2",1
"54984","NFKB1_RELA","CHST2",1
"54985","REL_RELB","CHST2",1
"54986","RELA_RELB","CHST2",1
"54987","NFKB1_RELB","CHST2",1
"54988","NFKB1_NFKB2","CHST2",1
"54989","REL","CHST2",1
"54990","NFKB1_REL","CHST2",1
"54991","NFKB2","CHST2",1
"54992","NFKB2_RELA","CHST2",1
"54993","NFKB2_RELB","CHST2",1
"54994","NFKB2_REL","CHST2",1
"54995","RELA","CHST2",1
"54996","NFKB1","CHST2",1
"54997","REL_RELA","CHST2",1
"54998","RELB","PLIN2",1
"54999","NFKB1_RELA","PLIN2",1
"55000","REL_RELB","PLIN2",1
"55001","RELA_RELB","PLIN2",1
"55002","NFKB1_RELB","PLIN2",1
"55003","NFKB1_NFKB2","PLIN2",1
"55004","REL","PLIN2",1
"55005","NFKB1_REL","PLIN2",1
"55006","NFKB2","PLIN2",1
"55007","NFKB2_RELA","PLIN2",1
"55008","NFKB2_RELB","PLIN2",1
"55009","NFKB2_REL","PLIN2",1
"55010","RELA","PLIN2",1
"55011","NFKB1","PLIN2",1
"55012","REL_RELA","PLIN2",1
"55013","JUN_JUND","MSR1",1
"55014","FOS_JUND","MSR1",1
"55015","JUNB","MSR1",1
"55016","JUN_JUNB","MSR1",1
"55017","FOSL1_JUN","MSR1",1
"55018","FOSL1_JUNB","MSR1",1
"55019","JUND","MSR1",1
"55020","FOSL2_JUNB","MSR1",1
"55021","FOSL2_JUN","MSR1",1
"55022","FOSB_JUNB","MSR1",1
"55023","FOSL1_JUND","MSR1",1
"55024","FOSL2_JUND","MSR1",1
"55025","FOSB_JUN","MSR1",1
"55026","JUNB_JUND","MSR1",1
"55027","FOS_JUNB","MSR1",1
"55028","FOS_JUN","MSR1",1
"55029","FOSB_JUND","MSR1",1
"55030","JUN_JUND","NOXO1",1
"55031","FOS_JUND","NOXO1",1
"55032","JUNB","NOXO1",1
"55033","JUN_JUNB","NOXO1",1
"55034","FOSL1_JUN","NOXO1",1
"55035","FOSL1_JUNB","NOXO1",1
"55036","JUND","NOXO1",1
"55037","FOSL2_JUNB","NOXO1",1
"55038","FOSL2_JUN","NOXO1",1
"55039","FOSB_JUNB","NOXO1",1
"55040","FOSL1_JUND","NOXO1",1
"55041","FOSL2_JUND","NOXO1",1
"55042","FOSB_JUN","NOXO1",1
"55043","JUNB_JUND","NOXO1",1
"55044","FOS_JUNB","NOXO1",1
"55045","FOS_JUN","NOXO1",1
"55046","FOSB_JUND","NOXO1",1
"55047","RELB","IL13",1
"55048","NFKB1_RELA","IL13",1
"55049","REL_RELB","IL13",1
"55050","RELA_RELB","IL13",1
"55051","NFKB1_RELB","IL13",1
"55052","NFKB1_NFKB2","IL13",1
"55053","REL","IL13",1
"55054","NFKB1_REL","IL13",1
"55055","NFKB2","IL13",1
"55056","NFKB2_RELA","IL13",1
"55057","NFKB2_RELB","IL13",1
"55058","NFKB2_REL","IL13",1
"55059","RELA","IL13",1
"55060","NFKB1","IL13",1
"55061","REL_RELA","IL13",1
"55062","RELB","CARD10",1
"55063","NFKB1_RELA","CARD10",1
"55064","REL_RELB","CARD10",1
"55065","RELA_RELB","CARD10",1
"55066","NFKB1_RELB","CARD10",1
"55067","NFKB1_NFKB2","CARD10",1
"55068","REL","CARD10",1
"55069","NFKB1_REL","CARD10",1
"55070","NFKB2","CARD10",1
"55071","NFKB2_RELA","CARD10",1
"55072","NFKB2_RELB","CARD10",1
"55073","NFKB2_REL","CARD10",1
"55074","RELA","CARD10",1
"55075","NFKB1","CARD10",1
"55076","REL_RELA","CARD10",1
"55077","RELB","PPARGC1A",1
"55078","NFKB1_RELA","PPARGC1A",1
"55079","REL_RELB","PPARGC1A",1
"55080","RELA_RELB","PPARGC1A",1
"55081","NFKB1_RELB","PPARGC1A",1
"55082","NFKB1_NFKB2","PPARGC1A",1
"55083","REL","PPARGC1A",1
"55084","NFKB1_REL","PPARGC1A",1
"55085","NFKB2","PPARGC1A",1
"55086","NFKB2_RELA","PPARGC1A",1
"55087","NFKB2_RELB","PPARGC1A",1
"55088","NFKB2_REL","PPARGC1A",1
"55089","RELA","PPARGC1A",1
"55090","NFKB1","PPARGC1A",1
"55091","REL_RELA","PPARGC1A",1
"55092","RELB","BANP",1
"55093","NFKB1_RELA","BANP",1
"55094","REL_RELB","BANP",1
"55095","RELA_RELB","BANP",1
"55096","NFKB1_RELB","BANP",1
"55097","NFKB1_NFKB2","BANP",1
"55098","REL","BANP",1
"55099","NFKB1_REL","BANP",1
"55100","NFKB2","BANP",1
"55101","NFKB2_RELA","BANP",1
"55102","NFKB2_RELB","BANP",1
"55103","NFKB2_REL","BANP",1
"55104","RELA","BANP",1
"55105","NFKB1","BANP",1
"55106","REL_RELA","BANP",1
"55107","JUN_JUND","PLAT",1
"55108","FOS_JUND","PLAT",1
"55109","JUNB","PLAT",1
"55110","JUN_JUNB","PLAT",1
"55111","FOSL1_JUN","PLAT",1
"55112","FOSL1_JUNB","PLAT",1
"55113","FOSL2_JUNB","PLAT",1
"55114","FOSL2_JUN","PLAT",1
"55115","FOSB_JUNB","PLAT",1
"55116","FOSL1_JUND","PLAT",1
"55117","FOSL2_JUND","PLAT",1
"55118","FOSB_JUN","PLAT",1
"55119","JUNB_JUND","PLAT",1
"55120","FOS_JUNB","PLAT",1
"55121","FOS_JUN","PLAT",1
"55122","FOSB_JUND","PLAT",1
"55123","RELB","SP2",1
"55124","NFKB1_RELA","SP2",1
"55125","REL_RELB","SP2",1
"55126","RELA_RELB","SP2",1
"55127","NFKB1_RELB","SP2",1
"55128","NFKB1_NFKB2","SP2",1
"55129","REL","SP2",1
"55130","NFKB1_REL","SP2",1
"55131","NFKB2","SP2",1
"55132","NFKB2_RELA","SP2",1
"55133","NFKB2_RELB","SP2",1
"55134","NFKB2_REL","SP2",1
"55135","RELA","SP2",1
"55136","NFKB1","SP2",1
"55137","REL_RELA","SP2",1
"55138","RELB","GRK5",1
"55139","NFKB1_RELA","GRK5",1
"55140","REL_RELB","GRK5",1
"55141","RELA_RELB","GRK5",1
"55142","NFKB1_RELB","GRK5",1
"55143","NFKB1_NFKB2","GRK5",1
"55144","REL","GRK5",1
"55145","NFKB1_REL","GRK5",1
"55146","NFKB2","GRK5",1
"55147","NFKB2_RELA","GRK5",1
"55148","NFKB2_RELB","GRK5",1
"55149","NFKB2_REL","GRK5",1
"55150","RELA","GRK5",1
"55151","NFKB1","GRK5",1
"55152","REL_RELA","GRK5",1
"55153","RELB","RHD",1
"55154","NFKB1_RELA","RHD",1
"55155","REL_RELB","RHD",1
"55156","RELA_RELB","RHD",1
"55157","NFKB1_RELB","RHD",1
"55158","NFKB1_NFKB2","RHD",1
"55159","REL","RHD",1
"55160","NFKB1_REL","RHD",1
"55161","NFKB2","RHD",1
"55162","NFKB2_RELA","RHD",1
"55163","NFKB2_RELB","RHD",1
"55164","NFKB2_REL","RHD",1
"55165","RELA","RHD",1
"55166","NFKB1","RHD",1
"55167","REL_RELA","RHD",1
"55168","RELB","LGALS3BP",1
"55169","NFKB1_RELA","LGALS3BP",1
"55170","REL_RELB","LGALS3BP",1
"55171","RELA_RELB","LGALS3BP",1
"55172","NFKB1_RELB","LGALS3BP",1
"55173","NFKB1_NFKB2","LGALS3BP",1
"55174","REL","LGALS3BP",1
"55175","NFKB1_REL","LGALS3BP",1
"55176","NFKB2","LGALS3BP",1
"55177","NFKB2_RELA","LGALS3BP",1
"55178","NFKB2_RELB","LGALS3BP",1
"55179","NFKB2_REL","LGALS3BP",1
"55180","RELA","LGALS3BP",1
"55181","NFKB1","LGALS3BP",1
"55182","REL_RELA","LGALS3BP",1
"55183","RELB","CEBPA",1
"55184","NFKB1_RELA","CEBPA",1
"55185","REL_RELB","CEBPA",1
"55186","RELA_RELB","CEBPA",1
"55187","NFKB1_RELB","CEBPA",1
"55188","NFKB1_NFKB2","CEBPA",1
"55189","REL","CEBPA",1
"55190","NFKB1_REL","CEBPA",1
"55191","NFKB2","CEBPA",1
"55192","NFKB2_RELA","CEBPA",1
"55193","NFKB2_RELB","CEBPA",1
"55194","NFKB2_REL","CEBPA",1
"55195","RELA","CEBPA",1
"55196","REL_RELA","CEBPA",1
"55197","RELB","DDX1",1
"55198","NFKB1_RELA","DDX1",1
"55199","REL_RELB","DDX1",1
"55200","RELA_RELB","DDX1",1
"55201","NFKB1_RELB","DDX1",1
"55202","NFKB1_NFKB2","DDX1",1
"55203","REL","DDX1",1
"55204","NFKB1_REL","DDX1",1
"55205","NFKB2","DDX1",1
"55206","NFKB2_RELA","DDX1",1
"55207","NFKB2_RELB","DDX1",1
"55208","NFKB2_REL","DDX1",1
"55209","RELA","DDX1",1
"55210","NFKB1","DDX1",1
"55211","REL_RELA","DDX1",1
"55212","RELB","TAC4",1
"55213","NFKB1_RELA","TAC4",1
"55214","REL_RELB","TAC4",1
"55215","RELA_RELB","TAC4",1
"55216","NFKB1_RELB","TAC4",1
"55217","NFKB1_NFKB2","TAC4",1
"55218","REL","TAC4",1
"55219","NFKB1_REL","TAC4",1
"55220","NFKB2","TAC4",1
"55221","NFKB2_RELA","TAC4",1
"55222","NFKB2_RELB","TAC4",1
"55223","NFKB2_REL","TAC4",1
"55224","RELA","TAC4",1
"55225","NFKB1","TAC4",1
"55226","REL_RELA","TAC4",1
"55227","RELB","SLC25A5",1
"55228","NFKB1_RELA","SLC25A5",1
"55229","REL_RELB","SLC25A5",1
"55230","RELA_RELB","SLC25A5",1
"55231","NFKB1_RELB","SLC25A5",1
"55232","NFKB1_NFKB2","SLC25A5",1
"55233","REL","SLC25A5",1
"55234","NFKB1_REL","SLC25A5",1
"55235","NFKB2","SLC25A5",1
"55236","NFKB2_RELA","SLC25A5",1
"55237","NFKB2_RELB","SLC25A5",1
"55238","NFKB2_REL","SLC25A5",1
"55239","RELA","SLC25A5",1
"55240","NFKB1","SLC25A5",1
"55241","REL_RELA","SLC25A5",1
"55242","RELB","HINT1",1
"55243","NFKB1_RELA","HINT1",1
"55244","REL_RELB","HINT1",1
"55245","RELA_RELB","HINT1",1
"55246","NFKB1_RELB","HINT1",1
"55247","NFKB1_NFKB2","HINT1",1
"55248","REL","HINT1",1
"55249","NFKB1_REL","HINT1",1
"55250","NFKB2","HINT1",1
"55251","NFKB2_RELA","HINT1",1
"55252","NFKB2_RELB","HINT1",1
"55253","NFKB2_REL","HINT1",1
"55254","RELA","HINT1",1
"55255","NFKB1","HINT1",1
"55256","REL_RELA","HINT1",1
"55257","RELB","GPHB5",1
"55258","NFKB1_RELA","GPHB5",1
"55259","REL_RELB","GPHB5",1
"55260","RELA_RELB","GPHB5",1
"55261","NFKB1_RELB","GPHB5",1
"55262","NFKB1_NFKB2","GPHB5",1
"55263","REL","GPHB5",1
"55264","NFKB1_REL","GPHB5",1
"55265","NFKB2","GPHB5",1
"55266","NFKB2_RELA","GPHB5",1
"55267","NFKB2_RELB","GPHB5",1
"55268","NFKB2_REL","GPHB5",1
"55269","NFKB1","GPHB5",1
"55270","REL_RELA","GPHB5",1
"55271","JUN_JUND","INE1",1
"55272","FOS_JUND","INE1",1
"55273","JUNB","INE1",1
"55274","JUN_JUNB","INE1",1
"55275","FOSL1_JUN","INE1",1
"55276","FOSL1_JUNB","INE1",1
"55277","JUND","INE1",1
"55278","JUN","INE1",1
"55279","FOSL2_JUNB","INE1",1
"55280","FOSL2_JUN","INE1",1
"55281","FOSB_JUNB","INE1",1
"55282","FOSL1_JUND","INE1",1
"55283","FOSL2_JUND","INE1",1
"55284","FOSB_JUN","INE1",1
"55285","JUNB_JUND","INE1",1
"55286","FOS_JUNB","INE1",1
"55287","FOS_JUN","INE1",1
"55288","FOSB_JUND","INE1",1
"55289","RELB","INE1",1
"55290","NFKB1_RELA","INE1",1
"55291","REL_RELB","INE1",1
"55292","RELA_RELB","INE1",1
"55293","NFKB1_RELB","INE1",1
"55294","NFKB1_NFKB2","INE1",1
"55295","REL","INE1",1
"55296","NFKB1_REL","INE1",1
"55297","NFKB2","INE1",1
"55298","NFKB2_RELA","INE1",1
"55299","NFKB2_RELB","INE1",1
"55300","NFKB2_REL","INE1",1
"55301","RELA","INE1",1
"55302","NFKB1","INE1",1
"55303","REL_RELA","INE1",1
"55304","RELB","CSNK1A1",1
"55305","NFKB1_RELA","CSNK1A1",1
"55306","REL_RELB","CSNK1A1",1
"55307","RELA_RELB","CSNK1A1",1
"55308","NFKB1_RELB","CSNK1A1",1
"55309","NFKB1_NFKB2","CSNK1A1",1
"55310","REL","CSNK1A1",1
"55311","NFKB1_REL","CSNK1A1",1
"55312","NFKB2","CSNK1A1",1
"55313","NFKB2_RELA","CSNK1A1",1
"55314","NFKB2_RELB","CSNK1A1",1
"55315","NFKB2_REL","CSNK1A1",1
"55316","RELA","CSNK1A1",1
"55317","NFKB1","CSNK1A1",1
"55318","REL_RELA","CSNK1A1",1
"55319","RELB","MMP2",1
"55320","NFKB1_RELA","MMP2",1
"55321","REL_RELB","MMP2",1
"55322","RELA_RELB","MMP2",1
"55323","NFKB1_RELB","MMP2",1
"55324","NFKB1_NFKB2","MMP2",1
"55325","REL","MMP2",1
"55326","NFKB1_REL","MMP2",1
"55327","NFKB2","MMP2",1
"55328","NFKB2_RELA","MMP2",1
"55329","NFKB2_RELB","MMP2",1
"55330","NFKB2_REL","MMP2",1
"55331","REL_RELA","MMP2",1
"55332","JUN_JUND","EZR",1
"55333","FOS_JUND","EZR",1
"55334","JUNB","EZR",1
"55335","JUN_JUNB","EZR",1
"55336","FOSL1_JUN","EZR",1
"55337","FOSL1_JUNB","EZR",1
"55338","JUND","EZR",1
"55339","FOSL2_JUNB","EZR",1
"55340","FOSL2_JUN","EZR",1
"55341","FOSB_JUNB","EZR",1
"55342","FOSL1_JUND","EZR",1
"55343","FOSL2_JUND","EZR",1
"55344","FOSB_JUN","EZR",1
"55345","JUNB_JUND","EZR",1
"55346","FOS_JUNB","EZR",1
"55347","FOS_JUN","EZR",1
"55348","FOSB_JUND","EZR",1
"55349","RELB","BRMS1",-1
"55350","NFKB1_RELA","BRMS1",-1
"55351","REL_RELB","BRMS1",-1
"55352","RELA_RELB","BRMS1",-1
"55353","NFKB1_RELB","BRMS1",-1
"55354","NFKB1_NFKB2","BRMS1",-1
"55355","REL","BRMS1",-1
"55356","NFKB1_REL","BRMS1",-1
"55357","NFKB2","BRMS1",-1
"55358","NFKB2_RELA","BRMS1",-1
"55359","NFKB2_RELB","BRMS1",-1
"55360","NFKB2_REL","BRMS1",-1
"55361","NFKB1","BRMS1",-1
"55362","REL_RELA","BRMS1",-1
"55363","RELB","TICAM1",1
"55364","NFKB1_RELA","TICAM1",1
"55365","REL_RELB","TICAM1",1
"55366","RELA_RELB","TICAM1",1
"55367","NFKB1_RELB","TICAM1",1
"55368","NFKB1_NFKB2","TICAM1",1
"55369","REL","TICAM1",1
"55370","NFKB1_REL","TICAM1",1
"55371","NFKB2","TICAM1",1
"55372","NFKB2_RELA","TICAM1",1
"55373","NFKB2_RELB","TICAM1",1
"55374","NFKB2_REL","TICAM1",1
"55375","RELA","TICAM1",1
"55376","NFKB1","TICAM1",1
"55377","REL_RELA","TICAM1",1
"55378","RELB","GFRA1",1
"55379","NFKB1_RELA","GFRA1",1
"55380","REL_RELB","GFRA1",1
"55381","RELA_RELB","GFRA1",1
"55382","NFKB1_RELB","GFRA1",1
"55383","NFKB1_NFKB2","GFRA1",1
"55384","REL","GFRA1",1
"55385","NFKB1_REL","GFRA1",1
"55386","NFKB2","GFRA1",1
"55387","NFKB2_RELA","GFRA1",1
"55388","NFKB2_RELB","GFRA1",1
"55389","NFKB2_REL","GFRA1",1
"55390","RELA","GFRA1",1
"55391","NFKB1","GFRA1",1
"55392","REL_RELA","GFRA1",1
"55393","JUN_JUND","CYGB",1
"55394","FOS_JUND","CYGB",1
"55395","JUNB","CYGB",1
"55396","JUN_JUNB","CYGB",1
"55397","FOSL1_JUN","CYGB",1
"55398","FOSL1_JUNB","CYGB",1
"55399","JUND","CYGB",1
"55400","JUN","CYGB",1
"55401","FOSL2_JUNB","CYGB",1
