"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"1114","Inhbb","Acvr1c","INHBB_ACVR1C","ENSMUSG00000037035","ENSMUSG00000026834"
"1115","Inhbb","Acvr2a","INHBB_ACVR2A","ENSMUSG00000037035","ENSMUSG00000052155"
"1116","Inhbb","Acvr2b","INHBB_ACVR2B","ENSMUSG00000037035","ENSMUSG00000061393"
"1117","Inhbc","Acvr1","INHBC_ACVR1","ENSMUSG00000025405","ENSMUSG00000026836"
"1118","Inhbc","Acvr1b","INHBC_ACVR1B","ENSMUSG00000025405","ENSMUSG00000000532"
"1119","Inhbc","Acvr2a","INHBC_ACVR2A","ENSMUSG00000025405","ENSMUSG00000052155"
"1120","Inhbc","Acvr2b","INHBC_ACVR2B","ENSMUSG00000025405","ENSMUSG00000061393"
"1121","Inhbe","Acvr1","INHBE_ACVR1","ENSMUSG00000047492","ENSMUSG00000026836"
"1122","Inhbe","Acvr1b","INHBE_ACVR1B","ENSMUSG00000047492","ENSMUSG00000000532"
"1123","Inhbe","Acvr2a","INHBE_ACVR2A","ENSMUSG00000047492","ENSMUSG00000052155"
"1124","Inhbe","Eng","INHBE_ENG","ENSMUSG00000047492","ENSMUSG00000026814"
"1125","Insl3","Rxfp2","INSL3_RXFP2","ENSMUSG00000079019","ENSMUSG00000053368"
"1126","Insl5","Rxfp3","INSL5_RXFP3","ENSMUSG00000066090","ENSMUSG00000060735"
"1127","Insl5","Rxfp4","INSL5_RXFP4","ENSMUSG00000066090","ENSMUSG00000049741"
"1128","Itgb3bp","Itgb3","ITGB3BP_ITGB3","ENSMUSG00000028549","ENSMUSG00000020689"
"1129","Itgb3bp","Itgb5","ITGB3BP_ITGB5","ENSMUSG00000028549","ENSMUSG00000022817"
"1130","Itih2","Fcer1a","ITIH2_FCER1A","ENSMUSG00000037254","ENSMUSG00000005339"
"1131","Jag1","Notch1","JAG1_NOTCH1","ENSMUSG00000027276","ENSMUSG00000026923"
"1132","Jag1","Notch3","JAG1_NOTCH3","ENSMUSG00000027276","ENSMUSG00000038146"
"1133","Jag1","Notch4","JAG1_NOTCH4","ENSMUSG00000027276","ENSMUSG00000015468"
"1134","Jag2","Notch1","JAG2_NOTCH1","ENSMUSG00000002799","ENSMUSG00000026923"
"1135","Jag2","Notch3","JAG2_NOTCH3","ENSMUSG00000002799","ENSMUSG00000038146"
"1136","Jag2","Notch4","JAG2_NOTCH4","ENSMUSG00000002799","ENSMUSG00000015468"
"1137","Kiss1","Kiss1r","KISS1_KISS1R","ENSMUSG00000102367","ENSMUSG00000035773"
"1138","Kiss1","Mmp24","KISS1_MMP24","ENSMUSG00000102367","ENSMUSG00000027612"
"1139","Kitl","Epor","KITLG_EPOR","ENSMUSG00000019966","ENSMUSG00000006235"
"1140","Kitl","Kit","KITLG_KIT","ENSMUSG00000019966","ENSMUSG00000005672"
"1141","L1cam","Cntn1","L1CAM_CNTN1","ENSMUSG00000031391","ENSMUSG00000055022"
"1142","L1cam","Egfr","L1CAM_EGFR","ENSMUSG00000031391","ENSMUSG00000020122"
"1143","L1cam","Ephb2","L1CAM_EPHB2","ENSMUSG00000031391","ENSMUSG00000028664"
"1144","L1cam","Erbb2","L1CAM_ERBB2","ENSMUSG00000031391","ENSMUSG00000062312"
"1145","L1cam","Erbb3","L1CAM_ERBB3","ENSMUSG00000031391","ENSMUSG00000018166"
"1146","L1cam","Fgfr2","L1CAM_FGFR2","ENSMUSG00000031391","ENSMUSG00000030849"
"1147","L1cam","Itga5","L1CAM_ITGA5","ENSMUSG00000031391","ENSMUSG00000000555"
"1148","L1cam","Itgav","L1CAM_ITGAV","ENSMUSG00000031391","ENSMUSG00000027087"
"1149","Lama1","Gpc1","LAMA1_GPC1","ENSMUSG00000032796","ENSMUSG00000034220"
"1150","Lama1","Itga1","LAMA1_ITGA1","ENSMUSG00000032796","ENSMUSG00000042284"
"1151","Lama1","Itga2","LAMA1_ITGA2","ENSMUSG00000032796","ENSMUSG00000015533"
"1152","Lama1","Itga3","LAMA1_ITGA3","ENSMUSG00000032796","ENSMUSG00000001507"
"1153","Lama1","Itga6","LAMA1_ITGA6","ENSMUSG00000032796","ENSMUSG00000027111"
"1154","Lama1","Itga7","LAMA1_ITGA7","ENSMUSG00000032796","ENSMUSG00000025348"
"1155","Lama1","Itgb1","LAMA1_ITGB1","ENSMUSG00000032796","ENSMUSG00000025809"
"1156","Lama1","Itgb4","LAMA1_ITGB4","ENSMUSG00000032796","ENSMUSG00000020758"
"1157","Lama1","Itgb8","LAMA1_ITGB8","ENSMUSG00000032796","ENSMUSG00000025321"
"1158","Lama1","Nt5e","LAMA1_NT5E","ENSMUSG00000032796","ENSMUSG00000032420"
"1159","Lama1","Rpsa","LAMA1_RPSA","ENSMUSG00000032796","ENSMUSG00000032518"
"1160","Lama1","Sdc2","LAMA1_SDC2","ENSMUSG00000032796","ENSMUSG00000022261"
"1161","Lama1","Sdc4","LAMA1_SDC4","ENSMUSG00000032796","ENSMUSG00000017009"
"1162","Lama1","Tmprss6","LAMA1_TMPRSS6","ENSMUSG00000032796","ENSMUSG00000016942"
"1163","Lama2","Itga1","LAMA2_ITGA1","ENSMUSG00000019899","ENSMUSG00000042284"
"1164","Lama2","Itga2","LAMA2_ITGA2","ENSMUSG00000019899","ENSMUSG00000015533"
"1165","Lama2","Itga3","LAMA2_ITGA3","ENSMUSG00000019899","ENSMUSG00000001507"
"1166","Lama2","Itga6","LAMA2_ITGA6","ENSMUSG00000019899","ENSMUSG00000027111"
"1167","Lama2","Itga7","LAMA2_ITGA7","ENSMUSG00000019899","ENSMUSG00000025348"
"1168","Lama2","Itgb1","LAMA2_ITGB1","ENSMUSG00000019899","ENSMUSG00000025809"
"1169","Lama2","Itgb4","LAMA2_ITGB4","ENSMUSG00000019899","ENSMUSG00000020758"
"1170","Lama2","Rpsa","LAMA2_RPSA","ENSMUSG00000019899","ENSMUSG00000032518"
"1171","Lama3","Sdc2","LAMA3_SDC2","ENSMUSG00000024421","ENSMUSG00000022261"
"1172","Lama4","Itga3","LAMA4_ITGA3","ENSMUSG00000019846","ENSMUSG00000001507"
"1173","Lama4","Itga6","LAMA4_ITGA6","ENSMUSG00000019846","ENSMUSG00000027111"
"1174","Lama4","Itgav","LAMA4_ITGAV","ENSMUSG00000019846","ENSMUSG00000027087"
"1175","Lama4","Itgb1","LAMA4_ITGB1","ENSMUSG00000019846","ENSMUSG00000025809"
"1176","Lama5","Bcam","LAMA5_BCAM","ENSMUSG00000015647","ENSMUSG00000002980"
"1177","Lama5","Itga2","LAMA5_ITGA2","ENSMUSG00000015647","ENSMUSG00000015533"
"1178","Lama5","Itga3","LAMA5_ITGA3","ENSMUSG00000015647","ENSMUSG00000001507"
"1179","Lama5","Itga6","LAMA5_ITGA6","ENSMUSG00000015647","ENSMUSG00000027111"
"1180","Lama5","Itgb1","LAMA5_ITGB1","ENSMUSG00000015647","ENSMUSG00000025809"
"1181","Lama5","Itgb4","LAMA5_ITGB4","ENSMUSG00000015647","ENSMUSG00000020758"
"1182","Lama5","Sdc1","LAMA5_SDC1","ENSMUSG00000015647","ENSMUSG00000020592"
"1183","Lamb1","Itga1","LAMB1_ITGA1","ENSMUSG00000002900","ENSMUSG00000042284"
"1184","Lamb1","Itga2","LAMB1_ITGA2","ENSMUSG00000002900","ENSMUSG00000015533"
"1185","Lamb1","Itga3","LAMB1_ITGA3","ENSMUSG00000002900","ENSMUSG00000001507"
"1186","Lamb1","Itga6","LAMB1_ITGA6","ENSMUSG00000002900","ENSMUSG00000027111"
"1187","Lamb1","Itga7","LAMB1_ITGA7","ENSMUSG00000002900","ENSMUSG00000025348"
"1188","Lamb1","Itgav","LAMB1_ITGAV","ENSMUSG00000002900","ENSMUSG00000027087"
"1189","Lamb1","Itgb1","LAMB1_ITGB1","ENSMUSG00000002900","ENSMUSG00000025809"
"1190","Lamb1","Itgb4","LAMB1_ITGB4","ENSMUSG00000002900","ENSMUSG00000020758"
"1191","Lamb2","Rpsa","LAMB2_RPSA","ENSMUSG00000052911","ENSMUSG00000032518"
"1192","Lamb3","Cd151","LAMB3_CD151","ENSMUSG00000026639","ENSMUSG00000025510"
"1193","Lamb3","Col17a1","LAMB3_COL17A1","ENSMUSG00000026639","ENSMUSG00000025064"
"1194","Lamb3","Itga2","LAMB3_ITGA2","ENSMUSG00000026639","ENSMUSG00000015533"
"1195","Lamb3","Itga3","LAMB3_ITGA3","ENSMUSG00000026639","ENSMUSG00000001507"
"1196","Lamb3","Itga6","LAMB3_ITGA6","ENSMUSG00000026639","ENSMUSG00000027111"
"1197","Lamb3","Itgb1","LAMB3_ITGB1","ENSMUSG00000026639","ENSMUSG00000025809"
"1198","Lamb3","Itgb4","LAMB3_ITGB4","ENSMUSG00000026639","ENSMUSG00000020758"
"1199","Lamc1","Itga1","LAMC1_ITGA1","ENSMUSG00000026478","ENSMUSG00000042284"
"1200","Lamc1","Itga2","LAMC1_ITGA2","ENSMUSG00000026478","ENSMUSG00000015533"
"1201","Lamc1","Itga3","LAMC1_ITGA3","ENSMUSG00000026478","ENSMUSG00000001507"
"1202","Lamc1","Itga6","LAMC1_ITGA6","ENSMUSG00000026478","ENSMUSG00000027111"
"1203","Lamc1","Itga7","LAMC1_ITGA7","ENSMUSG00000026478","ENSMUSG00000025348"
"1204","Lamc1","Itgav","LAMC1_ITGAV","ENSMUSG00000026478","ENSMUSG00000027087"
"1205","Lamc1","Itgb1","LAMC1_ITGB1","ENSMUSG00000026478","ENSMUSG00000025809"
"1206","Lamc1","Itgb4","LAMC1_ITGB4","ENSMUSG00000026478","ENSMUSG00000020758"
"1207","Lamc2","Cd151","LAMC2_CD151","ENSMUSG00000026479","ENSMUSG00000025510"
"1208","Lamc2","Col17a1","LAMC2_COL17A1","ENSMUSG00000026479","ENSMUSG00000025064"
"1209","Lamc2","Itga2","LAMC2_ITGA2","ENSMUSG00000026479","ENSMUSG00000015533"
"1210","Lamc2","Itga3","LAMC2_ITGA3","ENSMUSG00000026479","ENSMUSG00000001507"
"1211","Lamc2","Itga6","LAMC2_ITGA6","ENSMUSG00000026479","ENSMUSG00000027111"
"1212","Lamc2","Itgb1","LAMC2_ITGB1","ENSMUSG00000026479","ENSMUSG00000025809"
"1213","Lamc2","Itgb4","LAMC2_ITGB4","ENSMUSG00000026479","ENSMUSG00000020758"
"1214","Lamc3","Itga2","LAMC3_ITGA2","ENSMUSG00000026840","ENSMUSG00000015533"
"1215","Lamc3","Itga3","LAMC3_ITGA3","ENSMUSG00000026840","ENSMUSG00000001507"
"1216","Lamc3","Itga6","LAMC3_ITGA6","ENSMUSG00000026840","ENSMUSG00000027111"
"1217","Lamc3","Itgb1","LAMC3_ITGB1","ENSMUSG00000026840","ENSMUSG00000025809"
"1218","Lamc3","Itgb4","LAMC3_ITGB4","ENSMUSG00000026840","ENSMUSG00000020758"
"1219","Lcn2","Lrp2","LCN2_LRP2","ENSMUSG00000026822","ENSMUSG00000027070"
"1220","Lep","Lepr","LEP_LEPR","ENSMUSG00000059201","ENSMUSG00000057722"
"1221","Lep","Lrp2","LEP_LRP2","ENSMUSG00000059201","ENSMUSG00000027070"
"1222","Lgals3bp","Itgb1","LGALS3BP_ITGB1","ENSMUSG00000033880","ENSMUSG00000025809"
"1223","Lgals3bp","Vangl1","LGALS3BP_VANGL1","ENSMUSG00000033880","ENSMUSG00000027860"
"1224","Lif","Il6st","LIF_IL6ST","ENSMUSG00000034394","ENSMUSG00000021756"
"1225","Lif","Lifr","LIF_LIFR","ENSMUSG00000034394","ENSMUSG00000054263"
"1226","Lin7c","Abca1","LIN7C_ABCA1","ENSMUSG00000027162","ENSMUSG00000015243"
"1227","Lin7c","Htr2c","LIN7C_HTR2C","ENSMUSG00000027162","ENSMUSG00000041380"
"1228","Lin7c","Kcnj4","LIN7C_KCNJ4","ENSMUSG00000027162","ENSMUSG00000044216"
"1229","Lipc","Lrp1","LIPC_LRP1","ENSMUSG00000032207","ENSMUSG00000040249"
"1230","Liph","Lpar1","LIPH_LPAR1","ENSMUSG00000044626","ENSMUSG00000038668"
"1231","Liph","Lpar2","LIPH_LPAR2","ENSMUSG00000044626","ENSMUSG00000031861"
"1232","Liph","Lpar4","LIPH_LPAR4","ENSMUSG00000044626","ENSMUSG00000049929"
"1233","Lpl","Cd44","LPL_CD44","ENSMUSG00000015568","ENSMUSG00000005087"
"1234","Lpl","Gpihbp1","LPL_GPIHBP1","ENSMUSG00000015568","ENSMUSG00000022579"
"1235","Lpl","Lrp1","LPL_LRP1","ENSMUSG00000015568","ENSMUSG00000040249"
"1236","Lpl","Lrp2","LPL_LRP2","ENSMUSG00000015568","ENSMUSG00000027070"
"1237","Lpl","Sdc1","LPL_SDC1","ENSMUSG00000015568","ENSMUSG00000020592"
"1238","Lpl","Vldlr","LPL_VLDLR","ENSMUSG00000015568","ENSMUSG00000024924"
"1239","Lrp1b","Plaur","LRP1B_PLAUR","ENSMUSG00000049252","ENSMUSG00000046223"
"1240","Lrpap1","Ldlr","LRPAP1_LDLR","ENSMUSG00000029103","ENSMUSG00000032193"
"1241","Lrpap1","Lrp1","LRPAP1_LRP1","ENSMUSG00000029103","ENSMUSG00000040249"
"1242","Lrpap1","Lrp2","LRPAP1_LRP2","ENSMUSG00000029103","ENSMUSG00000027070"
"1243","Lrpap1","Lrp8","LRPAP1_LRP8","ENSMUSG00000029103","ENSMUSG00000028613"
"1244","Lrpap1","Sorl1","LRPAP1_SORL1","ENSMUSG00000029103","ENSMUSG00000049313"
"1245","Lrpap1","Sort1","LRPAP1_SORT1","ENSMUSG00000029103","ENSMUSG00000068747"
"1246","Lrpap1","Vldlr","LRPAP1_VLDLR","ENSMUSG00000029103","ENSMUSG00000024924"
"1247","Lta","Cachd1","LTA_CACHD1","ENSMUSG00000024402","ENSMUSG00000028532"
"1248","Lta","Ednra","LTA_EDNRA","ENSMUSG00000024402","ENSMUSG00000031616"
"1249","Lta","Ltbr","LTA_LTBR","ENSMUSG00000024402","ENSMUSG00000030339"
"1250","Lta","Tnfrsf14","LTA_TNFRSF14","ENSMUSG00000024402","ENSMUSG00000042333"
"1251","Lta","Tnfrsf1a","LTA_TNFRSF1A","ENSMUSG00000024402","ENSMUSG00000030341"
"1252","Lta","Tnfrsf1b","LTA_TNFRSF1B","ENSMUSG00000024402","ENSMUSG00000028599"
"1253","Ltb","Cd40","LTB_CD40","ENSMUSG00000024399","ENSMUSG00000017652"
"1254","Ltb","Ltbr","LTB_LTBR","ENSMUSG00000024399","ENSMUSG00000030339"
"1255","Ltb","Tnfrsf1a","LTB_TNFRSF1A","ENSMUSG00000024399","ENSMUSG00000030341"
"1256","Ltbp1","Itgb5","LTBP1_ITGB5","ENSMUSG00000001870","ENSMUSG00000022817"
"1257","Ltbp3","Itgb5","LTBP3_ITGB5","ENSMUSG00000024940","ENSMUSG00000022817"
"1258","Ltf","Gp9","LTF_GP9","ENSMUSG00000032496","ENSMUSG00000030054"
"1259","Ltf","Gpr162","LTF_GPR162","ENSMUSG00000032496","ENSMUSG00000038390"
"1260","Ltf","Lrp1","LTF_LRP1","ENSMUSG00000032496","ENSMUSG00000040249"
"1261","Ltf","Lrp11","LTF_LRP11","ENSMUSG00000032496","ENSMUSG00000019796"
"1262","Ltf","Tfrc","LTF_TFRC","ENSMUSG00000032496","ENSMUSG00000022797"
"1263","Ly6g5c","Tmem8","LY6G5C_TMEM8A","ENSMUSG00000034482","ENSMUSG00000024180"
"1264","Ly86","Cd180","LY86_CD180","ENSMUSG00000021423","ENSMUSG00000021624"
"1265","Lypd3","Agr2","LYPD3_AGR2","ENSMUSG00000057454","ENSMUSG00000020581"
"1266","Madcam1","Cd44","MADCAM1_CD44","ENSMUSG00000020310","ENSMUSG00000005087"
"1267","Madcam1","Itga4","MADCAM1_ITGA4","ENSMUSG00000020310","ENSMUSG00000027009"
"1268","Madcam1","Itgb7","MADCAM1_ITGB7","ENSMUSG00000020310","ENSMUSG00000001281"
"1269","Matn1","Itga1","MATN1_ITGA1","ENSMUSG00000040533","ENSMUSG00000042284"
"1270","Matn1","Itgb1","MATN1_ITGB1","ENSMUSG00000040533","ENSMUSG00000025809"
"1271","Matn1","Ptprd","MATN1_PTPRD","ENSMUSG00000040533","ENSMUSG00000028399"
"1272","Mbl2","Calcr","MBL2_CALCR","ENSMUSG00000024863","ENSMUSG00000023964"
"1273","Mbl2","Cd93","MBL2_CD93","ENSMUSG00000024863","ENSMUSG00000027435"
"1274","Mdk","Alk","MDK_ALK","ENSMUSG00000027239","ENSMUSG00000055471"
"1275","Mdk","Itga4","MDK_ITGA4","ENSMUSG00000027239","ENSMUSG00000027009"
"1276","Mdk","Itga6","MDK_ITGA6","ENSMUSG00000027239","ENSMUSG00000027111"
"1277","Mdk","Itgb1","MDK_ITGB1","ENSMUSG00000027239","ENSMUSG00000025809"
"1278","Mdk","Lrp1","MDK_LRP1","ENSMUSG00000027239","ENSMUSG00000040249"
"1279","Mdk","Lrp2","MDK_LRP2","ENSMUSG00000027239","ENSMUSG00000027070"
"1280","Mdk","Ptprb","MDK_PTPRB","ENSMUSG00000027239","ENSMUSG00000020154"
"1281","Mdk","Ptprz1","MDK_PTPRZ1","ENSMUSG00000027239","ENSMUSG00000068748"
"1282","Mdk","Sdc1","MDK_SDC1","ENSMUSG00000027239","ENSMUSG00000020592"
"1283","Mdk","Sdc3","MDK_SDC3","ENSMUSG00000027239","ENSMUSG00000025743"
"1284","Mdk","Sdc4","MDK_SDC4","ENSMUSG00000027239","ENSMUSG00000017009"
"1285","Mdk","Tspan1","MDK_TSPAN1","ENSMUSG00000027239","ENSMUSG00000028699"
"1286","Mepe","Phex","MEPE_PHEX","ENSMUSG00000053863","ENSMUSG00000057457"
"1287","Mfap2","Notch1","MFAP2_NOTCH1","ENSMUSG00000060572","ENSMUSG00000026923"
"1288","Mfap5","Notch1","MFAP5_NOTCH1","ENSMUSG00000030116","ENSMUSG00000026923"
"1289","Mfge8","Itgav","MFGE8_ITGAV","ENSMUSG00000030605","ENSMUSG00000027087"
"1290","Mfge8","Itgb3","MFGE8_ITGB3","ENSMUSG00000030605","ENSMUSG00000020689"
"1291","Mfge8","Pdgfrb","MFGE8_PDGFRB","ENSMUSG00000030605","ENSMUSG00000024620"
"1292","Mfng","Notch1","MFNG_NOTCH1","ENSMUSG00000018169","ENSMUSG00000026923"
"1293","Mmp12","Plaur","MMP12_PLAUR","ENSMUSG00000049723","ENSMUSG00000046223"
"1294","Mmp13","Lrp1","MMP13_LRP1","ENSMUSG00000050578","ENSMUSG00000040249"
"1295","Mmp2","Sdc2","MMP2_SDC2","ENSMUSG00000031740","ENSMUSG00000022261"
"1296","Mmp7","Cd151","MMP7_CD151","ENSMUSG00000018623","ENSMUSG00000025510"
"1297","Mmp7","Cd44","MMP7_CD44","ENSMUSG00000018623","ENSMUSG00000005087"
"1298","Mmp7","Cdh6","MMP7_CDH6","ENSMUSG00000018623","ENSMUSG00000039385"
"1299","Mmp7","Erbb4","MMP7_ERBB4","ENSMUSG00000018623","ENSMUSG00000062209"
"1300","Mmp9","Cd44","MMP9_CD44","ENSMUSG00000017737","ENSMUSG00000005087"
"1301","Mmp9","Ephb2","MMP9_EPHB2","ENSMUSG00000017737","ENSMUSG00000028664"
"1302","Mmp9","Itgam","MMP9_ITGAM","ENSMUSG00000017737","ENSMUSG00000030786"
"1303","Mmp9","Itgb2","MMP9_ITGB2","ENSMUSG00000017737","ENSMUSG00000000290"
"1304","Mmp9","Lrp1","MMP9_LRP1","ENSMUSG00000017737","ENSMUSG00000040249"
"1305","Mst1","Mst1r","MST1_MST1R","ENSMUSG00000032591","ENSMUSG00000032584"
"1306","Mstn","Acvr2b","MSTN_ACVR2B","ENSMUSG00000026100","ENSMUSG00000061393"
"1307","Myoc","Fzd1","MYOC_FZD1","ENSMUSG00000026697","ENSMUSG00000044674"
"1308","Myoc","Fzd10","MYOC_FZD10","ENSMUSG00000026697","ENSMUSG00000081683"
"1309","Myoc","Fzd3","MYOC_FZD3","ENSMUSG00000026697","ENSMUSG00000007989"
"1310","Myoc","Fzd4","MYOC_FZD4","ENSMUSG00000026697","ENSMUSG00000049791"
"1311","Myoc","Fzd7","MYOC_FZD7","ENSMUSG00000026697","ENSMUSG00000041075"
"1312","Nampt","Insr","NAMPT_INSR","ENSMUSG00000020572","ENSMUSG00000005534"
"1313","Ncam1","Cacna1c","NCAM1_CACNA1C","ENSMUSG00000039542","ENSMUSG00000051331"
"1314","Ncam1","Fgfr1","NCAM1_FGFR1","ENSMUSG00000039542","ENSMUSG00000031565"
"1315","Ncam1","Fgfr2","NCAM1_FGFR2","ENSMUSG00000039542","ENSMUSG00000030849"
"1316","Ncam1","Gfra1","NCAM1_GFRA1","ENSMUSG00000039542","ENSMUSG00000025089"
"1317","Ncam1","Ptpra","NCAM1_PTPRA","ENSMUSG00000039542","ENSMUSG00000027303"
"1318","Ncam1","Robo1","NCAM1_ROBO1","ENSMUSG00000039542","ENSMUSG00000022883"
"1319","Ncam1","Robo3","NCAM1_ROBO3","ENSMUSG00000039542","ENSMUSG00000032128"
"1320","Ncan","Cdh2","NCAN_CDH2","ENSMUSG00000002341","ENSMUSG00000024304"
"1321","Ncan","Sdc3","NCAN_SDC3","ENSMUSG00000002341","ENSMUSG00000025743"
"1322","Ndp","Fzd4","NDP_FZD4","ENSMUSG00000040138","ENSMUSG00000049791"
"1323","Ndp","Lgr4","NDP_LGR4","ENSMUSG00000040138","ENSMUSG00000050199"
"1324","Ngf","Kidins220","NGF_KIDINS220","ENSMUSG00000027859","ENSMUSG00000036333"
"1325","Ngf","Maged1","NGF_MAGED1","ENSMUSG00000027859","ENSMUSG00000025151"
"1326","Ngf","Ngfr","NGF_NGFR","ENSMUSG00000027859","ENSMUSG00000000120"
"1327","Ngf","Ntrk1","NGF_NTRK1","ENSMUSG00000027859","ENSMUSG00000028072"
"1328","Ngf","Sorcs3","NGF_SORCS3","ENSMUSG00000027859","ENSMUSG00000063434"
"1329","Ngf","Sort1","NGF_SORT1","ENSMUSG00000027859","ENSMUSG00000068747"
"1330","Nid1","Col13a1","NID1_COL13A1","ENSMUSG00000005397","ENSMUSG00000058806"
"1331","Nid1","Itga3","NID1_ITGA3","ENSMUSG00000005397","ENSMUSG00000001507"
"1332","Nid1","Itgav","NID1_ITGAV","ENSMUSG00000005397","ENSMUSG00000027087"
"1333","Nid1","Itgb1","NID1_ITGB1","ENSMUSG00000005397","ENSMUSG00000025809"
"1334","Nid1","Itgb3","NID1_ITGB3","ENSMUSG00000005397","ENSMUSG00000020689"
"1335","Nid1","Ptprf","NID1_PTPRF","ENSMUSG00000005397","ENSMUSG00000033295"
"1336","Nid2","Col13a1","NID2_COL13A1","ENSMUSG00000021806","ENSMUSG00000058806"
"1337","Nlgn1","Nrxn1","NLGN1_NRXN1","ENSMUSG00000063887","ENSMUSG00000024109"
"1338","Nlgn1","Nrxn2","NLGN1_NRXN2","ENSMUSG00000063887","ENSMUSG00000033768"
"1339","Nlgn1","Nrxn3","NLGN1_NRXN3","ENSMUSG00000063887","ENSMUSG00000066392"
"1340","Nlgn2","Nrxn1","NLGN2_NRXN1","ENSMUSG00000051790","ENSMUSG00000024109"
"1341","Nlgn2","Nrxn2","NLGN2_NRXN2","ENSMUSG00000051790","ENSMUSG00000033768"
"1342","Nlgn2","Nrxn3","NLGN2_NRXN3","ENSMUSG00000051790","ENSMUSG00000066392"
"1343","Nlgn3","Nrxn1","NLGN3_NRXN1","ENSMUSG00000031302","ENSMUSG00000024109"
"1344","Nlgn3","Nrxn2","NLGN3_NRXN2","ENSMUSG00000031302","ENSMUSG00000033768"
"1345","Nlgn3","Nrxn3","NLGN3_NRXN3","ENSMUSG00000031302","ENSMUSG00000066392"
"1346","Nmb","Brs3","NMB_BRS3","ENSMUSG00000025723","ENSMUSG00000031130"
"1347","Nmb","Grpr","NMB_GRPR","ENSMUSG00000025723","ENSMUSG00000031364"
"1348","Nmb","Nmbr","NMB_NMBR","ENSMUSG00000025723","ENSMUSG00000019865"
"1349","Nms","Nmur1","NMS_NMUR1","ENSMUSG00000067604","ENSMUSG00000026237"
"1350","Nms","Nmur2","NMS_NMUR2","ENSMUSG00000067604","ENSMUSG00000037393"
"1351","Nmu","Nmur1","NMU_NMUR1","ENSMUSG00000029236","ENSMUSG00000026237"
"1352","Nmu","Nmur2","NMU_NMUR2","ENSMUSG00000029236","ENSMUSG00000037393"
"1353","Nodal","Acvr1b","NODAL_ACVR1B","ENSMUSG00000037171","ENSMUSG00000000532"
"1354","Nodal","Acvr1c","NODAL_ACVR1C","ENSMUSG00000037171","ENSMUSG00000026834"
"1355","Nodal","Acvr2a","NODAL_ACVR2A","ENSMUSG00000037171","ENSMUSG00000052155"
"1356","Nodal","Acvr2b","NODAL_ACVR2B","ENSMUSG00000037171","ENSMUSG00000061393"
"1357","Nov","Notch1","NOV_NOTCH1","ENSMUSG00000037362","ENSMUSG00000026923"
"1358","Nov","Plxna1","NOV_PLXNA1","ENSMUSG00000037362","ENSMUSG00000030084"
"1359","Npb","Npbwr1","NPB_NPBWR1","ENSMUSG00000044034","ENSMUSG00000033774"
"1360","Npff","Npffr1","NPFF_NPFFR1","ENSMUSG00000023052","ENSMUSG00000020090"
"1361","Npff","Npffr2","NPFF_NPFFR2","ENSMUSG00000023052","ENSMUSG00000035528"
"1362","Npnt","Itga8","NPNT_ITGA8","ENSMUSG00000040998","ENSMUSG00000026768"
"1363","Npnt","Itgb1","NPNT_ITGB1","ENSMUSG00000040998","ENSMUSG00000025809"
"1364","Nppa","Npr1","NPPA_NPR1","ENSMUSG00000041616","ENSMUSG00000027931"
"1365","Nppa","Npr3","NPPA_NPR3","ENSMUSG00000041616","ENSMUSG00000022206"
"1366","Nppb","Npr1","NPPB_NPR1","ENSMUSG00000029019","ENSMUSG00000027931"
"1367","Nppb","Npr2","NPPB_NPR2","ENSMUSG00000029019","ENSMUSG00000028469"
"1368","Nppb","Npr3","NPPB_NPR3","ENSMUSG00000029019","ENSMUSG00000022206"
"1369","Nppc","Npr2","NPPC_NPR2","ENSMUSG00000026241","ENSMUSG00000028469"
"1370","Nppc","Npr3","NPPC_NPR3","ENSMUSG00000026241","ENSMUSG00000022206"
"1371","Nps","Npsr1","NPS_NPSR1","ENSMUSG00000073804","ENSMUSG00000043659"
"1372","Npvf","Npffr1","NPVF_NPFFR1","ENSMUSG00000029831","ENSMUSG00000020090"
"1373","Npvf","Npffr2","NPVF_NPFFR2","ENSMUSG00000029831","ENSMUSG00000035528"
"1374","Npw","Npbwr1","NPW_NPBWR1","ENSMUSG00000071230","ENSMUSG00000033774"
"1375","Npy","Fap","NPY_FAP","ENSMUSG00000029819","ENSMUSG00000000392"
"1376","Npy","Mc4r","NPY_MC4R","ENSMUSG00000029819","ENSMUSG00000047259"
"1377","Npy","Npffr2","NPY_NPFFR2","ENSMUSG00000029819","ENSMUSG00000035528"
"1378","Npy","Npy1r","NPY_NPY1R","ENSMUSG00000029819","ENSMUSG00000036437"
"1379","Npy","Npy2r","NPY_NPY2R","ENSMUSG00000029819","ENSMUSG00000028004"
"1380","Npy","Npy4r","NPY_NPY4R","ENSMUSG00000029819","ENSMUSG00000048337"
"1381","Npy","Npy5r","NPY_NPY5R","ENSMUSG00000029819","ENSMUSG00000044014"
"1382","Npy","Prlhr","NPY_PRLHR","ENSMUSG00000029819","ENSMUSG00000045052"
"1383","Nrg1","Erbb2","NRG1_ERBB2","ENSMUSG00000062991","ENSMUSG00000062312"
"1384","Nrg1","Erbb3","NRG1_ERBB3","ENSMUSG00000062991","ENSMUSG00000018166"
"1385","Nrg1","Erbb4","NRG1_ERBB4","ENSMUSG00000062991","ENSMUSG00000062209"
