"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"1","A2m","Lrp1","A2M_LRP1","ENSMUSG00000030111","ENSMUSG00000040249"
"2","Aanat","Mtnr1a","AANAT_MTNR1A","ENSMUSG00000020804","ENSMUSG00000054764"
"3","Ace","Agtr2","ACE_AGTR2","ENSMUSG00000020681","ENSMUSG00000068122"
"4","Ace","Bdkrb2","ACE_BDKRB2","ENSMUSG00000020681","ENSMUSG00000021070"
"5","Adam10","Axl","ADAM10_AXL","ENSMUSG00000054693","ENSMUSG00000002602"
"6","Adam10","Epha3","ADAM10_EPHA3","ENSMUSG00000054693","ENSMUSG00000052504"
"7","Adam12","Itga9","ADAM12_ITGA9","ENSMUSG00000054555","ENSMUSG00000039115"
"8","Adam12","Itgb1","ADAM12_ITGB1","ENSMUSG00000054555","ENSMUSG00000025809"
"9","Adam12","Sdc4","ADAM12_SDC4","ENSMUSG00000054555","ENSMUSG00000017009"
"10","Adam15","Itga5","ADAM15_ITGA5","ENSMUSG00000028041","ENSMUSG00000000555"
"11","Adam15","Itga9","ADAM15_ITGA9","ENSMUSG00000028041","ENSMUSG00000039115"
"12","Adam15","Itgav","ADAM15_ITGAV","ENSMUSG00000028041","ENSMUSG00000027087"
"13","Adam15","Itgb1","ADAM15_ITGB1","ENSMUSG00000028041","ENSMUSG00000025809"
"14","Adam15","Itgb3","ADAM15_ITGB3","ENSMUSG00000028041","ENSMUSG00000020689"
"15","Adam17","Erbb4","ADAM17_ERBB4","ENSMUSG00000052593","ENSMUSG00000062209"
"16","Adam17","Itga5","ADAM17_ITGA5","ENSMUSG00000052593","ENSMUSG00000000555"
"17","Adam17","Itgb1","ADAM17_ITGB1","ENSMUSG00000052593","ENSMUSG00000025809"
"18","Adam17","Notch1","ADAM17_NOTCH1","ENSMUSG00000052593","ENSMUSG00000026923"
"19","Adam2","Cd9","ADAM2_CD9","ENSMUSG00000022039","ENSMUSG00000030342"
"20","Adam2","Itga6","ADAM2_ITGA6","ENSMUSG00000022039","ENSMUSG00000027111"
"21","Adam2","Itga9","ADAM2_ITGA9","ENSMUSG00000022039","ENSMUSG00000039115"
"22","Adam2","Itgb1","ADAM2_ITGB1","ENSMUSG00000022039","ENSMUSG00000025809"
"23","Adam2","Itgb7","ADAM2_ITGB7","ENSMUSG00000022039","ENSMUSG00000001281"
"24","Adam23","Itga5","ADAM23_ITGA5","ENSMUSG00000025964","ENSMUSG00000000555"
"25","Adam23","Itgb3","ADAM23_ITGB3","ENSMUSG00000025964","ENSMUSG00000020689"
"26","Adam28","Itga4","ADAM28_ITGA4","ENSMUSG00000014725","ENSMUSG00000027009"
"27","Adam9","Itga3","ADAM9_ITGA3","ENSMUSG00000031555","ENSMUSG00000001507"
"28","Adam9","Itga6","ADAM9_ITGA6","ENSMUSG00000031555","ENSMUSG00000027111"
"29","Adam9","Itgav","ADAM9_ITGAV","ENSMUSG00000031555","ENSMUSG00000027087"
"30","Adam9","Itgb1","ADAM9_ITGB1","ENSMUSG00000031555","ENSMUSG00000025809"
"31","Adam9","Itgb5","ADAM9_ITGB5","ENSMUSG00000031555","ENSMUSG00000022817"
"32","Adcyap1","Adcyap1r1","ADCYAP1_ADCYAP1R1","ENSMUSG00000024256","ENSMUSG00000029778"
"33","Adcyap1","Sctr","ADCYAP1_SCTR","ENSMUSG00000024256","ENSMUSG00000026387"
"34","Adcyap1","Vipr1","ADCYAP1_VIPR1","ENSMUSG00000024256","ENSMUSG00000032528"
"35","Adcyap1","Vipr2","ADCYAP1_VIPR2","ENSMUSG00000024256","ENSMUSG00000011171"
"36","Adipoq","Adipor1","ADIPOQ_ADIPOR1","ENSMUSG00000022878","ENSMUSG00000026457"
"37","Adipoq","Adipor2","ADIPOQ_ADIPOR2","ENSMUSG00000022878","ENSMUSG00000030168"
"38","Adm","Calcr","ADM_CALCR","ENSMUSG00000030790","ENSMUSG00000023964"
"39","Adm","Calcrl","ADM_CALCRL","ENSMUSG00000030790","ENSMUSG00000059588"
"40","Adm","Gpr182","ADM_GPR182","ENSMUSG00000030790","ENSMUSG00000058396"
"41","Adm","Ramp2","ADM_RAMP2","ENSMUSG00000030790","ENSMUSG00000001240"
"42","Adm2","Calcr","ADM2_CALCR","ENSMUSG00000054136","ENSMUSG00000023964"
"43","Adm2","Calcrl","ADM2_CALCRL","ENSMUSG00000054136","ENSMUSG00000059588"
"44","Adm2","Ramp1","ADM2_RAMP1","ENSMUSG00000054136","ENSMUSG00000034353"
"45","Agrn","Atp1a3","AGRN_ATP1A3","ENSMUSG00000041936","ENSMUSG00000040907"
"46","Agrn","Lrp4","AGRN_LRP4","ENSMUSG00000041936","ENSMUSG00000027253"
"47","Agrn","Musk","AGRN_MUSK","ENSMUSG00000041936","ENSMUSG00000057280"
"48","Agrp","Mc3r","AGRP_MC3R","ENSMUSG00000005705","ENSMUSG00000038537"
"49","Agrp","Mc4r","AGRP_MC4R","ENSMUSG00000005705","ENSMUSG00000047259"
"50","Agrp","Mc5r","AGRP_MC5R","ENSMUSG00000005705","ENSMUSG00000007480"
"51","Agrp","Sdc3","AGRP_SDC3","ENSMUSG00000005705","ENSMUSG00000025743"
"52","Agt","Agtr2","AGT_AGTR2","ENSMUSG00000031980","ENSMUSG00000068122"
"53","Agt","Lrp2","AGT_LRP2","ENSMUSG00000031980","ENSMUSG00000027070"
"54","Agt","Mas1","AGT_MAS1","ENSMUSG00000031980","ENSMUSG00000068037"
"55","Ahsg","Insr","AHSG_INSR","ENSMUSG00000022868","ENSMUSG00000005534"
"56","Alb","Lrp2","ALB_LRP2","ENSMUSG00000029368","ENSMUSG00000027070"
"57","Amh","Acvr1","AMH_ACVR1","ENSMUSG00000035262","ENSMUSG00000026836"
"58","Amh","Amhr2","AMH_AMHR2","ENSMUSG00000035262","ENSMUSG00000023047"
"59","Amh","Egfr","AMH_EGFR","ENSMUSG00000035262","ENSMUSG00000020122"
"60","Angpt1","Itga5","ANGPT1_ITGA5","ENSMUSG00000022309","ENSMUSG00000000555"
"61","Angpt1","Itgb1","ANGPT1_ITGB1","ENSMUSG00000022309","ENSMUSG00000025809"
"62","Angpt1","Tek","ANGPT1_TEK","ENSMUSG00000022309","ENSMUSG00000006386"
"63","Angpt1","Tie1","ANGPT1_TIE1","ENSMUSG00000022309","ENSMUSG00000033191"
"64","Angpt2","Tek","ANGPT2_TEK","ENSMUSG00000031465","ENSMUSG00000006386"
"65","Angpt2","Tie1","ANGPT2_TIE1","ENSMUSG00000031465","ENSMUSG00000033191"
"66","Angpt4","Tek","ANGPT4_TEK","ENSMUSG00000027460","ENSMUSG00000006386"
"67","Angpt4","Tie1","ANGPT4_TIE1","ENSMUSG00000027460","ENSMUSG00000033191"
"68","Angptl1","Tek","ANGPTL1_TEK","ENSMUSG00000033544","ENSMUSG00000006386"
"69","Angptl2","Tie1","ANGPTL2_TIE1","ENSMUSG00000004105","ENSMUSG00000033191"
"70","Angptl3","Itga5","ANGPTL3_ITGA5","ENSMUSG00000028553","ENSMUSG00000000555"
"71","Angptl3","Itgav","ANGPTL3_ITGAV","ENSMUSG00000028553","ENSMUSG00000027087"
"72","Angptl3","Itgb3","ANGPTL3_ITGB3","ENSMUSG00000028553","ENSMUSG00000020689"
"73","Angptl4","Tie1","ANGPTL4_TIE1","ENSMUSG00000002289","ENSMUSG00000033191"
"74","Anxa1","Dysf","ANXA1_DYSF","ENSMUSG00000024659","ENSMUSG00000033788"
"75","Anxa1","Egfr","ANXA1_EGFR","ENSMUSG00000024659","ENSMUSG00000020122"
"76","Anxa1","Fpr1","ANXA1_FPR1","ENSMUSG00000024659","ENSMUSG00000045551"
"77","Apln","Aplnr","APLN_APLNR","ENSMUSG00000037010","ENSMUSG00000044338"
"78","Apob","Calcr","APOB_CALCR","ENSMUSG00000020609","ENSMUSG00000023964"
"79","Apob","Itgam","APOB_ITGAM","ENSMUSG00000020609","ENSMUSG00000030786"
"80","Apob","Itgb2","APOB_ITGB2","ENSMUSG00000020609","ENSMUSG00000000290"
"81","Apob","Ldlr","APOB_LDLR","ENSMUSG00000020609","ENSMUSG00000032193"
"82","Apob","Lrp2","APOB_LRP2","ENSMUSG00000020609","ENSMUSG00000027070"
"83","Apob","Lrp6","APOB_LRP6","ENSMUSG00000020609","ENSMUSG00000030201"
"84","Apob","Lrp8","APOB_LRP8","ENSMUSG00000020609","ENSMUSG00000028613"
"85","Apob","Lsr","APOB_LSR","ENSMUSG00000020609","ENSMUSG00000001247"
"86","Apob","Olr1","APOB_OLR1","ENSMUSG00000020609","ENSMUSG00000030162"
"87","Apoc3","Sdc2","APOC3_SDC2","ENSMUSG00000032081","ENSMUSG00000022261"
"88","Apoc3","Tlr2","APOC3_TLR2","ENSMUSG00000032081","ENSMUSG00000027995"
"89","Apod","Lepr","APOD_LEPR","ENSMUSG00000022548","ENSMUSG00000057722"
"90","Apoe","Chrna4","APOE_CHRNA4","ENSMUSG00000002985","ENSMUSG00000027577"
"91","Apoe","Ldlr","APOE_LDLR","ENSMUSG00000002985","ENSMUSG00000032193"
"92","Apoe","Lrp1","APOE_LRP1","ENSMUSG00000002985","ENSMUSG00000040249"
"93","Apoe","Lrp2","APOE_LRP2","ENSMUSG00000002985","ENSMUSG00000027070"
"94","Apoe","Lrp5","APOE_LRP5","ENSMUSG00000002985","ENSMUSG00000024913"
"95","Apoe","Lrp8","APOE_LRP8","ENSMUSG00000002985","ENSMUSG00000028613"
"96","Apoe","Scarb1","APOE_SCARB1","ENSMUSG00000002985","ENSMUSG00000037936"
"97","Apoe","Sorl1","APOE_SORL1","ENSMUSG00000002985","ENSMUSG00000049313"
"98","Apoe","Vldlr","APOE_VLDLR","ENSMUSG00000002985","ENSMUSG00000024924"
"99","App","Cav1","APP_CAV1","ENSMUSG00000022892","ENSMUSG00000007655"
"100","App","Cd74","APP_CD74","ENSMUSG00000022892","ENSMUSG00000024610"
"101","App","Gpc1","APP_GPC1","ENSMUSG00000022892","ENSMUSG00000034220"
"102","App","Lrp1","APP_LRP1","ENSMUSG00000022892","ENSMUSG00000040249"
"103","App","Ncstn","APP_NCSTN","ENSMUSG00000022892","ENSMUSG00000003458"
"104","App","Ngfr","APP_NGFR","ENSMUSG00000022892","ENSMUSG00000000120"
"105","App","Slc45a3","APP_SLC45A3","ENSMUSG00000022892","ENSMUSG00000026435"
"106","App","Tnfrsf21","APP_TNFRSF21","ENSMUSG00000022892","ENSMUSG00000023915"
"107","Areg","Egfr","AREG_EGFR","ENSMUSG00000029378","ENSMUSG00000020122"
"108","Areg","Erbb3","AREG_ERBB3","ENSMUSG00000029378","ENSMUSG00000018166"
"109","Arf1","Chrm3","ARF1_CHRM3","ENSMUSG00000048076","ENSMUSG00000046159"
"110","Arf1","Insr","ARF1_INSR","ENSMUSG00000048076","ENSMUSG00000005534"
"111","Arf1","Pld2","ARF1_PLD2","ENSMUSG00000048076","ENSMUSG00000020828"
"112","Artn","Gfra1","ARTN_GFRA1","ENSMUSG00000028539","ENSMUSG00000025089"
"113","Artn","Gfra3","ARTN_GFRA3","ENSMUSG00000028539","ENSMUSG00000024366"
"114","Artn","Ret","ARTN_RET","ENSMUSG00000028539","ENSMUSG00000030110"
"115","a","Atrn","ASIP_ATRN","ENSMUSG00000027596","ENSMUSG00000027312"
"116","a","F11r","ASIP_F11R","ENSMUSG00000027596","ENSMUSG00000038235"
"117","a","Mc2r","ASIP_MC2R","ENSMUSG00000027596","ENSMUSG00000045569"
"118","a","Mc3r","ASIP_MC3R","ENSMUSG00000027596","ENSMUSG00000038537"
"119","a","Mc4r","ASIP_MC4R","ENSMUSG00000027596","ENSMUSG00000047259"
"120","a","Mc5r","ASIP_MC5R","ENSMUSG00000027596","ENSMUSG00000007480"
"121","Avp","Avpr1a","AVP_AVPR1A","ENSMUSG00000037727","ENSMUSG00000020123"
"122","Avp","Avpr1b","AVP_AVPR1B","ENSMUSG00000037727","ENSMUSG00000026432"
"123","Avp","Avpr2","AVP_AVPR2","ENSMUSG00000037727","ENSMUSG00000031390"
"124","Avp","Oxtr","AVP_OXTR","ENSMUSG00000037727","ENSMUSG00000049112"
"125","Azgp1","Itgav","AZGP1_ITGAV","ENSMUSG00000037053","ENSMUSG00000027087"
"126","B2m","Cd247","B2M_CD247","ENSMUSG00000060802","ENSMUSG00000005763"
"127","B2m","Cd3d","B2M_CD3D","ENSMUSG00000060802","ENSMUSG00000032094"
"128","B2m","Cd3g","B2M_CD3G","ENSMUSG00000060802","ENSMUSG00000002033"
"129","B2m","Hfe","B2M_HFE","ENSMUSG00000060802","ENSMUSG00000006611"
"130","B2m","Klrd1","B2M_KLRD1","ENSMUSG00000060802","ENSMUSG00000030165"
"131","B2m","Tfrc","B2M_TFRC","ENSMUSG00000060802","ENSMUSG00000022797"
"132","Bcan","Egfr","BCAN_EGFR","ENSMUSG00000004892","ENSMUSG00000020122"
"133","Bcan","Nrcam","BCAN_NRCAM","ENSMUSG00000004892","ENSMUSG00000020598"
"134","Bdnf","Ddr1","BDNF_DDR1","ENSMUSG00000048482","ENSMUSG00000003534"
"135","Bdnf","Drd4","BDNF_DRD4","ENSMUSG00000048482","ENSMUSG00000025496"
"136","Bdnf","Ngfr","BDNF_NGFR","ENSMUSG00000048482","ENSMUSG00000000120"
"137","Bdnf","Ntrk2","BDNF_NTRK2","ENSMUSG00000048482","ENSMUSG00000055254"
"138","Bdnf","Sort1","BDNF_SORT1","ENSMUSG00000048482","ENSMUSG00000068747"
"139","Bgn","Ly96","BGN_LY96","ENSMUSG00000031375","ENSMUSG00000025779"
"140","Bgn","Tlr1","BGN_TLR1","ENSMUSG00000031375","ENSMUSG00000044827"
"141","Bgn","Tlr2","BGN_TLR2","ENSMUSG00000031375","ENSMUSG00000027995"
"142","Bgn","Tlr4","BGN_TLR4","ENSMUSG00000031375","ENSMUSG00000039005"
"143","Bmp10","Acvr1","BMP10_ACVR1","ENSMUSG00000030046","ENSMUSG00000026836"
"144","Bmp10","Acvr2a","BMP10_ACVR2A","ENSMUSG00000030046","ENSMUSG00000052155"
"145","Bmp10","Acvr2b","BMP10_ACVR2B","ENSMUSG00000030046","ENSMUSG00000061393"
"146","Bmp10","Acvrl1","BMP10_ACVRL1","ENSMUSG00000030046","ENSMUSG00000000530"
"147","Bmp10","Bmpr1a","BMP10_BMPR1A","ENSMUSG00000030046","ENSMUSG00000021796"
"148","Bmp10","Bmpr1b","BMP10_BMPR1B","ENSMUSG00000030046","ENSMUSG00000052430"
"149","Bmp10","Bmpr2","BMP10_BMPR2","ENSMUSG00000030046","ENSMUSG00000067336"
"150","Bmp10","Eng","BMP10_ENG","ENSMUSG00000030046","ENSMUSG00000026814"
"151","Bmp15","Acvr1","BMP15_ACVR1","ENSMUSG00000023279","ENSMUSG00000026836"
"152","Bmp15","Acvr2a","BMP15_ACVR2A","ENSMUSG00000023279","ENSMUSG00000052155"
"153","Bmp15","Acvr2b","BMP15_ACVR2B","ENSMUSG00000023279","ENSMUSG00000061393"
"154","Bmp15","Bmpr1a","BMP15_BMPR1A","ENSMUSG00000023279","ENSMUSG00000021796"
"155","Bmp15","Bmpr1b","BMP15_BMPR1B","ENSMUSG00000023279","ENSMUSG00000052430"
"156","Bmp15","Bmpr2","BMP15_BMPR2","ENSMUSG00000023279","ENSMUSG00000067336"
"157","Bmp2","Acvr1","BMP2_ACVR1","ENSMUSG00000027358","ENSMUSG00000026836"
"158","Bmp2","Acvr2a","BMP2_ACVR2A","ENSMUSG00000027358","ENSMUSG00000052155"
"159","Bmp2","Acvr2b","BMP2_ACVR2B","ENSMUSG00000027358","ENSMUSG00000061393"
"160","Bmp2","Bmpr1a","BMP2_BMPR1A","ENSMUSG00000027358","ENSMUSG00000021796"
"161","Bmp2","Bmpr1b","BMP2_BMPR1B","ENSMUSG00000027358","ENSMUSG00000052430"
"162","Bmp2","Bmpr2","BMP2_BMPR2","ENSMUSG00000027358","ENSMUSG00000067336"
"163","Bmp2","Eng","BMP2_ENG","ENSMUSG00000027358","ENSMUSG00000026814"
"164","Bmp2","Hfe2","BMP2_HFE2","ENSMUSG00000027358","ENSMUSG00000038403"
"165","Bmp3","Acvr1","BMP3_ACVR1","ENSMUSG00000029335","ENSMUSG00000026836"
"166","Bmp3","Acvr2a","BMP3_ACVR2A","ENSMUSG00000029335","ENSMUSG00000052155"
"167","Bmp3","Acvr2b","BMP3_ACVR2B","ENSMUSG00000029335","ENSMUSG00000061393"
"168","Bmp3","Bmpr1a","BMP3_BMPR1A","ENSMUSG00000029335","ENSMUSG00000021796"
"169","Bmp3","Bmpr1b","BMP3_BMPR1B","ENSMUSG00000029335","ENSMUSG00000052430"
"170","Bmp3","Bmpr2","BMP3_BMPR2","ENSMUSG00000029335","ENSMUSG00000067336"
"171","Bmp4","Acvr1","BMP4_ACVR1","ENSMUSG00000021835","ENSMUSG00000026836"
"172","Bmp4","Acvr2a","BMP4_ACVR2A","ENSMUSG00000021835","ENSMUSG00000052155"
"173","Bmp4","Acvr2b","BMP4_ACVR2B","ENSMUSG00000021835","ENSMUSG00000061393"
"174","Bmp4","Bmpr1a","BMP4_BMPR1A","ENSMUSG00000021835","ENSMUSG00000021796"
"175","Bmp4","Bmpr1b","BMP4_BMPR1B","ENSMUSG00000021835","ENSMUSG00000052430"
"176","Bmp4","Bmpr2","BMP4_BMPR2","ENSMUSG00000021835","ENSMUSG00000067336"
"177","Bmp4","Hfe2","BMP4_HFE2","ENSMUSG00000021835","ENSMUSG00000038403"
"178","Bmp5","Acvr1","BMP5_ACVR1","ENSMUSG00000032179","ENSMUSG00000026836"
"179","Bmp5","Acvr2a","BMP5_ACVR2A","ENSMUSG00000032179","ENSMUSG00000052155"
"180","Bmp5","Acvr2b","BMP5_ACVR2B","ENSMUSG00000032179","ENSMUSG00000061393"
"181","Bmp5","Bmpr1a","BMP5_BMPR1A","ENSMUSG00000032179","ENSMUSG00000021796"
"182","Bmp5","Bmpr1b","BMP5_BMPR1B","ENSMUSG00000032179","ENSMUSG00000052430"
"183","Bmp5","Bmpr2","BMP5_BMPR2","ENSMUSG00000032179","ENSMUSG00000067336"
"184","Bmp5","Hfe2","BMP5_HFE2","ENSMUSG00000032179","ENSMUSG00000038403"
"185","Bmp6","Acvr1","BMP6_ACVR1","ENSMUSG00000039004","ENSMUSG00000026836"
"186","Bmp6","Acvr2a","BMP6_ACVR2A","ENSMUSG00000039004","ENSMUSG00000052155"
"187","Bmp6","Acvr2b","BMP6_ACVR2B","ENSMUSG00000039004","ENSMUSG00000061393"
"188","Bmp6","Bmpr1a","BMP6_BMPR1A","ENSMUSG00000039004","ENSMUSG00000021796"
"189","Bmp6","Bmpr1b","BMP6_BMPR1B","ENSMUSG00000039004","ENSMUSG00000052430"
"190","Bmp6","Bmpr2","BMP6_BMPR2","ENSMUSG00000039004","ENSMUSG00000067336"
"191","Bmp7","Acvr1","BMP7_ACVR1","ENSMUSG00000008999","ENSMUSG00000026836"
"192","Bmp7","Acvr2a","BMP7_ACVR2A","ENSMUSG00000008999","ENSMUSG00000052155"
"193","Bmp7","Acvr2b","BMP7_ACVR2B","ENSMUSG00000008999","ENSMUSG00000061393"
"194","Bmp7","Bmpr1a","BMP7_BMPR1A","ENSMUSG00000008999","ENSMUSG00000021796"
"195","Bmp7","Bmpr1b","BMP7_BMPR1B","ENSMUSG00000008999","ENSMUSG00000052430"
"196","Bmp7","Bmpr2","BMP7_BMPR2","ENSMUSG00000008999","ENSMUSG00000067336"
"197","Bmp7","Eng","BMP7_ENG","ENSMUSG00000008999","ENSMUSG00000026814"
"198","Bst1","Cav1","BST1_CAV1","ENSMUSG00000029082","ENSMUSG00000007655"
"199","Btc","Egfr","BTC_EGFR","ENSMUSG00000082361","ENSMUSG00000020122"
"200","Btc","Erbb2","BTC_ERBB2","ENSMUSG00000082361","ENSMUSG00000062312"
"201","Btc","Erbb3","BTC_ERBB3","ENSMUSG00000082361","ENSMUSG00000018166"
"202","Btc","Erbb4","BTC_ERBB4","ENSMUSG00000082361","ENSMUSG00000062209"
"203","Btla","Cd247","BTLA_CD247","ENSMUSG00000052013","ENSMUSG00000005763"
"204","Btla","Cd79a","BTLA_CD79A","ENSMUSG00000052013","ENSMUSG00000003379"
"205","Btla","Tnfrsf14","BTLA_TNFRSF14","ENSMUSG00000052013","ENSMUSG00000042333"
"206","Btla","Vtcn1","BTLA_VTCN1","ENSMUSG00000052013","ENSMUSG00000051076"
"207","BC055324","Plscr4","C1orf112_PLSCR4","ENSMUSG00000041406","ENSMUSG00000032377"
"208","1700013F07Rik","Plscr4","C1orf194_PLSCR4","ENSMUSG00000027886","ENSMUSG00000032377"
"209","C1qa","Cd93","C1QA_CD93","ENSMUSG00000036887","ENSMUSG00000027435"
"210","C1qa","Cr1l","C1QA_CR1","ENSMUSG00000036887","ENSMUSG00000016481"
"211","C1qa","Cspg4","C1QA_CSPG4","ENSMUSG00000036887","ENSMUSG00000032911"
"212","C1qb","Lrp1","C1QB_LRP1","ENSMUSG00000036905","ENSMUSG00000040249"
"213","C1qtnf1","Avpr2","C1QTNF1_AVPR2","ENSMUSG00000017446","ENSMUSG00000031390"
"214","C1qtnf5","Mfrp","C1QTNF5_MFRP","ENSMUSG00000079592","ENSMUSG00000034739"
"215","C3","C3ar1","C3_C3AR1","ENSMUSG00000024164","ENSMUSG00000040552"
"216","C3","C5ar2","C3_C5AR2","ENSMUSG00000024164","ENSMUSG00000074361"
"217","C3","Cd19","C3_CD19","ENSMUSG00000024164","ENSMUSG00000030724"
"218","C3","Cd46","C3_CD46","ENSMUSG00000024164","ENSMUSG00000016493"
"219","C3","Cd81","C3_CD81","ENSMUSG00000024164","ENSMUSG00000037706"
"220","C3","Cr1l","C3_CR1","ENSMUSG00000024164","ENSMUSG00000016481"
"221","C3","Itgam","C3_ITGAM","ENSMUSG00000024164","ENSMUSG00000030786"
"222","C3","Itgb2","C3_ITGB2","ENSMUSG00000024164","ENSMUSG00000000290"
"223","C3","Lrp1","C3_LRP1","ENSMUSG00000024164","ENSMUSG00000040249"
"224","C4bp","Bmpr2","C4BPA_BMPR2","ENSMUSG00000026405","ENSMUSG00000067336"
"225","C4bp","Cd40","C4BPA_CD40","ENSMUSG00000026405","ENSMUSG00000017652"
"226","C4bp","Lrp1","C4BPA_LRP1","ENSMUSG00000026405","ENSMUSG00000040249"
"227","Hc","C5ar1","C5_C5AR1","ENSMUSG00000026874","ENSMUSG00000049130"
"228","Hc","C5ar2","C5_C5AR2","ENSMUSG00000026874","ENSMUSG00000074361"
"229","2300002M23Rik","Ddr1","C6orf15_DDR1","ENSMUSG00000039269","ENSMUSG00000003534"
"230","Calca","Calcr","CALCA_CALCR","ENSMUSG00000030669","ENSMUSG00000023964"
"231","Calca","Calcrl","CALCA_CALCRL","ENSMUSG00000030669","ENSMUSG00000059588"
"232","Calca","Ramp1","CALCA_RAMP1","ENSMUSG00000030669","ENSMUSG00000034353"
"233","Calca","Ramp2","CALCA_RAMP2","ENSMUSG00000030669","ENSMUSG00000001240"
"234","Calcb","Calcr","CALCB_CALCR","ENSMUSG00000030666","ENSMUSG00000023964"
"235","Calcb","Calcrl","CALCB_CALCRL","ENSMUSG00000030666","ENSMUSG00000059588"
"236","Calcb","Ramp1","CALCB_RAMP1","ENSMUSG00000030666","ENSMUSG00000034353"
"237","Calr","Itga2b","CALR_ITGA2B","ENSMUSG00000003814","ENSMUSG00000034664"
"238","Calr","Itga3","CALR_ITGA3","ENSMUSG00000003814","ENSMUSG00000001507"
"239","Calr","Itgav","CALR_ITGAV","ENSMUSG00000003814","ENSMUSG00000027087"
"240","Calr","Lrp1","CALR_LRP1","ENSMUSG00000003814","ENSMUSG00000040249"
"241","Calr","Mtnr1a","CALR_MTNR1A","ENSMUSG00000003814","ENSMUSG00000054764"
"242","Calr","Scarf1","CALR_SCARF1","ENSMUSG00000003814","ENSMUSG00000038188"
"243","Calr","Tshr","CALR_TSHR","ENSMUSG00000003814","ENSMUSG00000020963"
"244","Camp","Egfr","CAMP_EGFR","ENSMUSG00000038357","ENSMUSG00000020122"
"245","Camp","Igf1r","CAMP_IGF1R","ENSMUSG00000038357","ENSMUSG00000005533"
"246","Camp","P2rx7","CAMP_P2RX7","ENSMUSG00000038357","ENSMUSG00000029468"
"247","Cck","Cckar","CCK_CCKAR","ENSMUSG00000032532","ENSMUSG00000029193"
"248","Cck","Cckbr","CCK_CCKBR","ENSMUSG00000032532","ENSMUSG00000030898"
"249","Ccl1","Ccr8","CCL1_CCR8","ENSMUSG00000020702","ENSMUSG00000042262"
"250","Ccl11","Ackr2","CCL11_ACKR2","ENSMUSG00000020676","ENSMUSG00000044534"
"251","Ccl11","Ackr4","CCL11_ACKR4","ENSMUSG00000020676","ENSMUSG00000079355"
"252","Ccl11","Ccr3","CCL11_CCR3","ENSMUSG00000020676","ENSMUSG00000035448"
"253","Ccl11","Cxcr3","CCL11_CXCR3","ENSMUSG00000020676","ENSMUSG00000050232"
"254","Ccl17","Ccr4","CCL17_CCR4","ENSMUSG00000031780","ENSMUSG00000047898"
"255","Ccl17","Ccr8","CCL17_CCR8","ENSMUSG00000031780","ENSMUSG00000042262"
"256","Ccl2","Ackr2","CCL2_ACKR2","ENSMUSG00000035385","ENSMUSG00000044534"
"257","Ccl2","Ackr4","CCL2_ACKR4","ENSMUSG00000035385","ENSMUSG00000079355"
"258","Ccl2","Ccr10","CCL2_CCR10","ENSMUSG00000035385","ENSMUSG00000044052"
"259","Ccl2","Ccr3","CCL2_CCR3","ENSMUSG00000035385","ENSMUSG00000035448"
"260","Ccl2","Ccr4","CCL2_CCR4","ENSMUSG00000035385","ENSMUSG00000047898"
"261","Ccl20","Ccr6","CCL20_CCR6","ENSMUSG00000026166","ENSMUSG00000040899"
"262","Ccl20","Cxcr3","CCL20_CXCR3","ENSMUSG00000026166","ENSMUSG00000050232"
"263","Ccl22","Ccr4","CCL22_CCR4","ENSMUSG00000031779","ENSMUSG00000047898"
"264","Ccl24","Ccr3","CCL24_CCR3","ENSMUSG00000004814","ENSMUSG00000035448"
"265","Ccl25","Ackr2","CCL25_ACKR2","ENSMUSG00000023235","ENSMUSG00000044534"
"266","Ccl25","Ackr4","CCL25_ACKR4","ENSMUSG00000023235","ENSMUSG00000079355"
"267","Ccl25","Ccr10","CCL25_CCR10","ENSMUSG00000023235","ENSMUSG00000044052"
"268","Ccl25","Ccr9","CCL25_CCR9","ENSMUSG00000023235","ENSMUSG00000029530"
"269","Ccl26","Ccr3","CCL26_CCR3","ENSMUSG00000070464","ENSMUSG00000035448"
"270","Ccl28","Ackr2","CCL28_ACKR2","ENSMUSG00000074715","ENSMUSG00000044534"
"271","Ccl28","Ccr10","CCL28_CCR10","ENSMUSG00000074715","ENSMUSG00000044052"
"272","Ccl28","Ccr3","CCL28_CCR3","ENSMUSG00000074715","ENSMUSG00000035448"
"273","Ccl4","Ackr2","CCL4_ACKR2","ENSMUSG00000018930","ENSMUSG00000044534"
"274","Ccl4","Ccr3","CCL4_CCR3","ENSMUSG00000018930","ENSMUSG00000035448"
"275","Ccl4","Ccr8","CCL4_CCR8","ENSMUSG00000018930","ENSMUSG00000042262"
"276","Ccl5","Ackr2","CCL5_ACKR2","ENSMUSG00000035042","ENSMUSG00000044534"
"277","Ccl5","Ackr4","CCL5_ACKR4","ENSMUSG00000035042","ENSMUSG00000079355"
"278","Ccl5","Ccr3","CCL5_CCR3","ENSMUSG00000035042","ENSMUSG00000035448"
"279","Ccl5","Ccr4","CCL5_CCR4","ENSMUSG00000035042","ENSMUSG00000047898"
"280","Ccl5","Cxcr3","CCL5_CXCR3","ENSMUSG00000035042","ENSMUSG00000050232"
"281","Ccl5","Gpr75","CCL5_GPR75","ENSMUSG00000035042","ENSMUSG00000043999"
