"","receptor","tf"
"3758","Gabbr1","Mapk1"
"3759","Gabbr1","Mapk10"
"3760","Gabbr1","Mapk3"
"3761","Gabbr1","Mapk8"
"3762","Gabbr1","Mapk9"
"3763","Gabbr1","Nfatc1"
"3764","Gabbr1","Nfkb1"
"3765","Gabbr1","Ppara"
"3766","Gabbr1","Rapgef3"
"3767","Gabbr1","Rela"
"3768","Gabbr1","Grin1"
"3769","Gabbr1","Nfkbia"
"3770","Gabbr1","Raf1"
"3771","Gabbr1","Sox9"
"3772","Ccr8","Akt1"
"3773","Ccr8","Foxo3"
"3774","Ccr8","Mapk1"
"3775","Ccr8","Mapk3"
"3776","Ccr8","Nfkb1"
"3777","Ccr8","Rela"
"3778","Ccr8","Sos1"
"3779","Ccr8","Sos2"
"3780","Ccr8","Stat1"
"3781","Ccr8","Stat2"
"3782","Ccr8","Stat3"
"3783","Ccr8","Stat5b"
"3784","Ccr8","Ikbkb"
"3785","Ccr8","Nfkbia"
"3786","Ccr8","Raf1"
"3787","Ccr8","Ikbkg"
"3788","Ccr8","Nfkbib"
"3789","Ccr2","Akt1"
"3790","Ccr2","Foxo3"
"3791","Ccr2","Mapk1"
"3792","Ccr2","Mapk3"
"3793","Ccr2","Nfkb1"
"3794","Ccr2","Rela"
"3795","Ccr2","Sos1"
"3796","Ccr2","Sos2"
"3797","Ccr2","Stat1"
"3798","Ccr2","Stat2"
"3799","Ccr2","Stat3"
"3800","Ccr2","Stat5b"
"3801","Ccr2","Ikbkb"
"3802","Ccr2","Nfkbia"
"3803","Ccr2","Raf1"
"3804","Ccr2","Ikbkg"
"3805","Ccr2","Nfkbib"
"3806","Ccr3","Akt1"
"3807","Ccr3","Foxo3"
"3808","Ccr3","Mapk1"
"3809","Ccr3","Mapk3"
"3810","Ccr3","Nfkb1"
"3811","Ccr3","Rela"
"3812","Ccr3","Sos1"
"3813","Ccr3","Sos2"
"3814","Ccr3","Stat1"
"3815","Ccr3","Stat2"
"3816","Ccr3","Stat3"
"3817","Ccr3","Stat5b"
"3818","Ccr3","Ikbkb"
"3819","Ccr3","Nfkbia"
"3820","Ccr3","Raf1"
"3821","Ccr3","Ikbkg"
"3822","Ccr3","Nfkbib"
"3823","Ccr5","Akt1"
"3824","Ccr5","Foxo3"
"3825","Ccr5","Mapk1"
"3826","Ccr5","Mapk3"
"3827","Ccr5","Nfkb1"
"3828","Ccr5","Rela"
"3829","Ccr5","Sos1"
"3830","Ccr5","Sos2"
"3831","Ccr5","Stat1"
"3832","Ccr5","Stat2"
"3833","Ccr5","Stat3"
"3834","Ccr5","Stat5b"
"3835","Ccr5","Ikbkb"
"3836","Ccr5","Nfkbia"
"3837","Ccr5","Raf1"
"3838","Ccr5","Ikbkg"
"3839","Ccr5","Nfkbib"
"3840","Cxcr3","Akt1"
"3841","Cxcr3","Foxo3"
"3842","Cxcr3","Mapk1"
"3843","Cxcr3","Mapk3"
"3844","Cxcr3","Nfkb1"
"3845","Cxcr3","Rela"
"3846","Cxcr3","Sos1"
"3847","Cxcr3","Sos2"
"3848","Cxcr3","Stat1"
"3849","Cxcr3","Stat2"
"3850","Cxcr3","Stat3"
"3851","Cxcr3","Stat5b"
"3852","Cxcr3","Ikbkb"
"3853","Cxcr3","Nfkbia"
"3854","Cxcr3","Raf1"
"3855","Cxcr3","Ikbkg"
"3856","Cxcr3","Nfkbib"
"3857","Ccr10","Akt1"
"3858","Ccr10","Foxo3"
"3859","Ccr10","Mapk1"
"3860","Ccr10","Mapk3"
"3861","Ccr10","Nfkb1"
"3862","Ccr10","Rela"
"3863","Ccr10","Sos1"
"3864","Ccr10","Sos2"
"3865","Ccr10","Stat1"
"3866","Ccr10","Stat2"
"3867","Ccr10","Stat3"
"3868","Ccr10","Stat5b"
"3869","Ccr10","Ikbkb"
"3870","Ccr10","Nfkbia"
"3871","Ccr10","Raf1"
"3872","Ccr10","Ikbkg"
"3873","Ccr10","Nfkbib"
"3874","Ccr7","Akt1"
"3875","Ccr7","Foxo3"
"3876","Ccr7","Mapk1"
"3877","Ccr7","Mapk3"
"3878","Ccr7","Nfkb1"
"3879","Ccr7","Rela"
"3880","Ccr7","Sos1"
"3881","Ccr7","Sos2"
"3882","Ccr7","Stat1"
"3883","Ccr7","Stat2"
"3884","Ccr7","Stat3"
"3885","Ccr7","Stat5b"
"3886","Ccr7","Ikbkb"
"3887","Ccr7","Nfkbia"
"3888","Ccr7","Raf1"
"3889","Ccr7","Ikbkg"
"3890","Ccr7","Nfkbib"
"3891","Ccr1","Akt1"
"3892","Ccr1","Foxo3"
"3893","Ccr1","Mapk1"
"3894","Ccr1","Mapk3"
"3895","Ccr1","Nfkb1"
"3896","Ccr1","Rela"
"3897","Ccr1","Sos1"
"3898","Ccr1","Sos2"
"3899","Ccr1","Stat1"
"3900","Ccr1","Stat2"
"3901","Ccr1","Stat3"
"3902","Ccr1","Stat5b"
"3903","Ccr1","Ikbkb"
"3904","Ccr1","Nfkbia"
"3905","Ccr1","Raf1"
"3906","Ccr1","Ikbkg"
"3907","Ccr1","Nfkbib"
"3908","Ccr4","Akt1"
"3909","Ccr4","Foxo3"
"3910","Ccr4","Mapk1"
"3911","Ccr4","Mapk3"
"3912","Ccr4","Nfkb1"
"3913","Ccr4","Rela"
"3914","Ccr4","Sos1"
"3915","Ccr4","Sos2"
"3916","Ccr4","Stat1"
"3917","Ccr4","Stat2"
"3918","Ccr4","Stat3"
"3919","Ccr4","Stat5b"
"3920","Ccr4","Ikbkb"
"3921","Ccr4","Nfkbia"
"3922","Ccr4","Raf1"
"3923","Ccr4","Ikbkg"
"3924","Ccr4","Nfkbib"
"3925","Ccr6","Akt1"
"3926","Ccr6","Foxo3"
"3927","Ccr6","Mapk1"
"3928","Ccr6","Mapk3"
"3929","Ccr6","Nfkb1"
"3930","Ccr6","Rela"
"3931","Ccr6","Sos1"
"3932","Ccr6","Sos2"
"3933","Ccr6","Stat1"
"3934","Ccr6","Stat2"
"3935","Ccr6","Stat3"
"3936","Ccr6","Stat5b"
"3937","Ccr6","Ikbkb"
"3938","Ccr6","Nfkbia"
"3939","Ccr6","Raf1"
"3940","Ccr6","Ikbkg"
"3941","Ccr6","Nfkbib"
"3942","Ccr9","Akt1"
"3943","Ccr9","Foxo3"
"3944","Ccr9","Mapk1"
"3945","Ccr9","Mapk3"
"3946","Ccr9","Nfkb1"
"3947","Ccr9","Rela"
"3948","Ccr9","Sos1"
"3949","Ccr9","Sos2"
"3950","Ccr9","Stat1"
"3951","Ccr9","Stat2"
"3952","Ccr9","Stat3"
"3953","Ccr9","Stat5b"
"3954","Ccr9","Ikbkb"
"3955","Ccr9","Nfkbia"
"3956","Ccr9","Raf1"
"3957","Ccr9","Ikbkg"
"3958","Ccr9","Nfkbib"
"3959","Cxcr4","Akt1"
"3960","Cxcr4","Foxo3"
"3961","Cxcr4","Mapk1"
"3962","Cxcr4","Mapk3"
"3963","Cxcr4","Nfkb1"
"3964","Cxcr4","Rela"
"3965","Cxcr4","Sos1"
"3966","Cxcr4","Sos2"
"3967","Cxcr4","Stat1"
"3968","Cxcr4","Stat2"
"3969","Cxcr4","Stat3"
"3970","Cxcr4","Stat5b"
"3971","Cxcr4","Ikbkb"
"3972","Cxcr4","Nfkbia"
"3973","Cxcr4","Raf1"
"3974","Cxcr4","Ikbkg"
"3975","Cxcr4","Nfkbib"
"3976","Cx3cr1","Akt1"
"3977","Cx3cr1","Foxo3"
"3978","Cx3cr1","Mapk1"
"3979","Cx3cr1","Mapk3"
"3980","Cx3cr1","Nfkb1"
"3981","Cx3cr1","Rela"
"3982","Cx3cr1","Sos1"
"3983","Cx3cr1","Sos2"
"3984","Cx3cr1","Stat1"
"3985","Cx3cr1","Stat2"
"3986","Cx3cr1","Stat3"
"3987","Cx3cr1","Stat5b"
"3988","Cx3cr1","Ikbkb"
"3989","Cx3cr1","Nfkbia"
"3990","Cx3cr1","Raf1"
"3991","Cx3cr1","Ikbkg"
"3992","Cx3cr1","Nfkbib"
"3993","Cxcr1","Akt1"
"3994","Cxcr1","Foxo3"
"3995","Cxcr1","Mapk1"
"3996","Cxcr1","Mapk3"
"3997","Cxcr1","Nfkb1"
"3998","Cxcr1","Rela"
"3999","Cxcr1","Sos1"
"4000","Cxcr1","Sos2"
"4001","Cxcr1","Stat1"
"4002","Cxcr1","Stat2"
"4003","Cxcr1","Stat3"
"4004","Cxcr1","Stat5b"
"4005","Cxcr1","Ikbkb"
"4006","Cxcr1","Nfkbia"
"4007","Cxcr1","Raf1"
"4008","Cxcr1","Ikbkg"
"4009","Cxcr1","Nfkbib"
"4010","Cxcr2","Akt1"
"4011","Cxcr2","Foxo3"
"4012","Cxcr2","Mapk1"
"4013","Cxcr2","Mapk3"
"4014","Cxcr2","Nfkb1"
"4015","Cxcr2","Rela"
"4016","Cxcr2","Sos1"
"4017","Cxcr2","Sos2"
"4018","Cxcr2","Stat1"
"4019","Cxcr2","Stat2"
"4020","Cxcr2","Stat3"
"4021","Cxcr2","Stat5b"
"4022","Cxcr2","Ikbkb"
"4023","Cxcr2","Nfkbia"
"4024","Cxcr2","Raf1"
"4025","Cxcr2","Ikbkg"
"4026","Cxcr2","Nfkbib"
"4027","Cxcr5","Akt1"
"4028","Cxcr5","Foxo3"
"4029","Cxcr5","Mapk1"
"4030","Cxcr5","Mapk3"
"4031","Cxcr5","Nfkb1"
"4032","Cxcr5","Rela"
"4033","Cxcr5","Sos1"
"4034","Cxcr5","Sos2"
"4035","Cxcr5","Stat1"
"4036","Cxcr5","Stat2"
"4037","Cxcr5","Stat3"
"4038","Cxcr5","Stat5b"
"4039","Cxcr5","Ikbkb"
"4040","Cxcr5","Nfkbia"
"4041","Cxcr5","Raf1"
"4042","Cxcr5","Ikbkg"
"4043","Cxcr5","Nfkbib"
"4044","Cxcr6","Akt1"
"4045","Cxcr6","Foxo3"
"4046","Cxcr6","Mapk1"
"4047","Cxcr6","Mapk3"
"4048","Cxcr6","Nfkb1"
"4049","Cxcr6","Rela"
"4050","Cxcr6","Sos1"
"4051","Cxcr6","Sos2"
"4052","Cxcr6","Stat1"
"4053","Cxcr6","Stat2"
"4054","Cxcr6","Stat3"
"4055","Cxcr6","Stat5b"
"4056","Cxcr6","Ikbkb"
"4057","Cxcr6","Nfkbia"
"4058","Cxcr6","Raf1"
"4059","Cxcr6","Ikbkg"
"4060","Cxcr6","Nfkbib"
"4061","Xcr1","Akt1"
"4062","Xcr1","Foxo3"
"4063","Xcr1","Mapk1"
"4064","Xcr1","Mapk3"
"4065","Xcr1","Nfkb1"
"4066","Xcr1","Rela"
"4067","Xcr1","Sos1"
"4068","Xcr1","Sos2"
"4069","Xcr1","Stat1"
"4070","Xcr1","Stat2"
"4071","Xcr1","Stat3"
"4072","Xcr1","Stat5b"
"4073","Xcr1","Ikbkb"
"4074","Xcr1","Nfkbia"
"4075","Xcr1","Raf1"
"4076","Xcr1","Ikbkg"
"4077","Xcr1","Nfkbib"
"4078","Chuk","Nfkbia"
"4079","Chuk","Nfkbib"
"4080","Ikbkb","Nfkbia"
"4081","Ikbkb","Nfkbib"
"4082","Pik3r1","Nfkbia"
"4083","Pik3r1","Nfkbib"
"4084","Src","Foxo3"
"4085","Src","Nfkb1"
"4086","Src","Rela"
"4087","Src","Ikbkb"
"4088","Src","Nfkbia"
"4089","Src","Ikbkg"
"4090","Src","Nfkbib"
"4091","Pik3r2","Nfkbia"
"4092","Pik3r2","Nfkbib"
"4093","Fgr","Akt1"
"4094","Fgr","Foxo3"
"4095","Fgr","Mapk1"
"4096","Fgr","Mapk3"
"4097","Fgr","Nfkb1"
"4098","Fgr","Rela"
"4099","Fgr","Sos1"
"4100","Fgr","Sos2"
"4101","Fgr","Ikbkb"
"4102","Fgr","Nfkbia"
"4103","Fgr","Raf1"
"4104","Fgr","Ikbkg"
"4105","Fgr","Nfkbib"
"4106","Itk","Mapk1"
"4107","Itk","Mapk3"
"4108","Lyn","Akt1"
"4109","Lyn","Foxo3"
"4110","Lyn","Mapk1"
"4111","Lyn","Mapk3"
"4112","Lyn","Nfkb1"
"4113","Lyn","Rela"
"4114","Lyn","Sos1"
"4115","Lyn","Sos2"
"4116","Lyn","Ikbkb"
"4117","Lyn","Nfkbia"
"4118","Lyn","Raf1"
"4119","Lyn","Ikbkg"
"4120","Lyn","Nfkbib"
"4121","Pik3r3","Nfkbia"
"4122","Pik3r3","Nfkbib"
"4123","Ccr1l1","Akt1"
"4124","Ccr1l1","Foxo3"
"4125","Ccr1l1","Mapk1"
"4126","Ccr1l1","Mapk3"
"4127","Ccr1l1","Nfkb1"
"4128","Ccr1l1","Rela"
"4129","Ccr1l1","Sos1"
"4130","Ccr1l1","Sos2"
"4131","Ccr1l1","Stat1"
"4132","Ccr1l1","Stat2"
"4133","Ccr1l1","Stat3"
"4134","Ccr1l1","Stat5b"
"4135","Ccr1l1","Ikbkb"
"4136","Ccr1l1","Nfkbia"
"4137","Ccr1l1","Raf1"
"4138","Ccr1l1","Ikbkg"
"4139","Ccr1l1","Nfkbib"
"4140","Cd74,Cxcr4","Akt1"
"4141","Cd74,Cxcr4","Foxo3"
"4142","Cd74,Cxcr4","Mapk1"
"4143","Cd74,Cxcr4","Mapk3"
"4144","Cd74,Cxcr4","Nfkb1"
"4145","Cd74,Cxcr4","Rela"
"4146","Cd74,Cxcr4","Sos1"
"4147","Cd74,Cxcr4","Sos2"
"4148","Cd74,Cxcr4","Stat1"
"4149","Cd74,Cxcr4","Stat2"
"4150","Cd74,Cxcr4","Stat3"
"4151","Cd74,Cxcr4","Stat5b"
"4152","Cd74,Cxcr4","Ikbkb"
"4153","Cd74,Cxcr4","Nfkbia"
"4154","Cd74,Cxcr4","Raf1"
"4155","Cd74,Cxcr4","Ikbkg"
"4156","Cd74,Cxcr4","Nfkbib"
"4157","Cd74,Cxcr2","Akt1"
"4158","Cd74,Cxcr2","Foxo3"
"4159","Cd74,Cxcr2","Mapk1"
"4160","Cd74,Cxcr2","Mapk3"
"4161","Cd74,Cxcr2","Nfkb1"
"4162","Cd74,Cxcr2","Rela"
"4163","Cd74,Cxcr2","Sos1"
"4164","Cd74,Cxcr2","Sos2"
"4165","Cd74,Cxcr2","Stat1"
"4166","Cd74,Cxcr2","Stat2"
"4167","Cd74,Cxcr2","Stat3"
"4168","Cd74,Cxcr2","Stat5b"
"4169","Cd74,Cxcr2","Ikbkb"
"4170","Cd74,Cxcr2","Nfkbia"
"4171","Cd74,Cxcr2","Raf1"
"4172","Cd74,Cxcr2","Ikbkg"
"4173","Cd74,Cxcr2","Nfkbib"
"4174","Pard3","Mapk1"
"4175","Pard3","Mapk3"
"4176","Tlr4","Myd88"
"4177","Tlr4","Nfkb1"
"4178","Tlr4","Nfkb2"
"4179","Tlr4","Rela"
"4180","Tlr4","Relb"
"4181","Tlr4","Tnf"
"4182","Tlr4","Ikbkb"
"4183","Tlr4","Map3k7"
"4184","Tlr4","Nfkbia"
"4185","Tlr4","Tnfaip3"
"4186","Tlr4","Ikbkg"
"4187","Cd40","Myd88"
"4188","Cd40","Nfkb1"
"4189","Cd40","Nfkb2"
"4190","Cd40","Rela"
"4191","Cd40","Relb"
"4192","Cd40","Tnf"
"4193","Cd40","Ikbkb"
"4194","Cd40","Map3k7"
"4195","Cd40","Nfkbia"
"4196","Cd40","Tnfaip3"
"4197","Cd40","Ikbkg"
"4198","Traf3","Myd88"
"4199","Traf3","Nfkb1"
"4200","Traf3","Nfkb2"
"4201","Traf3","Rela"
"4202","Traf3","Relb"
"4203","Traf3","Tnf"
"4204","Traf3","Ikbkb"
"4205","Traf3","Map3k7"
"4206","Traf3","Nfkbia"
"4207","Traf3","Tnfaip3"
"4208","Traf3","Ikbkg"
"4209","Eda2r","Myd88"
"4210","Eda2r","Nfkb1"
"4211","Eda2r","Nfkb2"
"4212","Eda2r","Rela"
"4213","Eda2r","Relb"
"4214","Eda2r","Tnf"
"4215","Eda2r","Ikbkb"
"4216","Eda2r","Map3k7"
"4217","Eda2r","Nfkbia"
"4218","Eda2r","Tnfaip3"
"4219","Eda2r","Ikbkg"
"4220","Edar","Myd88"
"4221","Edar","Nfkb1"
"4222","Edar","Nfkb2"
"4223","Edar","Rela"
"4224","Edar","Relb"
"4225","Edar","Tnf"
"4226","Edar","Ikbkb"
"4227","Edar","Map3k7"
"4228","Edar","Nfkbia"
"4229","Edar","Tnfaip3"
"4230","Edar","Ikbkg"
"4231","Tnfrsf1a","Myd88"
"4232","Tnfrsf1a","Tnf"
"4233","Tnfrsf1a","Nfkbia"
"4234","Tnfrsf1a","Tnfaip3"
"4235","Traf2","Myd88"
"4236","Traf2","Tnf"
"4237","Traf2","Nfkbia"
"4238","Traf2","Tnfaip3"
"4239","Il1r1","Tnf"
"4240","Il1r1","Nfkbia"
"4241","Il1r1","Tnfaip3"
"4242","Ltbr","Myd88"
"4243","Ltbr","Nfkb1"
"4244","Ltbr","Nfkb2"
"4245","Ltbr","Rela"
"4246","Ltbr","Relb"
"4247","Ltbr","Tnf"
"4248","Ltbr","Ikbkb"
"4249","Ltbr","Map3k7"
"4250","Ltbr","Nfkbia"
"4251","Ltbr","Tnfaip3"
"4252","Ltbr","Ikbkg"
"4253","Tnfrsf11a","Myd88"
"4254","Tnfrsf11a","Nfkb1"
"4255","Tnfrsf11a","Nfkb2"
"4256","Tnfrsf11a","Rela"
"4257","Tnfrsf11a","Relb"
"4258","Tnfrsf11a","Tnf"
"4259","Tnfrsf11a","Ikbkb"
"4260","Tnfrsf11a","Map3k7"
"4261","Tnfrsf11a","Nfkbia"
"4262","Tnfrsf11a","Tnfaip3"
"4263","Tnfrsf11a","Ikbkg"
"4264","Tnfrsf13c","Myd88"
"4265","Tnfrsf13c","Nfkb1"
"4266","Tnfrsf13c","Nfkb2"
"4267","Tnfrsf13c","Rela"
"4268","Tnfrsf13c","Relb"
"4269","Tnfrsf13c","Tnf"
"4270","Tnfrsf13c","Ikbkb"
"4271","Tnfrsf13c","Map3k7"
"4272","Tnfrsf13c","Nfkbia"
"4273","Tnfrsf13c","Tnfaip3"
"4274","Tnfrsf13c","Ikbkg"
"4275","Chuk","Myd88"
"4276","Chuk","Map3k7"
"4277","Chuk","Tnfaip3"
"4278","Ikbkb","Myd88"
"4279","Ikbkb","Map3k7"
"4280","Ikbkb","Tnfaip3"
"4281","Csnk2a1","Myd88"
"4282","Csnk2a1","Nfkb1"
"4283","Csnk2a1","Nfkb2"
"4284","Csnk2a1","Rela"
"4285","Csnk2a1","Relb"
"4286","Csnk2a1","Tnf"
"4287","Csnk2a1","Ikbkb"
"4288","Csnk2a1","Map3k7"
"4289","Csnk2a1","Nfkbia"
"4290","Csnk2a1","Tnfaip3"
"4291","Csnk2a1","Ikbkg"
"4292","Btk","Myd88"
"4293","Btk","Nfkb1"
"4294","Btk","Nfkb2"
"4295","Btk","Rela"
"4296","Btk","Relb"
"4297","Btk","Tnf"
"4298","Btk","Ikbkb"
"4299","Btk","Map3k7"
"4300","Btk","Nfkbia"
"4301","Btk","Tnfaip3"
"4302","Btk","Ikbkg"
"4303","Csnk2a2","Myd88"
"4304","Csnk2a2","Nfkb1"
"4305","Csnk2a2","Nfkb2"
"4306","Csnk2a2","Rela"
"4307","Csnk2a2","Relb"
"4308","Csnk2a2","Tnf"
"4309","Csnk2a2","Ikbkb"
"4310","Csnk2a2","Map3k7"
"4311","Csnk2a2","Nfkbia"
"4312","Csnk2a2","Tnfaip3"
"4313","Csnk2a2","Ikbkg"
"4314","Csnk2b","Myd88"
"4315","Csnk2b","Nfkb1"
"4316","Csnk2b","Nfkb2"
"4317","Csnk2b","Rela"
"4318","Csnk2b","Relb"
"4319","Csnk2b","Tnf"
"4320","Csnk2b","Ikbkb"
"4321","Csnk2b","Map3k7"
"4322","Csnk2b","Nfkbia"
"4323","Csnk2b","Tnfaip3"
"4324","Csnk2b","Ikbkg"
"4325","Il1r1,Il1rap","Tnf"
"4326","Il1r1,Il1rap","Nfkbia"
"4327","Il1r1,Il1rap","Tnfaip3"
"4328","Tradd","Myd88"
"4329","Tradd","Tnf"
"4330","Tradd","Nfkbia"
"4331","Tradd","Tnfaip3"
"4332","Cd14","Myd88"
"4333","Cd14","Tnf"
"4334","Cd14","Nfkbia"
"4335","Cd14","Tlr4"
"4336","Cd14","Tnfaip3"
"4337","Tlr4","Akt1"
"4338","Tlr4","Arnt"
"4339","Tlr4","Crebbp"
"4340","Tlr4","Ep300"
"4341","Tlr4","Hif1a"
"4342","Tlr4","Mapk1"
"4343","Tlr4","Mapk3"
"4344","Tlr4","Edn1"
"4345","Tlr4","Epo"
"4346","Il6ra","Arnt"
"4347","Il6ra","Crebbp"
"4348","Il6ra","Ep300"
"4349","Il6ra","Hif1a"
"4350","Il6ra","Edn1"
"4351","Il6ra","Epo"
"4352","Ifngr1","Akt1"
"4353","Ifngr1","Arnt"
"4354","Ifngr1","Crebbp"
"4355","Ifngr1","Ep300"
"4356","Ifngr1","Hif1a"
"4357","Ifngr1","Mapk1"
"4358","Ifngr1","Mapk3"
"4359","Ifngr1","Nfkb1"
"4360","Ifngr1","Rela"
"4361","Ifngr1","Edn1"
"4362","Ifngr1","Epo"
"4363","Ifngr2","Akt1"
"4364","Ifngr2","Arnt"
"4365","Ifngr2","Crebbp"
"4366","Ifngr2","Ep300"
"4367","Ifngr2","Hif1a"
"4368","Ifngr2","Mapk1"
"4369","Ifngr2","Mapk3"
"4370","Ifngr2","Nfkb1"
"4371","Ifngr2","Rela"
"4372","Ifngr2","Edn1"
"4373","Ifngr2","Epo"
"4374","Ep300","Akt1"
"4375","Ep300","Mapk1"
"4376","Ep300","Mapk3"
"4377","Ep300","Edn1"
"4378","Ep300","Epo"
"4379","Crebbp","Akt1"
"4380","Crebbp","Mapk1"
"4381","Crebbp","Mapk3"
"4382","Crebbp","Edn1"
"4383","Crebbp","Epo"
"4384","Prkca","Arnt"
"4385","Prkca","Crebbp"
"4386","Prkca","Ep300"
"4387","Prkca","Hif1a"
"4388","Prkca","Edn1"
"4389","Prkca","Epo"
"4390","Prkcb","Arnt"
"4391","Prkcb","Crebbp"
"4392","Prkcb","Ep300"
"4393","Prkcb","Hif1a"
"4394","Prkcb","Edn1"
"4395","Prkcb","Epo"
"4396","Prkcg","Arnt"
"4397","Prkcg","Crebbp"
"4398","Prkcg","Ep300"
"4399","Prkcg","Hif1a"
"4400","Prkcg","Edn1"
"4401","Prkcg","Epo"
"4402","Il6ra,Il6st","Arnt"
"4403","Il6ra,Il6st","Crebbp"
"4404","Il6ra,Il6st","Ep300"
"4405","Il6ra,Il6st","Hif1a"
"4406","Il6ra,Il6st","Edn1"
"4407","Il6ra,Il6st","Epo"
"4408","Ifngr1,Ifngr2","Akt1"
"4409","Ifngr1,Ifngr2","Arnt"
"4410","Ifngr1,Ifngr2","Crebbp"
"4411","Ifngr1,Ifngr2","Ep300"
"4412","Ifngr1,Ifngr2","Hif1a"
"4413","Ifngr1,Ifngr2","Mapk1"
"4414","Ifngr1,Ifngr2","Mapk3"
"4415","Ifngr1,Ifngr2","Nfkb1"
"4416","Ifngr1,Ifngr2","Rela"
"4417","Ifngr1,Ifngr2","Edn1"
"4418","Ifngr1,Ifngr2","Epo"
"4419","Insr","Bcl6"
"4420","Insr","Foxo1"
"4421","Insr","Foxo3"
"4422","Insr","Atm"
"4423","Insr","Ccnd1"
"4424","Insr","Klf2"
"4425","Insr","Rbl2"
"4426","Egfr","Bcl6"
"4427","Egfr","Foxo1"
"4428","Egfr","Atm"
"4429","Egfr","Ccnd1"
"4430","Egfr","Klf2"
"4431","Egfr","Rbl2"
"4432","Igf1r","Bcl6"
"4433","Igf1r","Foxo1"
"4434","Igf1r","Atm"
"4435","Igf1r","Ccnd1"
"4436","Igf1r","Klf2"
"4437","Igf1r","Rbl2"
"4438","Tgfbr1","Smad3"
"4439","Tgfbr2","Smad3"
"4440","Grm1","Akt1"
"4441","Grm1","Bcl6"
"4442","Grm1","Foxo1"
"4443","Grm1","Foxo3"
"4444","Grm1","Atm"
"4445","Grm1","Ccnd1"
"4446","Grm1","Foxo4"
"4447","Grm1","Ikbkb"
"4448","Grm1","Klf2"
"4449","Grm1","Rbl2"
"4450","Chuk","Akt1"
"4451","Chuk","Bcl6"
"4452","Chuk","Foxo1"
"4453","Chuk","Foxo3"
"4454","Chuk","Atm"
"4455","Chuk","Ccnd1"
"4456","Chuk","Foxo4"
"4457","Chuk","Klf2"
"4458","Chuk","Rbl2"
"4459","Ikbkb","Akt1"
"4460","Ikbkb","Bcl6"
"4461","Ikbkb","Foxo1"
"4462","Ikbkb","Foxo3"
"4463","Ikbkb","Atm"
"4464","Ikbkb","Ccnd1"
"4465","Ikbkb","Foxo4"
"4466","Ikbkb","Klf2"
"4467","Ikbkb","Rbl2"
"4468","Pik3r1","Bcl6"
"4469","Pik3r1","Foxo1"
"4470","Pik3r1","Atm"
"4471","Pik3r1","Ccnd1"
"4472","Pik3r1","Klf2"
"4473","Pik3r1","Rbl2"
"4474","Pik3r2","Bcl6"
"4475","Pik3r2","Foxo1"
"4476","Pik3r2","Atm"
"4477","Pik3r2","Ccnd1"
"4478","Pik3r2","Klf2"
"4479","Pik3r2","Rbl2"
"4480","Cdk2","Bcl6"
"4481","Cdk2","Foxo1"
"4482","Cdk2","Foxo3"
"4483","Cdk2","Atm"
"4484","Cdk2","Ccnd1"
"4485","Cdk2","Foxo4"
"4486","Cdk2","Klf2"
"4487","Cdk2","Rbl2"
"4488","Mapk14","Bcl6"
"4489","Mapk14","Foxo1"
"4490","Mapk14","Foxo3"
"4491","Mapk14","Atm"
"4492","Mapk14","Ccnd1"
"4493","Mapk14","Foxo4"
"4494","Mapk14","Klf2"
"4495","Mapk14","Rbl2"
"4496","Pik3r3","Bcl6"
"4497","Pik3r3","Foxo1"
"4498","Pik3r3","Atm"
"4499","Pik3r3","Ccnd1"
"4500","Pik3r3","Klf2"
"4501","Pik3r3","Rbl2"
"4502","Raf1","Bcl6"
"4503","Raf1","Foxo1"
"4504","Raf1","Foxo3"
"4505","Raf1","Atm"
"4506","Raf1","Ccnd1"
"4507","Raf1","Klf2"
"4508","Raf1","Rbl2"
"4509","Tgfbr1,Tgfbr2","Smad3"
"4510","Acvr1b,Tgfbr2","Smad3"
"4511","Acvr1c,Tgfbr2","Smad3"
"4512","Acvr1,Tgfbr1,Tgfbr2","Smad3"
"4513","Tgfbr1,Acvr2a","Smad3"
"4514","Tgfbr1,Acvr2b","Smad3"
"4515","Egfr,Erbb2","Bcl6"
"4516","Egfr,Erbb2","Foxo1"
"4517","Egfr,Erbb2","Atm"
"4518","Egfr,Erbb2","Ccnd1"
"4519","Egfr,Erbb2","Klf2"
"4520","Egfr,Erbb2","Rbl2"
"4521","Irs1","Bcl6"
"4522","Irs1","Foxo1"
"4523","Irs1","Foxo3"
"4524","Irs1","Atm"
"4525","Irs1","Ccnd1"
"4526","Irs1","Foxo4"
"4527","Irs1","Ikbkb"
"4528","Irs1","Klf2"
"4529","Irs1","Rbl2"
"4530","Bdkrb2","Trp53"
"4531","Oprd1","Trp53"
"4532","Adora1","Trp53"
"4533","S1pr1","Akt1"
"4534","S1pr1","Mapk1"
"4535","S1pr1","Mapk3"
"4536","S1pr1","Trp53"
"4537","S1pr1","Raf1"
"4538","S1pr3","Akt1"
"4539","S1pr3","Mapk1"
"4540","S1pr3","Mapk3"
"4541","S1pr3","Nfkb1"
"4542","S1pr3","Rela"
"4543","S1pr3","Trp53"
"4544","S1pr3","Raf1"
"4545","S1pr4","Akt1"
"4546","S1pr4","Mapk1"
"4547","S1pr4","Mapk3"
"4548","S1pr4","Nfkb1"
"4549","S1pr4","Rela"
"4550","S1pr4","Trp53"
"4551","S1pr4","Raf1"
"4552","S1pr5","Akt1"
