"","ligand","receptor","Ligand.receptor.pair","Source","PMID.support","Ligand.HGNC.ID","Ligand.location","Receptor.HGNC.ID","HGNC.L.R","secondary.source."
"445","CD52","SIGLEC10","CD52 SIGLEC10","Efremova et al. 2020 (CellphoneDB)","23685786,","HGNC:1804","plasma membrane","HGNC:15620","HGNC:1804 HGNC:15620",""
"446","CD55","ADGRE5","CD55 ADGRE5","Ramilowski_2015_Literature_supported","12417446,10540231,","HGNC:2665","plasma membrane; secreted","HGNC:1711","HGNC:2665 HGNC:1711",""
"447","CD58","CD2","CD58 CD2","Efremova et al. 2020 (CellphoneDB)","23602662,","HGNC:1688","plasma membrane","HGNC:1639","HGNC:1688 HGNC:1639",""
"448","CD59","CD2","CD59 CD2","Hou et al. 2020 (this publication)","1377404,","HGNC:1689","secreted","HGNC:1639","HGNC:1689 HGNC:1639",""
"449","CD5L","CD5","CD5L CD5","Ramilowski_2015_Literature_supported","9723705,","HGNC:1690","secreted","HGNC:1685","HGNC:1690 HGNC:1685",""
"450","CD6","ALCAM","CD6 ALCAM","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","26146185,","HGNC:1691","plasma membrane","HGNC:400","HGNC:1691 HGNC:400",""
"451","CD70","CD27","CD70 CD27","Ramilowski_2015_Literature_supported","8120384,8120384, 8186199, 8580829, 15723067, 7479974, 9862673, 9767422,","HGNC:11937","plasma membrane; secreted","HGNC:11922","HGNC:11937 HGNC:11922","CellphoneDB"
"452","CD80","CD274","CD80 CD274","Baccin et al. 2020 (RNA-Magnet)","24819296,","HGNC:1700","plasma membrane","HGNC:17635","HGNC:1700 HGNC:17635",""
"453","CD80","CD28","CD80 CD28","Efremova et al. 2020 (CellphoneDB)","7545666,","HGNC:1700","plasma membrane","HGNC:1653","HGNC:1700 HGNC:1653",""
"454","CD80","CTLA4","CD80 CTLA4","Efremova et al. 2020 (CellphoneDB)","23954143, 17953528,","HGNC:1700","plasma membrane","HGNC:2505","HGNC:1700 HGNC:2505",""
"455","CD84","CD84","CD84 CD84","Hou et al. 2020 (this publication)","11564780,","HGNC:1704","plasma membrane","HGNC:1704","HGNC:1704 HGNC:1704",""
"456","CD86","CD28","CD86 CD28","Efremova et al. 2020 (CellphoneDB)","23954143,","HGNC:1705","plasma membrane; secreted","HGNC:1653","HGNC:1705 HGNC:1653",""
"457","CD86","CTLA4","CD86 CTLA4","Efremova et al. 2020 (CellphoneDB)","23954143,","HGNC:1705","plasma membrane; secreted","HGNC:2505","HGNC:1705 HGNC:2505",""
"458","CD9","L1CAM","CD9 L1CAM","Baccin et al. 2020 (RNA-Magnet)","8838570,","HGNC:1709","plasma membrane","HGNC:6470","HGNC:1709 HGNC:6470",""
"459","CD96","NECTIN1","CD96 NECTIN1","Efremova et al. 2020 (CellphoneDB)","24658051, 30759143,","HGNC:16892","plasma membrane","HGNC:9706","HGNC:16892 HGNC:9706",""
"460","CD96","PVR","CD96 PVR","Efremova et al. 2020 (CellphoneDB)","17971293, 15034010,","HGNC:16892","plasma membrane","HGNC:9705","HGNC:16892 HGNC:9705",""
"461","CD99","PILRA","CD99 PILRA","Efremova et al. 2020 (CellphoneDB)","18234675,","HGNC:7082","plasma membrane; secreted","HGNC:20396","HGNC:7082 HGNC:20396",""
"462","CD99","PILRB","CD99 PILRB","Hou et al. 2020 (this publication)","18234675,","HGNC:7082","plasma membrane; secreted","HGNC:18297","HGNC:7082 HGNC:18297",""
"463","CDH1","EGFR","CDH1 EGFR","Ramilowski_2015_Literature_supported","10969083,","HGNC:1748","plasma membrane","HGNC:3236","HGNC:1748 HGNC:3236",""
"464","CDH1","IGF1R","CDH1 IGF1R","Ramilowski_2015_Literature_supported","22479204,","HGNC:1748","plasma membrane","HGNC:5465","HGNC:1748 HGNC:5465",""
"465","CDH1","ITGAE","CDH1 ITGAE","Ramilowski_2015_Literature_supported","7969453,12434297,","HGNC:1748","plasma membrane","HGNC:6147","HGNC:1748 HGNC:6147",""
"466","CDH1","ITGB7","CDH1 ITGB7","Ramilowski_2015_Literature_supported","7969453,10837471,","HGNC:1748","plasma membrane","HGNC:6162","HGNC:1748 HGNC:6162",""
"467","CDH1","KLRG1","CDH1 KLRG1","Efremova et al. 2020 (CellphoneDB)","19604491,","HGNC:1748","plasma membrane","HGNC:6380","HGNC:1748 HGNC:6380","Ramilowski_2015_Putative"
"468","CDH1","PTPRM","CDH1 PTPRM","Ramilowski_2015_Literature_supported","9531566, 7642713, ","HGNC:1748","plasma membrane","HGNC:9675","HGNC:1748 HGNC:9675",""
"469","CEACAM1","CD209","CEACAM1 CD209","Efremova et al. 2020 (CellphoneDB)","16282604, 16246332,","HGNC:1814","plasma membrane","HGNC:1641","HGNC:1814 HGNC:1641",""
"470","CEACAM1","HAVCR2","CEACAM1 HAVCR2","Hou et al. 2020 (this publication)","26982724,","HGNC:1814","plasma membrane","HGNC:18437","HGNC:1814 HGNC:18437",""
"471","CEACAM1","SELE","CEACAM1 SELE","Efremova et al. 2020 (CellphoneDB)","1378450,","HGNC:1814","plasma membrane","HGNC:10718","HGNC:1814 HGNC:10718",""
"472","CEACAM5","CD1D","CEACAM5 CD1D","Efremova et al. 2020 (CellphoneDB)","24104458,","HGNC:1817","plasma membrane","HGNC:1637","HGNC:1817 HGNC:1637",""
"473","CEACAM5","CD8A","CEACAM5 CD8A","Efremova et al. 2020 (CellphoneDB)","24104458,","HGNC:1817","plasma membrane","HGNC:1706","HGNC:1817 HGNC:1706",""
"474","CEACAM6","CEACAM8","CEACAM6 CEACAM8","Efremova et al. 2020 (CellphoneDB)","11590190,","HGNC:1818","plasma membrane","HGNC:1820","HGNC:1818 HGNC:1820",""
"475","CEACAM8","CEACAM1","CEACAM8 CEACAM1","Efremova et al. 2020 (CellphoneDB)","24743304,","HGNC:1820","plasma membrane","HGNC:1814","HGNC:1820 HGNC:1814",""
"476","CEL","CXCR4","CEL CXCR4","Ramilowski_2015_Literature_supported","18037996,","HGNC:1848","secreted","HGNC:2561","HGNC:1848 HGNC:2561",""
"477","CFH","ITGAM","CFH ITGAM","Ramilowski_2015_Literature_supported","9558116,","HGNC:4883","secreted","HGNC:6149","HGNC:4883 HGNC:6149",""
"478","CFH","SELL","CFH SELL","Ramilowski_2015_Literature_supported","10377245,10377245,","HGNC:4883","secreted","HGNC:10720","HGNC:4883 HGNC:10720",""
"479","CFP","NCR1","CFP NCR1","Hou et al. 2020 (this publication)","28480349,","HGNC:8864","secreted","HGNC:6731","HGNC:8864 HGNC:6731",""
"480","CGA","LHCGR","CGA LHCGR","Ramilowski_2015_Literature_supported","10342833,12727981, 1922095,10342833,","HGNC:1885","secreted","HGNC:6585","HGNC:1885 HGNC:6585","CellphoneDB"
"481","CGB3","LHCGR","CGB3 LHCGR","Ramilowski_2015_Literature_supported","10446903,12727981, 1922095,2254302,","HGNC:1886","secreted","HGNC:6585","HGNC:1886 HGNC:6585",""
"482","CGN","F11R","CGN F11R","Ramilowski_2015_Literature_supported","10877843,","HGNC:17429","secreted","HGNC:14685","HGNC:17429 HGNC:14685",""
"483","CHAD","ITGA2","CHAD ITGA2","Ramilowski_2015_Literature_supported","9281592,","HGNC:1909","secreted","HGNC:6137","HGNC:1909 HGNC:6137",""
"484","CHAD","ITGB1","CHAD ITGB1","Ramilowski_2015_Literature_supported","9281592,","HGNC:1909","secreted","HGNC:6153","HGNC:1909 HGNC:6153",""
"485","CIRBP","TREM1","CIRBP TREM1","Hou et al. 2020 (this publication)","32027618, 32506691,","HGNC:1982","secreted","HGNC:17760","HGNC:1982 HGNC:17760",""
"486","CLCF1","CNTFR","CLCF1 CNTFR","Ramilowski_2015_Literature_supported","10966616,10966616, 11294841, 11285233,","HGNC:17412","secreted","HGNC:2170","HGNC:17412 HGNC:2170",""
"487","CLCF1","CRLF1","CLCF1 CRLF1","Ramilowski_2015_Literature_supported","10966616,10966616,","HGNC:17412","secreted","HGNC:2364","HGNC:17412 HGNC:2364",""
"488","CLCF1","IL6ST","CLCF1 IL6ST","Ramilowski_2015_Literature_supported","10966616,","HGNC:17412","secreted","HGNC:6021","HGNC:17412 HGNC:6021",""
"489","CLCF1","LIFR","CLCF1 LIFR","Ramilowski_2015_Literature_supported","10966616,","HGNC:17412","secreted","HGNC:6597","HGNC:17412 HGNC:6597",""
"490","CLEC11A","ITGA10","CLEC11A ITGA10","Hou et al. 2020 (this publication)","30632962, ","HGNC:10576","secreted","HGNC:6135","HGNC:10576 HGNC:6135",""
"491","CLEC11A","ITGA11","CLEC11A ITGA11","Hou et al. 2020 (this publication)","30632962, ","HGNC:10576","secreted","HGNC:6136","HGNC:10576 HGNC:6136",""
"492","CLEC11A","ITGB1","CLEC11A ITGB1","Hou et al. 2020 (this publication)","30632962, ","HGNC:10576","secreted","HGNC:6153","HGNC:10576 HGNC:6153",""
"493","CLEC2A","KLRF2","CLEC2A KLRF2","Efremova et al. 2020 (CellphoneDB)","24223577,","HGNC:24191","plasma membrane","HGNC:37646","HGNC:24191 HGNC:37646",""
"494","CLEC2B","KLRF1","CLEC2B KLRF1","Efremova et al. 2020 (CellphoneDB)","17057721,","HGNC:2053","plasma membrane","HGNC:13342","HGNC:2053 HGNC:13342",""
"495","CLEC2D","KLRB1","CLEC2D KLRB1","Efremova et al. 2020 (CellphoneDB)","29721382, 26147876,","HGNC:14351","plasma membrane","HGNC:6373","HGNC:14351 HGNC:6373",""
"496","CLEC4G","LAG3","CLEC4G LAG3","Hou et al. 2020 (this publication)","24769443,","HGNC:24591","plasma membrane","HGNC:6476","HGNC:24591 HGNC:6476",""
"497","CNTF","CNTFR","CNTF CNTFR","Ramilowski_2015_Literature_supported","8627290, 7810882, 10812968,","HGNC:2169","secreted","HGNC:2170","HGNC:2169 HGNC:2170",""
"498","CNTF","IL6R","CNTF IL6R","Ramilowski_2015_Literature_supported","1281789,","HGNC:2169","secreted","HGNC:6019","HGNC:2169 HGNC:6019",""
"499","CNTF","IL6ST","CNTF IL6ST","Ramilowski_2015_Literature_supported","12643274, 16051226,","HGNC:2169","secreted","HGNC:6021","HGNC:2169 HGNC:6021",""
"500","CNTF","LIFR","CNTF LIFR","Ramilowski_2015_Literature_supported","12643274, 16051226,","HGNC:2169","secreted","HGNC:6597","HGNC:2169 HGNC:6597",""
"501","CNTN1","NOTCH1","CNTN1 NOTCH1","Hou et al. 2020 (this publication)","14567914,","HGNC:2171","plasma membrane","HGNC:7881","HGNC:2171 HGNC:7881",""
"502","CNTN1","NOTCH2","CNTN1 NOTCH2","Hou et al. 2020 (this publication)","14567914,","HGNC:2171","plasma membrane","HGNC:7882","HGNC:2171 HGNC:7882",""
"503","CNTN1","PTPRZ1","CNTN1 PTPRZ1","Hou et al. 2020 (this publication)","21969550,","HGNC:2171","plasma membrane","HGNC:9685","HGNC:2171 HGNC:9685",""
"504","CNTN2","CNTN1","CNTN2 CNTN1","Ramilowski_2015_Literature_supported","12139915,","HGNC:2172","secreted","HGNC:2171","HGNC:2172 HGNC:2171",""
"505","CNTN2","CNTNAP2","CNTN2 CNTNAP2","Ramilowski_2015_Literature_supported","12975355,","HGNC:2172","secreted","HGNC:13830","HGNC:2172 HGNC:13830",""
"506","CNTN2","NRCAM","CNTN2 NRCAM","Ramilowski_2015_Literature_supported","12139915,","HGNC:2172","secreted","HGNC:7994","HGNC:2172 HGNC:7994",""
"507","CNTN4","PTPRG","CNTN4 PTPRG","Ramilowski_2015_Literature_supported","20133774,","HGNC:2174","plasma membrane","HGNC:9671","HGNC:2174 HGNC:9671",""
"508","CNTN6","NOTCH1","CNTN6 NOTCH1","Hou et al. 2020 (this publication)","15082708,","HGNC:2176","plasma membrane","HGNC:7881","HGNC:2176 HGNC:7881",""
"509","COL11A1","DDR1","COL11A1 DDR1","Ramilowski_2015_Literature_supported","9659900,","HGNC:2186","secreted","HGNC:2730","HGNC:2186 HGNC:2730",""
"510","COL14A1","CD44","COL14A1 CD44","Ramilowski_2015_Literature_supported","8986622,","HGNC:2191","secreted","HGNC:1681","HGNC:2191 HGNC:1681",""
"511","COL18A1","GPC1","COL18A1 GPC1","Ramilowski_2015_Literature_supported","11336704,11336704,","HGNC:2195","secreted","HGNC:4449","HGNC:2195 HGNC:4449",""
"512","COL18A1","GPC4","COL18A1 GPC4","Ramilowski_2015_Literature_supported","11336704,","HGNC:2195","secreted","HGNC:4452","HGNC:2195 HGNC:4452",""
"513","COL18A1","ITGA5","COL18A1 ITGA5","Ramilowski_2015_Literature_supported","12682293,11158588,","HGNC:2195","secreted","HGNC:6141","HGNC:2195 HGNC:6141",""
"514","COL18A1","ITGB1","COL18A1 ITGB1","Ramilowski_2015_Literature_supported","12682293,","HGNC:2195","secreted","HGNC:6153","HGNC:2195 HGNC:6153",""
"515","COL18A1","KDR","COL18A1 KDR","Ramilowski_2015_Literature_supported","12029087,","HGNC:2195","secreted","HGNC:6307","HGNC:2195 HGNC:6307",""
"516","COL18A1","PTPRS","COL18A1 PTPRS","Baccin et al. 2020 (RNA-Magnet)","11865065,","HGNC:2195","secreted","HGNC:9681","HGNC:2195 HGNC:9681",""
"517","COL1A1","CD36","COL1A1 CD36","Ramilowski_2015_Literature_supported","2468670,","HGNC:2197","secreted","HGNC:1663","HGNC:2197 HGNC:1663",""
"518","COL1A1","CD44","COL1A1 CD44","Ramilowski_2015_Literature_supported","1730778,","HGNC:2197","secreted","HGNC:1681","HGNC:2197 HGNC:1681",""
"519","COL1A1","CD93","COL1A1 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2197","secreted","HGNC:15855","HGNC:2197 HGNC:15855",""
"520","COL1A1","DDR1","COL1A1 DDR1","Ramilowski_2015_Literature_supported","9659900,","HGNC:2197","secreted","HGNC:2730","HGNC:2197 HGNC:2730",""
"521","COL1A1","DDR2","COL1A1 DDR2","Ramilowski_2015_Literature_supported","12611880,9659899,","HGNC:2197","secreted","HGNC:2731","HGNC:2197 HGNC:2731",""
"522","COL1A1","GP6","COL1A1 GP6","Hou et al. 2020 (this publication)","10961879,","HGNC:2197","secreted","HGNC:14388","HGNC:2197 HGNC:14388",""
"523","COL1A1","ITGA11","COL1A1 ITGA11","Ramilowski_2015_Literature_supported","10464311,","HGNC:2197","secreted","HGNC:6136","HGNC:2197 HGNC:6136",""
"524","COL1A1","ITGA2","COL1A1 ITGA2","Ramilowski_2015_Literature_supported","7688313,11359786, 11856343, 2156854,","HGNC:2197","secreted","HGNC:6137","HGNC:2197 HGNC:6137",""
"525","COL1A1","ITGA5","COL1A1 ITGA5","Ramilowski_2015_Literature_supported","1693626,","HGNC:2197","secreted","HGNC:6141","HGNC:2197 HGNC:6141",""
"526","COL1A1","ITGB1","COL1A1 ITGB1","Ramilowski_2015_Literature_supported","7688313, 10464311,","HGNC:2197","secreted","HGNC:6153","HGNC:2197 HGNC:6153",""
"527","COL1A2","CD44","COL1A2 CD44","Ramilowski_2015_Literature_supported","1730778,","HGNC:2198","secreted","HGNC:1681","HGNC:2198 HGNC:1681",""
"528","COL1A2","CD93","COL1A2 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2198","secreted","HGNC:15855","HGNC:2198 HGNC:15855",""
"529","COL1A2","GP6","COL1A2 GP6","Hou et al. 2020 (this publication)","10961879,","HGNC:2198","secreted","HGNC:14388","HGNC:2198 HGNC:14388",""
"530","COL1A2","ITGA11","COL1A2 ITGA11","Hou et al. 2020 (this publication)","30632962, ","HGNC:2198","secreted","HGNC:6136","HGNC:2198 HGNC:6136","Ramilowski_2015_Putative"
"531","COL1A2","ITGA2","COL1A2 ITGA2","Ramilowski_2015_Literature_supported","2156854,","HGNC:2198","secreted","HGNC:6137","HGNC:2198 HGNC:6137",""
"532","COL1A2","ITGB1","COL1A2 ITGB1","Hou et al. 2020 (this publication)","30632962, ","HGNC:2198","secreted","HGNC:6153","HGNC:2198 HGNC:6153","Ramilowski_2015_Putative"
"533","COL1A2","ITGB3","COL1A2 ITGB3","Ramilowski_2015_Literature_supported","1693626,","HGNC:2198","secreted","HGNC:6156","HGNC:2198 HGNC:6156",""
"534","COL2A1","DDR1","COL2A1 DDR1","Ramilowski_2015_Literature_supported","9659900,","HGNC:2200","secreted","HGNC:2730","HGNC:2200 HGNC:2730",""
"535","COL2A1","ITGA10","COL2A1 ITGA10","Ramilowski_2015_Literature_supported","9685391,","HGNC:2200","secreted","HGNC:6135","HGNC:2200 HGNC:6135",""
"536","COL2A1","ITGA2","COL2A1 ITGA2","Ramilowski_2015_Literature_supported","7688313,","HGNC:2200","secreted","HGNC:6137","HGNC:2200 HGNC:6137",""
"537","COL2A1","ITGB1","COL2A1 ITGB1","Ramilowski_2015_Literature_supported","7688313, 9685391,","HGNC:2200","secreted","HGNC:6153","HGNC:2200 HGNC:6153",""
"538","COL2A1","MAG","COL2A1 MAG","Ramilowski_2015_Literature_supported","2446864,","HGNC:2200","secreted","HGNC:6783","HGNC:2200 HGNC:6783",""
"539","COL2A1","TNFRSF10A","COL2A1 TNFRSF10A","Ramilowski_2015_Literature_supported","9811967,","HGNC:2200","secreted","HGNC:11904","HGNC:2200 HGNC:11904",""
"540","COL3A1","DDR1","COL3A1 DDR1","Ramilowski_2015_Literature_supported","9659900,","HGNC:2201","secreted","HGNC:2730","HGNC:2201 HGNC:2730",""
"541","COL3A1","DDR2","COL3A1 DDR2","Ramilowski_2015_Literature_supported","9659899,","HGNC:2201","secreted","HGNC:2731","HGNC:2201 HGNC:2731",""
"542","COL3A1","MAG","COL3A1 MAG","Ramilowski_2015_Literature_supported","2446864,","HGNC:2201","secreted","HGNC:6783","HGNC:2201 HGNC:6783",""
"543","COL4A1","CD93","COL4A1 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2202","secreted","HGNC:15855","HGNC:2202 HGNC:15855",""
"544","COL4A1","ITGA1","COL4A1 ITGA1","Ramilowski_2015_Literature_supported","8223488,","HGNC:2202","secreted","HGNC:6134","HGNC:2202 HGNC:6134",""
"545","COL4A1","ITGAV","COL4A1 ITGAV","Ramilowski_2015_Literature_supported","14610079,","HGNC:2202","secreted","HGNC:6150","HGNC:2202 HGNC:6150",""
"546","COL4A1","ITGB1","COL4A1 ITGB1","Ramilowski_2015_Literature_supported","8223488,","HGNC:2202","secreted","HGNC:6153","HGNC:2202 HGNC:6153",""
"547","COL4A1","ITGB8","COL4A1 ITGB8","Ramilowski_2015_Literature_supported","7542940,","HGNC:2202","secreted","HGNC:6163","HGNC:2202 HGNC:6163",""
"548","COL4A2","CD93","COL4A2 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2203","secreted","HGNC:15855","HGNC:2203 HGNC:15855",""
"549","COL4A3","CD47","COL4A3 CD47","Ramilowski_2015_Literature_supported","10493512,","HGNC:2204","secreted","HGNC:1682","HGNC:2204 HGNC:1682",""
"550","COL4A3","CD93","COL4A3 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2204","secreted","HGNC:15855","HGNC:2204 HGNC:15855",""
"551","COL4A3","ITGAV","COL4A3 ITGAV","Ramilowski_2015_Literature_supported","12842087,","HGNC:2204","secreted","HGNC:6150","HGNC:2204 HGNC:6150",""
"552","COL4A5","CD93","COL4A5 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2207","secreted","HGNC:15855","HGNC:2207 HGNC:15855",""
"553","COL4A6","CD93","COL4A6 CD93","Ramilowski_2015_Literature_supported","1377218,","HGNC:2208","secreted","HGNC:15855","HGNC:2208 HGNC:15855",""
"554","COL5A1","SDC3","COL5A1 SDC3","Ramilowski_2015_Literature_supported","11751872,","HGNC:2209","secreted","HGNC:10660","HGNC:2209 HGNC:10660",""
"555","COL5A2","DDR1","COL5A2 DDR1","Ramilowski_2015_Literature_supported","9659900,","HGNC:2210","secreted","HGNC:2730","HGNC:2210 HGNC:2730",""
"556","COL5A3","SDC3","COL5A3 SDC3","Ramilowski_2015_Literature_supported","11751872,","HGNC:14864","secreted","HGNC:10660","HGNC:14864 HGNC:10660",""
"557","COL8A1","ITGA1","COL8A1 ITGA1","Ramilowski_2015_Literature_supported","10666376,","HGNC:2215","secreted","HGNC:6134","HGNC:2215 HGNC:6134",""
"558","COL8A1","ITGA2","COL8A1 ITGA2","Ramilowski_2015_Literature_supported","10666376,","HGNC:2215","secreted","HGNC:6137","HGNC:2215 HGNC:6137",""
"559","COL9A1","MAG","COL9A1 MAG","Ramilowski_2015_Literature_supported","2446864,","HGNC:2217","secreted","HGNC:6783","HGNC:2217 HGNC:6783",""
"560","COL9A2","MAG","COL9A2 MAG","Ramilowski_2015_Literature_supported","2446864,","HGNC:2218","secreted","HGNC:6783","HGNC:2218 HGNC:6783",""
"561","COL9A3","MAG","COL9A3 MAG","Ramilowski_2015_Literature_supported","2446864,","HGNC:2219","secreted","HGNC:6783","HGNC:2219 HGNC:6783",""
"562","COLQ","MUSK","COLQ MUSK","Ramilowski_2015_Literature_supported","15159418,","HGNC:2226","secreted","HGNC:7525","HGNC:2226 HGNC:7525",""
"563","COMP","CD47","COMP CD47","Hou et al. 2020 (this publication)","20033473,","HGNC:2227","secreted","HGNC:1682","HGNC:2227 HGNC:1682",""
"564","COMP","ITGA5","COMP ITGA5","Hou et al. 2020 (this publication)","20033473,","HGNC:2227","secreted","HGNC:6141","HGNC:2227 HGNC:6141",""
"565","COMP","ITGB3","COMP ITGB3","Hou et al. 2020 (this publication)","20033473,","HGNC:2227","secreted","HGNC:6156","HGNC:2227 HGNC:6156",""
"566","CORT","GHSR","CORT GHSR","Ramilowski_2015_Literature_supported","11227737,11227737,","HGNC:2257","secreted","HGNC:4267","HGNC:2257 HGNC:4267",""
"567","CORT","MRGPRX2","CORT MRGPRX2","Ramilowski_2015_Literature_supported","12915402,12915402,","HGNC:2257","secreted","HGNC:17983","HGNC:2257 HGNC:17983",""
"568","CORT","SSTR1","CORT SSTR1","Ramilowski_2015_Literature_supported","11011067,9650799, 10598788, 15333679,9205124, 9125122,","HGNC:2257","secreted","HGNC:11330","HGNC:2257 HGNC:11330","CellphoneDB"
"569","CORT","SSTR2","CORT SSTR2","Ramilowski_2015_Literature_supported","9125122,9650799, 10598788, 15333679,9125122,","HGNC:2257","secreted","HGNC:11331","HGNC:2257 HGNC:11331",""
"570","CORT","SSTR3","CORT SSTR3","Ramilowski_2015_Literature_supported","9125122,9650799, 10598788, 15333679,9125122, 9205124,","HGNC:2257","secreted","HGNC:11332","HGNC:2257 HGNC:11332",""
"571","CORT","SSTR4","CORT SSTR4","Ramilowski_2015_Literature_supported","11011067,9650799, 10598788,9125122, 9205124,","HGNC:2257","secreted","HGNC:11333","HGNC:2257 HGNC:11333","CellphoneDB"
"572","CORT","SSTR5","CORT SSTR5","Ramilowski_2015_Literature_supported","11011067,9650799, 10598788, 15333679,9205124, 9125122,","HGNC:2257","secreted","HGNC:11334","HGNC:2257 HGNC:11334",""
"573","CP","SLC40A1","CP SLC40A1","Ramilowski_2015_Literature_supported","24921009,","HGNC:2295","secreted","HGNC:10909","HGNC:2295 HGNC:10909",""
"574","CPAMD8","SCTR","CPAMD8 SCTR","Ramilowski_2015_Literature_supported","1335692,","HGNC:23228","secreted","HGNC:10608","HGNC:23228 HGNC:10608",""
"575","CRH","CRHR1","CRH CRHR1","Ramilowski_2015_Literature_supported","8536644,7692441, 9326293, 9851694, 11123370, 8612563, 7477349,9178757,","HGNC:2355","secreted","HGNC:2357","HGNC:2355 HGNC:2357",""
"576","CRH","CRHR2","CRH CRHR2","Ramilowski_2015_Literature_supported","8536644,11123370,8243338,","HGNC:2355","secreted","HGNC:2358","HGNC:2355 HGNC:2358","CellphoneDB_flipped"
"577","CRLF1","CNTFR","CRLF1 CNTFR","Hou et al. 2020 (this publication)","23355913,","HGNC:2364","secreted","HGNC:2170","HGNC:2364 HGNC:2170",""
"578","CRP","OLR1","CRP OLR1","Ramilowski_2015_Literature_supported","21821723,","HGNC:2367","secreted","HGNC:8133","HGNC:2367 HGNC:8133",""
"579","CRTAM","CADM1","CRTAM CADM1","Baccin et al. 2020 (RNA-Magnet)","16091383,","HGNC:24313","plasma membrane","HGNC:5951","HGNC:24313 HGNC:5951",""
"580","CSF1","CSF1R","CSF1 CSF1R","Ramilowski_2015_Literature_supported","7883784,2408759, 8355686,","HGNC:2432","secreted","HGNC:2433","HGNC:2432 HGNC:2433","CellphoneDB"
"581","CSF2","CSF2RA","CSF2 CSF2RA","Ramilowski_2015_Literature_supported","2828352,10572088, 1702217, 8910448, 9211889,","HGNC:2434","secreted","HGNC:2435","HGNC:2434 HGNC:2435",""
"582","CSF2","CSF2RB","CSF2 CSF2RB","Ramilowski_2015_Literature_supported","2828352,8278375, 2645577,","HGNC:2434","secreted","HGNC:2436","HGNC:2434 HGNC:2436",""
"583","CSF2","CSF3R","CSF2 CSF3R","Ramilowski_2015_Literature_supported","11091218,","HGNC:2434","secreted","HGNC:2439","HGNC:2434 HGNC:2439","CellphoneDB"
"584","CSF2","IL3RA","CSF2 IL3RA","Ramilowski_2015_Literature_supported","7957082,","HGNC:2434","secreted","HGNC:6012","HGNC:2434 HGNC:6012",""
"585","CSF2","SDC2","CSF2 SDC2","Ramilowski_2015_Literature_supported","10734053,","HGNC:2434","secreted","HGNC:10659","HGNC:2434 HGNC:10659",""
"586","CSF3","CSF3R","CSF3 CSF3R","Ramilowski_2015_Literature_supported","10364174,","HGNC:2438","secreted","HGNC:2439","HGNC:2438 HGNC:2439","CellphoneDB"
"587","CSH1","PRLR","CSH1 PRLR","Ramilowski_2015_Literature_supported","10966654,","HGNC:2440","secreted","HGNC:9446","HGNC:2440 HGNC:9446",""
"588","CTF1","IL6ST","CTF1 IL6ST","Ramilowski_2015_Literature_supported","11834704,","HGNC:2499","secreted","HGNC:6021","HGNC:2499 HGNC:6021",""
"589","CTF1","LIFR","CTF1 LIFR","Ramilowski_2015_Literature_supported","11834704,","HGNC:2499","secreted","HGNC:6597","HGNC:2499 HGNC:6597",""
"590","CTHRC1","FZD3","CTHRC1 FZD3","Ramilowski_2015_Literature_supported","18606138,","HGNC:18831","secreted","HGNC:4041","HGNC:18831 HGNC:4041",""
"591","CTHRC1","FZD5","CTHRC1 FZD5","Ramilowski_2015_Literature_supported","18606138,","HGNC:18831","secreted","HGNC:4043","HGNC:18831 HGNC:4043",""
"592","CTHRC1","FZD6","CTHRC1 FZD6","Ramilowski_2015_Literature_supported","18606138,","HGNC:18831","secreted","HGNC:4044","HGNC:18831 HGNC:4044",""
"593","CTHRC1","ROR2","CTHRC1 ROR2","Hou et al. 2020 (this publication)","18606138,","HGNC:18831","secreted","HGNC:10257","HGNC:18831 HGNC:10257",""
"594","CX3CL1","CX3CR1","CX3CL1 CX3CR1","Ramilowski_2015_Literature_supported","11432858,14607932,9931005, 9390561,","HGNC:10647","secreted","HGNC:2558","HGNC:10647 HGNC:2558","CellphoneDB"
"595","CX3CL1","ITGAV","CX3CL1 ITGAV","Hou et al. 2020 (this publication)","24789099,","HGNC:10647","secreted","HGNC:6150","HGNC:10647 HGNC:6150",""
"596","CX3CL1","ITGB3","CX3CL1 ITGB3","Hou et al. 2020 (this publication)","24789099,","HGNC:10647","secreted","HGNC:6156","HGNC:10647 HGNC:6156",""
"597","CXADR","CXADR","CXADR CXADR","Baccin et al. 2020 (RNA-Magnet)","10814828,","HGNC:2559","plasma membrane","HGNC:2559","HGNC:2559 HGNC:2559",""
"598","CXADR","JAML","CXADR JAML","Baccin et al. 2020 (RNA-Magnet)","15800062,","HGNC:2559","plasma membrane","HGNC:19084","HGNC:2559 HGNC:19084",""
"599","CXCL1","ACKR1","CXCL1 ACKR1","Ramilowski_2015_Literature_supported","12734373,7592830,","HGNC:4602","secreted","HGNC:4035","HGNC:4602 HGNC:4035","CellphoneDB_flipped"
