"","receptor","tf"
"10841","PDGFRB","CREB3L3"
"10842","PDGFRB","CREB3L4"
"10843","PDGFRB","CREB5"
"10844","PDGFRB","MYB"
"10845","PDGFRB","NR4A1"
"10846","PDGFRB","RBL2"
"10847","PDGFRB","RXRA"
"10848","PDGFRB","MDM2"
"10849","FGF1","ATF2"
"10850","FGF1","ATF6B"
"10851","FGF1","BRCA1"
"10852","FGF1","CCND1"
"10853","FGF1","CDKN1A"
"10854","FGF1","CREB1"
"10855","FGF1","CREB3"
"10856","FGF1","CREB3L1"
"10857","FGF1","CREB3L2"
"10858","FGF1","CREB3L3"
"10859","FGF1","CREB3L4"
"10860","FGF1","CREB5"
"10861","FGF1","FOXO3"
"10862","FGF1","MYB"
"10863","FGF1","NR4A1"
"10864","FGF1","RBL2"
"10865","FGF1","RXRA"
"10866","FGF1","MDM2"
"10867","FGFR1","ATF2"
"10868","FGFR1","ATF6B"
"10869","FGFR1","BRCA1"
"10870","FGFR1","CCND1"
"10871","FGFR1","CDKN1A"
"10872","FGFR1","CREB1"
"10873","FGFR1","CREB3"
"10874","FGFR1","CREB3L1"
"10875","FGFR1","CREB3L2"
"10876","FGFR1","CREB3L3"
"10877","FGFR1","CREB3L4"
"10878","FGFR1","CREB5"
"10879","FGFR1","FOXO3"
"10880","FGFR1","MYB"
"10881","FGFR1","NR4A1"
"10882","FGFR1","RBL2"
"10883","FGFR1","RXRA"
"10884","FGFR1","MDM2"
"10885","IFNAR2","AKT1"
"10886","IFNAR2","AKT2"
"10887","IFNAR2","AKT3"
"10888","IFNAR2","ATF2"
"10889","IFNAR2","ATF4"
"10890","IFNAR2","ATF6B"
"10891","IFNAR2","BRCA1"
"10892","IFNAR2","CCND1"
"10893","IFNAR2","CDKN1A"
"10894","IFNAR2","CREB1"
"10895","IFNAR2","CREB3"
"10896","IFNAR2","CREB3L1"
"10897","IFNAR2","CREB3L2"
"10898","IFNAR2","CREB3L3"
"10899","IFNAR2","CREB3L4"
"10900","IFNAR2","CREB5"
"10901","IFNAR2","FOXO3"
"10902","IFNAR2","IKBKB"
"10903","IFNAR2","IKBKG"
"10904","IFNAR2","MAPK1"
"10905","IFNAR2","MAPK3"
"10906","IFNAR2","MYB"
"10907","IFNAR2","MYC"
"10908","IFNAR2","NFKB1"
"10909","IFNAR2","NR4A1"
"10910","IFNAR2","PRKCA"
"10911","IFNAR2","RBL2"
"10912","IFNAR2","RELA"
"10913","IFNAR2","RXRA"
"10914","IFNAR2","TP53"
"10915","IFNAR2","MDM2"
"10916","COL2A1","AKT1"
"10917","COL2A1","AKT2"
"10918","COL2A1","AKT3"
"10919","COL2A1","ATF2"
"10920","COL2A1","ATF4"
"10921","COL2A1","ATF6B"
"10922","COL2A1","BRCA1"
"10923","COL2A1","CCND1"
"10924","COL2A1","CDKN1A"
"10925","COL2A1","CREB1"
"10926","COL2A1","CREB3"
"10927","COL2A1","CREB3L1"
"10928","COL2A1","CREB3L2"
"10929","COL2A1","CREB3L3"
"10930","COL2A1","CREB3L4"
"10931","COL2A1","CREB5"
"10932","COL2A1","FOXO3"
"10933","COL2A1","IKBKB"
"10934","COL2A1","IKBKG"
"10935","COL2A1","MAPK1"
"10936","COL2A1","MAPK3"
"10937","COL2A1","MYB"
"10938","COL2A1","MYC"
"10939","COL2A1","NFKB1"
"10940","COL2A1","NR4A1"
"10941","COL2A1","PRKCA"
"10942","COL2A1","RBL2"
"10943","COL2A1","RELA"
"10944","COL2A1","RXRA"
"10945","COL2A1","TP53"
"10946","COL2A1","MDM2"
"10947","PRLR","AKT1"
"10948","PRLR","AKT2"
"10949","PRLR","AKT3"
"10950","PRLR","ATF2"
"10951","PRLR","ATF4"
"10952","PRLR","ATF6B"
"10953","PRLR","BRCA1"
"10954","PRLR","CCND1"
"10955","PRLR","CDKN1A"
"10956","PRLR","CREB1"
"10957","PRLR","CREB3"
"10958","PRLR","CREB3L1"
"10959","PRLR","CREB3L2"
"10960","PRLR","CREB3L3"
"10961","PRLR","CREB3L4"
"10962","PRLR","CREB5"
"10963","PRLR","FOXO3"
"10964","PRLR","IKBKB"
"10965","PRLR","IKBKG"
"10966","PRLR","MAPK1"
"10967","PRLR","MAPK3"
"10968","PRLR","MYB"
"10969","PRLR","MYC"
"10970","PRLR","NFKB1"
"10971","PRLR","NR4A1"
"10972","PRLR","PRKCA"
"10973","PRLR","RBL2"
"10974","PRLR","RELA"
"10975","PRLR","RXRA"
"10976","PRLR","TP53"
"10977","PRLR","MDM2"
"10978","ERBB2","ATF2"
"10979","ERBB2","ATF6B"
"10980","ERBB2","BRCA1"
"10981","ERBB2","CCND1"
"10982","ERBB2","CREB1"
"10983","ERBB2","CREB3"
"10984","ERBB2","CREB3L1"
"10985","ERBB2","CREB3L2"
"10986","ERBB2","CREB3L3"
"10987","ERBB2","CREB3L4"
"10988","ERBB2","CREB5"
"10989","ERBB2","MYB"
"10990","ERBB2","NR4A1"
"10991","ERBB2","RBL2"
"10992","ERBB2","RXRA"
"10993","ERBB2","MDM2"
"10994","KITLG","ATF2"
"10995","KITLG","ATF6B"
"10996","KITLG","BRCA1"
"10997","KITLG","CCND1"
"10998","KITLG","CDKN1A"
"10999","KITLG","CREB1"
"11000","KITLG","CREB3"
"11001","KITLG","CREB3L1"
"11002","KITLG","CREB3L2"
"11003","KITLG","CREB3L3"
"11004","KITLG","CREB3L4"
"11005","KITLG","CREB5"
"11006","KITLG","FOXO3"
"11007","KITLG","MYB"
"11008","KITLG","NR4A1"
"11009","KITLG","RBL2"
"11010","KITLG","RXRA"
"11011","KITLG","MDM2"
"11012","LAMB3","AKT1"
"11013","LAMB3","AKT2"
"11014","LAMB3","AKT3"
"11015","LAMB3","ATF2"
"11016","LAMB3","ATF4"
"11017","LAMB3","ATF6B"
"11018","LAMB3","BRCA1"
"11019","LAMB3","CCND1"
"11020","LAMB3","CDKN1A"
"11021","LAMB3","CREB1"
"11022","LAMB3","CREB3"
"11023","LAMB3","CREB3L1"
"11024","LAMB3","CREB3L2"
"11025","LAMB3","CREB3L3"
"11026","LAMB3","CREB3L4"
"11027","LAMB3","CREB5"
"11028","LAMB3","FOXO3"
"11029","LAMB3","IKBKB"
"11030","LAMB3","IKBKG"
"11031","LAMB3","MAPK1"
"11032","LAMB3","MAPK3"
"11033","LAMB3","MYB"
"11034","LAMB3","MYC"
"11035","LAMB3","NFKB1"
"11036","LAMB3","NR4A1"
"11037","LAMB3","PRKCA"
"11038","LAMB3","RBL2"
"11039","LAMB3","RELA"
"11040","LAMB3","RXRA"
"11041","LAMB3","TP53"
"11042","LAMB3","MDM2"
"11043","LAMA3","AKT1"
"11044","LAMA3","AKT2"
"11045","LAMA3","AKT3"
"11046","LAMA3","ATF2"
"11047","LAMA3","ATF4"
"11048","LAMA3","ATF6B"
"11049","LAMA3","BRCA1"
"11050","LAMA3","CCND1"
"11051","LAMA3","CDKN1A"
"11052","LAMA3","CREB1"
"11053","LAMA3","CREB3"
"11054","LAMA3","CREB3L1"
"11055","LAMA3","CREB3L2"
"11056","LAMA3","CREB3L3"
"11057","LAMA3","CREB3L4"
"11058","LAMA3","CREB5"
"11059","LAMA3","FOXO3"
"11060","LAMA3","IKBKB"
"11061","LAMA3","IKBKG"
"11062","LAMA3","MAPK1"
"11063","LAMA3","MAPK3"
"11064","LAMA3","MYB"
"11065","LAMA3","MYC"
"11066","LAMA3","NFKB1"
"11067","LAMA3","NR4A1"
"11068","LAMA3","PRKCA"
"11069","LAMA3","RBL2"
"11070","LAMA3","RELA"
"11071","LAMA3","RXRA"
"11072","LAMA3","TP53"
"11073","LAMA3","MDM2"
"11074","COL1A1","AKT1"
"11075","COL1A1","AKT2"
"11076","COL1A1","AKT3"
"11077","COL1A1","ATF2"
"11078","COL1A1","ATF4"
"11079","COL1A1","ATF6B"
"11080","COL1A1","BRCA1"
"11081","COL1A1","CCND1"
"11082","COL1A1","CDKN1A"
"11083","COL1A1","CREB1"
"11084","COL1A1","CREB3"
"11085","COL1A1","CREB3L1"
"11086","COL1A1","CREB3L2"
"11087","COL1A1","CREB3L3"
"11088","COL1A1","CREB3L4"
"11089","COL1A1","CREB5"
"11090","COL1A1","FOXO3"
"11091","COL1A1","IKBKB"
"11092","COL1A1","IKBKG"
"11093","COL1A1","MAPK1"
"11094","COL1A1","MAPK3"
"11095","COL1A1","MYB"
"11096","COL1A1","MYC"
"11097","COL1A1","NFKB1"
"11098","COL1A1","NR4A1"
"11099","COL1A1","PRKCA"
"11100","COL1A1","RBL2"
"11101","COL1A1","RELA"
"11102","COL1A1","RXRA"
"11103","COL1A1","TP53"
"11104","COL1A1","MDM2"
"11105","LAMC2","AKT1"
"11106","LAMC2","AKT2"
"11107","LAMC2","AKT3"
"11108","LAMC2","ATF2"
"11109","LAMC2","ATF4"
"11110","LAMC2","ATF6B"
"11111","LAMC2","BRCA1"
"11112","LAMC2","CCND1"
"11113","LAMC2","CDKN1A"
"11114","LAMC2","CREB1"
"11115","LAMC2","CREB3"
"11116","LAMC2","CREB3L1"
"11117","LAMC2","CREB3L2"
"11118","LAMC2","CREB3L3"
"11119","LAMC2","CREB3L4"
"11120","LAMC2","CREB5"
"11121","LAMC2","FOXO3"
"11122","LAMC2","IKBKB"
"11123","LAMC2","IKBKG"
"11124","LAMC2","MAPK1"
"11125","LAMC2","MAPK3"
"11126","LAMC2","MYB"
"11127","LAMC2","MYC"
"11128","LAMC2","NFKB1"
"11129","LAMC2","NR4A1"
"11130","LAMC2","PRKCA"
"11131","LAMC2","RBL2"
"11132","LAMC2","RELA"
"11133","LAMC2","RXRA"
"11134","LAMC2","TP53"
"11135","LAMC2","MDM2"
"11136","MET","ATF2"
"11137","MET","ATF6B"
"11138","MET","BRCA1"
"11139","MET","CCND1"
"11140","MET","CDKN1A"
"11141","MET","CREB1"
"11142","MET","CREB3"
"11143","MET","CREB3L1"
"11144","MET","CREB3L2"
"11145","MET","CREB3L3"
"11146","MET","CREB3L4"
"11147","MET","CREB5"
"11148","MET","MYB"
"11149","MET","NR4A1"
"11150","MET","RBL2"
"11151","MET","RXRA"
"11152","MET","MDM2"
"11153","EPOR","AKT1"
"11154","EPOR","AKT2"
"11155","EPOR","AKT3"
"11156","EPOR","ATF2"
"11157","EPOR","ATF4"
"11158","EPOR","ATF6B"
"11159","EPOR","BRCA1"
"11160","EPOR","CCND1"
"11161","EPOR","CDKN1A"
"11162","EPOR","CREB1"
"11163","EPOR","CREB3"
"11164","EPOR","CREB3L1"
"11165","EPOR","CREB3L2"
"11166","EPOR","CREB3L3"
"11167","EPOR","CREB3L4"
"11168","EPOR","CREB5"
"11169","EPOR","FOXO3"
"11170","EPOR","IKBKB"
"11171","EPOR","IKBKG"
"11172","EPOR","MAPK1"
"11173","EPOR","MAPK3"
"11174","EPOR","MYB"
"11175","EPOR","MYC"
"11176","EPOR","NFKB1"
"11177","EPOR","NR4A1"
"11178","EPOR","PRKCA"
"11179","EPOR","RBL2"
"11180","EPOR","RELA"
"11181","EPOR","RXRA"
"11182","EPOR","TP53"
"11183","EPOR","MDM2"
"11184","PDGFD","ATF2"
"11185","PDGFD","ATF6B"
"11186","PDGFD","BRCA1"
"11187","PDGFD","CCND1"
"11188","PDGFD","CDKN1A"
"11189","PDGFD","CREB1"
"11190","PDGFD","CREB3"
"11191","PDGFD","CREB3L1"
"11192","PDGFD","CREB3L2"
"11193","PDGFD","CREB3L3"
"11194","PDGFD","CREB3L4"
"11195","PDGFD","CREB5"
"11196","PDGFD","MYB"
"11197","PDGFD","NR4A1"
"11198","PDGFD","RBL2"
"11199","PDGFD","RXRA"
"11200","PDGFD","MDM2"
"11201","IL2","AKT1"
"11202","IL2","AKT2"
"11203","IL2","AKT3"
"11204","IL2","ATF2"
"11205","IL2","ATF4"
"11206","IL2","ATF6B"
"11207","IL2","BRCA1"
"11208","IL2","CCND1"
"11209","IL2","CDKN1A"
"11210","IL2","CREB1"
"11211","IL2","CREB3"
"11212","IL2","CREB3L1"
"11213","IL2","CREB3L2"
"11214","IL2","CREB3L3"
"11215","IL2","CREB3L4"
"11216","IL2","CREB5"
"11217","IL2","FOXO3"
"11218","IL2","IKBKB"
"11219","IL2","IKBKG"
"11220","IL2","MAPK1"
"11221","IL2","MAPK3"
"11222","IL2","MYB"
"11223","IL2","MYC"
"11224","IL2","NFKB1"
"11225","IL2","NR4A1"
"11226","IL2","PRKCA"
"11227","IL2","RBL2"
"11228","IL2","RELA"
"11229","IL2","RXRA"
"11230","IL2","TP53"
"11231","IL2","MDM2"
"11232","IL2RB","AKT1"
"11233","IL2RB","AKT2"
"11234","IL2RB","AKT3"
"11235","IL2RB","ATF2"
"11236","IL2RB","ATF4"
"11237","IL2RB","ATF6B"
"11238","IL2RB","BRCA1"
"11239","IL2RB","CCND1"
"11240","IL2RB","CDKN1A"
"11241","IL2RB","CREB1"
"11242","IL2RB","CREB3"
"11243","IL2RB","CREB3L1"
"11244","IL2RB","CREB3L2"
"11245","IL2RB","CREB3L3"
"11246","IL2RB","CREB3L4"
"11247","IL2RB","CREB5"
"11248","IL2RB","FOXO3"
"11249","IL2RB","IKBKB"
"11250","IL2RB","IKBKG"
"11251","IL2RB","MAPK1"
"11252","IL2RB","MAPK3"
"11253","IL2RB","MYB"
"11254","IL2RB","MYC"
"11255","IL2RB","NFKB1"
"11256","IL2RB","NR4A1"
"11257","IL2RB","PRKCA"
"11258","IL2RB","RBL2"
"11259","IL2RB","RELA"
"11260","IL2RB","RXRA"
"11261","IL2RB","TP53"
"11262","IL2RB","MDM2"
"11263","CSF3R","AKT1"
"11264","CSF3R","AKT2"
"11265","CSF3R","AKT3"
"11266","CSF3R","ATF2"
"11267","CSF3R","ATF4"
"11268","CSF3R","ATF6B"
"11269","CSF3R","BRCA1"
"11270","CSF3R","CCND1"
"11271","CSF3R","CDKN1A"
"11272","CSF3R","CREB1"
"11273","CSF3R","CREB3"
"11274","CSF3R","CREB3L1"
"11275","CSF3R","CREB3L2"
"11276","CSF3R","CREB3L3"
"11277","CSF3R","CREB3L4"
"11278","CSF3R","CREB5"
"11279","CSF3R","FOXO3"
"11280","CSF3R","IKBKB"
"11281","CSF3R","IKBKG"
"11282","CSF3R","MAPK1"
"11283","CSF3R","MAPK3"
"11284","CSF3R","MYB"
"11285","CSF3R","MYC"
"11286","CSF3R","NFKB1"
"11287","CSF3R","NR4A1"
"11288","CSF3R","PRKCA"
"11289","CSF3R","RBL2"
"11290","CSF3R","RELA"
"11291","CSF3R","RXRA"
"11292","CSF3R","TP53"
"11293","CSF3R","MDM2"
"11294","FGF8","ATF2"
"11295","FGF8","ATF6B"
"11296","FGF8","BRCA1"
"11297","FGF8","CCND1"
"11298","FGF8","CDKN1A"
"11299","FGF8","CREB1"
"11300","FGF8","CREB3"
"11301","FGF8","CREB3L1"
"11302","FGF8","CREB3L2"
"11303","FGF8","CREB3L3"
"11304","FGF8","CREB3L4"
"11305","FGF8","CREB5"
"11306","FGF8","FOXO3"
"11307","FGF8","MYB"
"11308","FGF8","NR4A1"
"11309","FGF8","RBL2"
"11310","FGF8","RXRA"
"11311","FGF8","MDM2"
"11312","FGF9","ATF2"
"11313","FGF9","ATF6B"
"11314","FGF9","BRCA1"
"11315","FGF9","CCND1"
"11316","FGF9","CDKN1A"
"11317","FGF9","CREB1"
"11318","FGF9","CREB3"
"11319","FGF9","CREB3L1"
"11320","FGF9","CREB3L2"
"11321","FGF9","CREB3L3"
"11322","FGF9","CREB3L4"
"11323","FGF9","CREB5"
"11324","FGF9","FOXO3"
"11325","FGF9","MYB"
"11326","FGF9","NR4A1"
"11327","FGF9","RBL2"
"11328","FGF9","RXRA"
"11329","FGF9","MDM2"
"11330","CSF1R","ATF2"
"11331","CSF1R","ATF6B"
"11332","CSF1R","BRCA1"
"11333","CSF1R","CCND1"
"11334","CSF1R","CDKN1A"
"11335","CSF1R","CREB1"
"11336","CSF1R","CREB3"
"11337","CSF1R","CREB3L1"
"11338","CSF1R","CREB3L2"
"11339","CSF1R","CREB3L3"
"11340","CSF1R","CREB3L4"
"11341","CSF1R","CREB5"
"11342","CSF1R","FOXO3"
"11343","CSF1R","MYB"
"11344","CSF1R","NR4A1"
"11345","CSF1R","RBL2"
"11346","CSF1R","RXRA"
"11347","CSF1R","MDM2"
"11348","ITGB1","AKT1"
"11349","ITGB1","AKT2"
"11350","ITGB1","AKT3"
"11351","ITGB1","ATF2"
"11352","ITGB1","ATF4"
"11353","ITGB1","ATF6B"
"11354","ITGB1","BRCA1"
"11355","ITGB1","CCND1"
"11356","ITGB1","CDKN1A"
"11357","ITGB1","CREB1"
"11358","ITGB1","CREB3"
"11359","ITGB1","CREB3L1"
"11360","ITGB1","CREB3L2"
"11361","ITGB1","CREB3L3"
"11362","ITGB1","CREB3L4"
"11363","ITGB1","CREB5"
"11364","ITGB1","FOXO3"
"11365","ITGB1","IKBKB"
"11366","ITGB1","IKBKG"
"11367","ITGB1","MAPK1"
"11368","ITGB1","MAPK3"
"11369","ITGB1","MYB"
"11370","ITGB1","MYC"
"11371","ITGB1","NFKB1"
"11372","ITGB1","NR4A1"
"11373","ITGB1","PRKCA"
"11374","ITGB1","RBL2"
"11375","ITGB1","RELA"
"11376","ITGB1","RXRA"
"11377","ITGB1","TP53"
"11378","ITGB1","MDM2"
"11379","ERBB3","ATF2"
"11380","ERBB3","ATF6B"
"11381","ERBB3","BRCA1"
"11382","ERBB3","CCND1"
"11383","ERBB3","CREB1"
"11384","ERBB3","CREB3"
"11385","ERBB3","CREB3L1"
"11386","ERBB3","CREB3L2"
"11387","ERBB3","CREB3L3"
"11388","ERBB3","CREB3L4"
"11389","ERBB3","CREB5"
"11390","ERBB3","MYB"
"11391","ERBB3","NR4A1"
"11392","ERBB3","RBL2"
"11393","ERBB3","RXRA"
"11394","ERBB3","MDM2"
"11395","ITGAV","AKT1"
"11396","ITGAV","AKT2"
"11397","ITGAV","AKT3"
"11398","ITGAV","ATF2"
"11399","ITGAV","ATF4"
"11400","ITGAV","ATF6B"
"11401","ITGAV","BRCA1"
"11402","ITGAV","CCND1"
"11403","ITGAV","CDKN1A"
"11404","ITGAV","CREB1"
"11405","ITGAV","CREB3"
"11406","ITGAV","CREB3L1"
"11407","ITGAV","CREB3L2"
"11408","ITGAV","CREB3L3"
"11409","ITGAV","CREB3L4"
"11410","ITGAV","CREB5"
"11411","ITGAV","FOXO3"
"11412","ITGAV","IKBKB"
"11413","ITGAV","IKBKG"
"11414","ITGAV","MAPK1"
"11415","ITGAV","MAPK3"
"11416","ITGAV","MYB"
"11417","ITGAV","MYC"
"11418","ITGAV","NFKB1"
"11419","ITGAV","NR4A1"
"11420","ITGAV","PRKCA"
"11421","ITGAV","RBL2"
"11422","ITGAV","RELA"
"11423","ITGAV","RXRA"
"11424","ITGAV","TP53"
"11425","ITGAV","MDM2"
"11426","NR4A1","RXRA"
"11427","SPP1","AKT1"
"11428","SPP1","AKT2"
"11429","SPP1","AKT3"
"11430","SPP1","ATF2"
"11431","SPP1","ATF4"
"11432","SPP1","ATF6B"
"11433","SPP1","BRCA1"
"11434","SPP1","CCND1"
"11435","SPP1","CDKN1A"
"11436","SPP1","CREB1"
"11437","SPP1","CREB3"
"11438","SPP1","CREB3L1"
"11439","SPP1","CREB3L2"
"11440","SPP1","CREB3L3"
"11441","SPP1","CREB3L4"
"11442","SPP1","CREB5"
"11443","SPP1","FOXO3"
"11444","SPP1","IKBKB"
"11445","SPP1","IKBKG"
"11446","SPP1","MAPK1"
"11447","SPP1","MAPK3"
"11448","SPP1","MYB"
"11449","SPP1","MYC"
"11450","SPP1","NFKB1"
"11451","SPP1","NR4A1"
"11452","SPP1","PRKCA"
"11453","SPP1","RBL2"
"11454","SPP1","RELA"
"11455","SPP1","RXRA"
"11456","SPP1","TP53"
"11457","SPP1","MDM2"
"11458","TLR4","ATF2"
"11459","TLR4","ATF4"
"11460","TLR4","ATF6B"
"11461","TLR4","BRCA1"
"11462","TLR4","CCND1"
"11463","TLR4","CREB1"
"11464","TLR4","CREB3"
"11465","TLR4","CREB3L1"
"11466","TLR4","CREB3L2"
"11467","TLR4","CREB3L3"
"11468","TLR4","CREB3L4"
"11469","TLR4","CREB5"
"11470","TLR4","FOXO3"
"11471","TLR4","MYB"
"11472","TLR4","MYC"
"11473","TLR4","NR4A1"
"11474","TLR4","PRKCA"
"11475","TLR4","RBL2"
"11476","TLR4","RXRA"
"11477","TLR4","TP53"
"11478","TLR4","MDM2"
"11479","NTRK1","ATF2"
"11480","NTRK1","ATF6B"
"11481","NTRK1","BRCA1"
"11482","NTRK1","CCND1"
"11483","NTRK1","CDKN1A"
"11484","NTRK1","CREB1"
"11485","NTRK1","CREB3"
"11486","NTRK1","CREB3L1"
"11487","NTRK1","CREB3L2"
"11488","NTRK1","CREB3L3"
"11489","NTRK1","CREB3L4"
"11490","NTRK1","CREB5"
"11491","NTRK1","FOXO3"
"11492","NTRK1","MYB"
"11493","NTRK1","NR4A1"
"11494","NTRK1","RBL2"
"11495","NTRK1","RXRA"
"11496","NTRK1","MDM2"
"11497","ERBB4","ATF2"
"11498","ERBB4","ATF6B"
"11499","ERBB4","BRCA1"
"11500","ERBB4","CCND1"
"11501","ERBB4","CREB1"
"11502","ERBB4","CREB3"
"11503","ERBB4","CREB3L1"
"11504","ERBB4","CREB3L2"
"11505","ERBB4","CREB3L3"
"11506","ERBB4","CREB3L4"
"11507","ERBB4","CREB5"
"11508","ERBB4","FOXO3"
"11509","ERBB4","MYB"
"11510","ERBB4","NR4A1"
"11511","ERBB4","RBL2"
"11512","ERBB4","RXRA"
"11513","ERBB4","MDM2"
"11514","PDGFRA","ATF2"
"11515","PDGFRA","ATF6B"
"11516","PDGFRA","BRCA1"
"11517","PDGFRA","CCND1"
"11518","PDGFRA","CDKN1A"
"11519","PDGFRA","CREB1"
"11520","PDGFRA","CREB3"
"11521","PDGFRA","CREB3L1"
"11522","PDGFRA","CREB3L2"
"11523","PDGFRA","CREB3L3"
"11524","PDGFRA","CREB3L4"
"11525","PDGFRA","CREB5"
"11526","PDGFRA","MYB"
"11527","PDGFRA","NR4A1"
"11528","PDGFRA","RBL2"
"11529","PDGFRA","RXRA"
"11530","PDGFRA","MDM2"
"11531","FLT4","ATF2"
"11532","FLT4","ATF6B"
"11533","FLT4","BRCA1"
"11534","FLT4","CCND1"
"11535","FLT4","CDKN1A"
"11536","FLT4","CREB1"
"11537","FLT4","CREB3"
"11538","FLT4","CREB3L1"
"11539","FLT4","CREB3L2"
"11540","FLT4","CREB3L3"
"11541","FLT4","CREB3L4"
"11542","FLT4","CREB5"
"11543","FLT4","FOXO3"
"11544","FLT4","MYB"
"11545","FLT4","NR4A1"
"11546","FLT4","RBL2"
"11547","FLT4","RXRA"
"11548","FLT4","MDM2"
"11549","EFNA1","ATF2"
"11550","EFNA1","ATF6B"
"11551","EFNA1","BRCA1"
"11552","EFNA1","CCND1"
"11553","EFNA1","CDKN1A"
"11554","EFNA1","CREB1"
"11555","EFNA1","CREB3"
"11556","EFNA1","CREB3L1"
"11557","EFNA1","CREB3L2"
"11558","EFNA1","CREB3L3"
"11559","EFNA1","CREB3L4"
"11560","EFNA1","CREB5"
"11561","EFNA1","FOXO3"
"11562","EFNA1","MYB"
"11563","EFNA1","NR4A1"
"11564","EFNA1","RBL2"
"11565","EFNA1","RXRA"
"11566","EFNA1","MDM2"
"11567","LAMA5","AKT1"
"11568","LAMA5","AKT2"
"11569","LAMA5","AKT3"
"11570","LAMA5","ATF2"
"11571","LAMA5","ATF4"
"11572","LAMA5","ATF6B"
"11573","LAMA5","BRCA1"
"11574","LAMA5","CCND1"
"11575","LAMA5","CDKN1A"
"11576","LAMA5","CREB1"
"11577","LAMA5","CREB3"
"11578","LAMA5","CREB3L1"
"11579","LAMA5","CREB3L2"
"11580","LAMA5","CREB3L3"
"11581","LAMA5","CREB3L4"
"11582","LAMA5","CREB5"
"11583","LAMA5","FOXO3"
"11584","LAMA5","IKBKB"
"11585","LAMA5","IKBKG"
"11586","LAMA5","MAPK1"
"11587","LAMA5","MAPK3"
"11588","LAMA5","MYB"
"11589","LAMA5","MYC"
"11590","LAMA5","NFKB1"
"11591","LAMA5","NR4A1"
"11592","LAMA5","PRKCA"
"11593","LAMA5","RBL2"
"11594","LAMA5","RELA"
"11595","LAMA5","RXRA"
"11596","LAMA5","TP53"
"11597","LAMA5","MDM2"
"11598","ANGPT2","ATF2"
"11599","ANGPT2","ATF6B"
"11600","ANGPT2","BRCA1"
"11601","ANGPT2","CCND1"
"11602","ANGPT2","CDKN1A"
"11603","ANGPT2","CREB1"
"11604","ANGPT2","CREB3"
"11605","ANGPT2","CREB3L1"
"11606","ANGPT2","CREB3L2"
"11607","ANGPT2","CREB3L3"
"11608","ANGPT2","CREB3L4"
"11609","ANGPT2","CREB5"
"11610","ANGPT2","FOXO3"
"11611","ANGPT2","MYB"
"11612","ANGPT2","NR4A1"
"11613","ANGPT2","RBL2"
"11614","ANGPT2","RXRA"
"11615","ANGPT2","MDM2"
"11616","VEGFC","ATF2"
"11617","VEGFC","ATF6B"
"11618","VEGFC","BRCA1"
"11619","VEGFC","CCND1"
"11620","VEGFC","CDKN1A"
"11621","VEGFC","CREB1"
"11622","VEGFC","CREB3"
"11623","VEGFC","CREB3L1"
"11624","VEGFC","CREB3L2"
"11625","VEGFC","CREB3L3"
"11626","VEGFC","CREB3L4"
"11627","VEGFC","CREB5"
"11628","VEGFC","FOXO3"
"11629","VEGFC","MYB"
"11630","VEGFC","NR4A1"
"11631","VEGFC","RBL2"
"11632","VEGFC","RXRA"
"11633","VEGFC","MDM2"
"11634","ITGA11","AKT1"
"11635","ITGA11","AKT2"
"11636","ITGA11","AKT3"
"11637","ITGA11","ATF2"
"11638","ITGA11","ATF4"
"11639","ITGA11","ATF6B"
"11640","ITGA11","BRCA1"
"11641","ITGA11","CCND1"
"11642","ITGA11","CDKN1A"
"11643","ITGA11","CREB1"
"11644","ITGA11","CREB3"
"11645","ITGA11","CREB3L1"
"11646","ITGA11","CREB3L2"
"11647","ITGA11","CREB3L3"
"11648","ITGA11","CREB3L4"
"11649","ITGA11","CREB5"
"11650","ITGA11","FOXO3"
"11651","ITGA11","IKBKB"
"11652","ITGA11","IKBKG"
"11653","ITGA11","MAPK1"
"11654","ITGA11","MAPK3"
"11655","ITGA11","MYB"
"11656","ITGA11","MYC"
"11657","ITGA11","NFKB1"
"11658","ITGA11","NR4A1"
"11659","ITGA11","PRKCA"
"11660","ITGA11","RBL2"
"11661","ITGA11","RELA"
"11662","ITGA11","RXRA"
"11663","ITGA11","TP53"
"11664","ITGA11","MDM2"
"11665","ITGB6","AKT1"
"11666","ITGB6","AKT2"
"11667","ITGB6","AKT3"
"11668","ITGB6","ATF2"
"11669","ITGB6","ATF4"
"11670","ITGB6","ATF6B"
"11671","ITGB6","BRCA1"
"11672","ITGB6","CCND1"
"11673","ITGB6","CDKN1A"
"11674","ITGB6","CREB1"
"11675","ITGB6","CREB3"
"11676","ITGB6","CREB3L1"
"11677","ITGB6","CREB3L2"
"11678","ITGB6","CREB3L3"
"11679","ITGB6","CREB3L4"
"11680","ITGB6","CREB5"
"11681","ITGB6","FOXO3"
"11682","ITGB6","IKBKB"
"11683","ITGB6","IKBKG"
"11684","ITGB6","MAPK1"
"11685","ITGB6","MAPK3"
"11686","ITGB6","MYB"
"11687","ITGB6","MYC"
"11688","ITGB6","NFKB1"
"11689","ITGB6","NR4A1"
"11690","ITGB6","PRKCA"
"11691","ITGB6","RBL2"
"11692","ITGB6","RELA"
"11693","ITGB6","RXRA"
"11694","ITGB6","TP53"
"11695","ITGB6","MDM2"
"11696","FGF2","ATF2"
"11697","FGF2","ATF6B"
"11698","FGF2","BRCA1"
