"","receptor","tf"
"11699","FGF2","CCND1"
"11700","FGF2","CDKN1A"
"11701","FGF2","CREB1"
"11702","FGF2","CREB3"
"11703","FGF2","CREB3L1"
"11704","FGF2","CREB3L2"
"11705","FGF2","CREB3L3"
"11706","FGF2","CREB3L4"
"11707","FGF2","CREB5"
"11708","FGF2","MYB"
"11709","FGF2","NR4A1"
"11710","FGF2","RBL2"
"11711","FGF2","RXRA"
"11712","FGF2","MDM2"
"11713","FGF6","ATF2"
"11714","FGF6","ATF6B"
"11715","FGF6","BRCA1"
"11716","FGF6","CCND1"
"11717","FGF6","CDKN1A"
"11718","FGF6","CREB1"
"11719","FGF6","CREB3"
"11720","FGF6","CREB3L1"
"11721","FGF6","CREB3L2"
"11722","FGF6","CREB3L3"
"11723","FGF6","CREB3L4"
"11724","FGF6","CREB5"
"11725","FGF6","FOXO3"
"11726","FGF6","MYB"
"11727","FGF6","NR4A1"
"11728","FGF6","RBL2"
"11729","FGF6","RXRA"
"11730","FGF6","MDM2"
"11731","IL4R","AKT1"
"11732","IL4R","AKT2"
"11733","IL4R","AKT3"
"11734","IL4R","ATF2"
"11735","IL4R","ATF4"
"11736","IL4R","ATF6B"
"11737","IL4R","BRCA1"
"11738","IL4R","CCND1"
"11739","IL4R","CDKN1A"
"11740","IL4R","CREB1"
"11741","IL4R","CREB3"
"11742","IL4R","CREB3L1"
"11743","IL4R","CREB3L2"
"11744","IL4R","CREB3L3"
"11745","IL4R","CREB3L4"
"11746","IL4R","CREB5"
"11747","IL4R","FOXO3"
"11748","IL4R","IKBKB"
"11749","IL4R","IKBKG"
"11750","IL4R","MAPK1"
"11751","IL4R","MAPK3"
"11752","IL4R","MYB"
"11753","IL4R","MYC"
"11754","IL4R","NFKB1"
"11755","IL4R","NR4A1"
"11756","IL4R","PRKCA"
"11757","IL4R","RBL2"
"11758","IL4R","RELA"
"11759","IL4R","RXRA"
"11760","IL4R","TP53"
"11761","IL4R","MDM2"
"11762","EGF","ATF2"
"11763","EGF","ATF6B"
"11764","EGF","BRCA1"
"11765","EGF","CREB1"
"11766","EGF","CREB3"
"11767","EGF","CREB3L1"
"11768","EGF","CREB3L2"
"11769","EGF","CREB3L3"
"11770","EGF","CREB3L4"
"11771","EGF","CREB5"
"11772","EGF","MYB"
"11773","EGF","NR4A1"
"11774","EGF","RXRA"
"11775","EGF","MDM2"
"11776","ITGA2B","AKT1"
"11777","ITGA2B","AKT2"
"11778","ITGA2B","AKT3"
"11779","ITGA2B","ATF2"
"11780","ITGA2B","ATF4"
"11781","ITGA2B","ATF6B"
"11782","ITGA2B","BRCA1"
"11783","ITGA2B","CCND1"
"11784","ITGA2B","CDKN1A"
"11785","ITGA2B","CREB1"
"11786","ITGA2B","CREB3"
"11787","ITGA2B","CREB3L1"
"11788","ITGA2B","CREB3L2"
"11789","ITGA2B","CREB3L3"
"11790","ITGA2B","CREB3L4"
"11791","ITGA2B","CREB5"
"11792","ITGA2B","FOXO3"
"11793","ITGA2B","IKBKB"
"11794","ITGA2B","IKBKG"
"11795","ITGA2B","MAPK1"
"11796","ITGA2B","MAPK3"
"11797","ITGA2B","MYB"
"11798","ITGA2B","MYC"
"11799","ITGA2B","NFKB1"
"11800","ITGA2B","NR4A1"
"11801","ITGA2B","PRKCA"
"11802","ITGA2B","RBL2"
"11803","ITGA2B","RELA"
"11804","ITGA2B","RXRA"
"11805","ITGA2B","TP53"
"11806","ITGA2B","MDM2"
"11807","IGF1","ATF2"
"11808","IGF1","ATF6B"
"11809","IGF1","BRCA1"
"11810","IGF1","CREB1"
"11811","IGF1","CREB3"
"11812","IGF1","CREB3L1"
"11813","IGF1","CREB3L2"
"11814","IGF1","CREB3L3"
"11815","IGF1","CREB3L4"
"11816","IGF1","CREB5"
"11817","IGF1","MYB"
"11818","IGF1","NR4A1"
"11819","IGF1","RXRA"
"11820","IGF1","MDM2"
"11821","RELN","AKT1"
"11822","RELN","AKT2"
"11823","RELN","AKT3"
"11824","RELN","ATF2"
"11825","RELN","ATF4"
"11826","RELN","ATF6B"
"11827","RELN","BRCA1"
"11828","RELN","CCND1"
"11829","RELN","CDKN1A"
"11830","RELN","CREB1"
"11831","RELN","CREB3"
"11832","RELN","CREB3L1"
"11833","RELN","CREB3L2"
"11834","RELN","CREB3L3"
"11835","RELN","CREB3L4"
"11836","RELN","CREB5"
"11837","RELN","FOXO3"
"11838","RELN","IKBKB"
"11839","RELN","IKBKG"
"11840","RELN","MAPK1"
"11841","RELN","MAPK3"
"11842","RELN","MYB"
"11843","RELN","MYC"
"11844","RELN","NFKB1"
"11845","RELN","NR4A1"
"11846","RELN","PRKCA"
"11847","RELN","RBL2"
"11848","RELN","RELA"
"11849","RELN","RXRA"
"11850","RELN","TP53"
"11851","RELN","MDM2"
"11852","THBS3","AKT1"
"11853","THBS3","AKT2"
"11854","THBS3","AKT3"
"11855","THBS3","ATF2"
"11856","THBS3","ATF4"
"11857","THBS3","ATF6B"
"11858","THBS3","BRCA1"
"11859","THBS3","CCND1"
"11860","THBS3","CDKN1A"
"11861","THBS3","CREB1"
"11862","THBS3","CREB3"
"11863","THBS3","CREB3L1"
"11864","THBS3","CREB3L2"
"11865","THBS3","CREB3L3"
"11866","THBS3","CREB3L4"
"11867","THBS3","CREB5"
"11868","THBS3","FOXO3"
"11869","THBS3","IKBKB"
"11870","THBS3","IKBKG"
"11871","THBS3","MAPK1"
"11872","THBS3","MAPK3"
"11873","THBS3","MYB"
"11874","THBS3","MYC"
"11875","THBS3","NFKB1"
"11876","THBS3","NR4A1"
"11877","THBS3","PRKCA"
"11878","THBS3","RBL2"
"11879","THBS3","RELA"
"11880","THBS3","RXRA"
"11881","THBS3","TP53"
"11882","THBS3","MDM2"
"11883","CSF1","ATF2"
"11884","CSF1","ATF6B"
"11885","CSF1","BRCA1"
"11886","CSF1","CCND1"
"11887","CSF1","CDKN1A"
"11888","CSF1","CREB1"
"11889","CSF1","CREB3"
"11890","CSF1","CREB3L1"
"11891","CSF1","CREB3L2"
"11892","CSF1","CREB3L3"
"11893","CSF1","CREB3L4"
"11894","CSF1","CREB5"
"11895","CSF1","FOXO3"
"11896","CSF1","MYB"
"11897","CSF1","NR4A1"
"11898","CSF1","RBL2"
"11899","CSF1","RXRA"
"11900","CSF1","MDM2"
"11901","FN1","AKT1"
"11902","FN1","AKT2"
"11903","FN1","AKT3"
"11904","FN1","ATF2"
"11905","FN1","ATF4"
"11906","FN1","ATF6B"
"11907","FN1","BRCA1"
"11908","FN1","CCND1"
"11909","FN1","CDKN1A"
"11910","FN1","CREB1"
"11911","FN1","CREB3"
"11912","FN1","CREB3L1"
"11913","FN1","CREB3L2"
"11914","FN1","CREB3L3"
"11915","FN1","CREB3L4"
"11916","FN1","CREB5"
"11917","FN1","FOXO3"
"11918","FN1","IKBKB"
"11919","FN1","IKBKG"
"11920","FN1","MAPK1"
"11921","FN1","MAPK3"
"11922","FN1","MYB"
"11923","FN1","MYC"
"11924","FN1","NFKB1"
"11925","FN1","NR4A1"
"11926","FN1","PRKCA"
"11927","FN1","RBL2"
"11928","FN1","RELA"
"11929","FN1","RXRA"
"11930","FN1","TP53"
"11931","FN1","MDM2"
"11932","ITGA4","AKT1"
"11933","ITGA4","AKT2"
"11934","ITGA4","AKT3"
"11935","ITGA4","ATF2"
"11936","ITGA4","ATF4"
"11937","ITGA4","ATF6B"
"11938","ITGA4","BRCA1"
"11939","ITGA4","CCND1"
"11940","ITGA4","CDKN1A"
"11941","ITGA4","CREB1"
"11942","ITGA4","CREB3"
"11943","ITGA4","CREB3L1"
"11944","ITGA4","CREB3L2"
"11945","ITGA4","CREB3L3"
"11946","ITGA4","CREB3L4"
"11947","ITGA4","CREB5"
"11948","ITGA4","FOXO3"
"11949","ITGA4","IKBKB"
"11950","ITGA4","IKBKG"
"11951","ITGA4","MAPK1"
"11952","ITGA4","MAPK3"
"11953","ITGA4","MYB"
"11954","ITGA4","MYC"
"11955","ITGA4","NFKB1"
"11956","ITGA4","NR4A1"
"11957","ITGA4","PRKCA"
"11958","ITGA4","RBL2"
"11959","ITGA4","RELA"
"11960","ITGA4","RXRA"
"11961","ITGA4","TP53"
"11962","ITGA4","MDM2"
"11963","BDNF","ATF2"
"11964","BDNF","ATF6B"
"11965","BDNF","BRCA1"
"11966","BDNF","CCND1"
"11967","BDNF","CDKN1A"
"11968","BDNF","CREB1"
"11969","BDNF","CREB3"
"11970","BDNF","CREB3L1"
"11971","BDNF","CREB3L2"
"11972","BDNF","CREB3L3"
"11973","BDNF","CREB3L4"
"11974","BDNF","CREB5"
"11975","BDNF","FOXO3"
"11976","BDNF","MYB"
"11977","BDNF","NR4A1"
"11978","BDNF","RBL2"
"11979","BDNF","RXRA"
"11980","BDNF","MDM2"
"11981","IL2RG","AKT1"
"11982","IL2RG","AKT2"
"11983","IL2RG","AKT3"
"11984","IL2RG","ATF2"
"11985","IL2RG","ATF4"
"11986","IL2RG","ATF6B"
"11987","IL2RG","BRCA1"
"11988","IL2RG","CCND1"
"11989","IL2RG","CDKN1A"
"11990","IL2RG","CREB1"
"11991","IL2RG","CREB3"
"11992","IL2RG","CREB3L1"
"11993","IL2RG","CREB3L2"
"11994","IL2RG","CREB3L3"
"11995","IL2RG","CREB3L4"
"11996","IL2RG","CREB5"
"11997","IL2RG","FOXO3"
"11998","IL2RG","IKBKB"
"11999","IL2RG","IKBKG"
"12000","IL2RG","MAPK1"
"12001","IL2RG","MAPK3"
"12002","IL2RG","MYB"
"12003","IL2RG","MYC"
"12004","IL2RG","NFKB1"
"12005","IL2RG","NR4A1"
"12006","IL2RG","PRKCA"
"12007","IL2RG","RBL2"
"12008","IL2RG","RELA"
"12009","IL2RG","RXRA"
"12010","IL2RG","TP53"
"12011","IL2RG","MDM2"
"12012","PDGFB","ATF2"
"12013","PDGFB","ATF6B"
"12014","PDGFB","BRCA1"
"12015","PDGFB","CCND1"
"12016","PDGFB","CDKN1A"
"12017","PDGFB","CREB1"
"12018","PDGFB","CREB3"
"12019","PDGFB","CREB3L1"
"12020","PDGFB","CREB3L2"
"12021","PDGFB","CREB3L3"
"12022","PDGFB","CREB3L4"
"12023","PDGFB","CREB5"
"12024","PDGFB","MYB"
"12025","PDGFB","NR4A1"
"12026","PDGFB","RBL2"
"12027","PDGFB","RXRA"
"12028","PDGFB","MDM2"
"12029","COL4A4","AKT1"
"12030","COL4A4","AKT2"
"12031","COL4A4","AKT3"
"12032","COL4A4","ATF2"
"12033","COL4A4","ATF4"
"12034","COL4A4","ATF6B"
"12035","COL4A4","BRCA1"
"12036","COL4A4","CCND1"
"12037","COL4A4","CDKN1A"
"12038","COL4A4","CREB1"
"12039","COL4A4","CREB3"
"12040","COL4A4","CREB3L1"
"12041","COL4A4","CREB3L2"
"12042","COL4A4","CREB3L3"
"12043","COL4A4","CREB3L4"
"12044","COL4A4","CREB5"
"12045","COL4A4","FOXO3"
"12046","COL4A4","IKBKB"
"12047","COL4A4","IKBKG"
"12048","COL4A4","MAPK1"
"12049","COL4A4","MAPK3"
"12050","COL4A4","MYB"
"12051","COL4A4","MYC"
"12052","COL4A4","NFKB1"
"12053","COL4A4","NR4A1"
"12054","COL4A4","PRKCA"
"12055","COL4A4","RBL2"
"12056","COL4A4","RELA"
"12057","COL4A4","RXRA"
"12058","COL4A4","TP53"
"12059","COL4A4","MDM2"
"12060","COL6A2","AKT1"
"12061","COL6A2","AKT2"
"12062","COL6A2","AKT3"
"12063","COL6A2","ATF2"
"12064","COL6A2","ATF4"
"12065","COL6A2","ATF6B"
"12066","COL6A2","BRCA1"
"12067","COL6A2","CCND1"
"12068","COL6A2","CDKN1A"
"12069","COL6A2","CREB1"
"12070","COL6A2","CREB3"
"12071","COL6A2","CREB3L1"
"12072","COL6A2","CREB3L2"
"12073","COL6A2","CREB3L3"
"12074","COL6A2","CREB3L4"
"12075","COL6A2","CREB5"
"12076","COL6A2","FOXO3"
"12077","COL6A2","IKBKB"
"12078","COL6A2","IKBKG"
"12079","COL6A2","MAPK1"
"12080","COL6A2","MAPK3"
"12081","COL6A2","MYB"
"12082","COL6A2","MYC"
"12083","COL6A2","NFKB1"
"12084","COL6A2","NR4A1"
"12085","COL6A2","PRKCA"
"12086","COL6A2","RBL2"
"12087","COL6A2","RELA"
"12088","COL6A2","RXRA"
"12089","COL6A2","TP53"
"12090","COL6A2","MDM2"
"12091","ITGB7","AKT1"
"12092","ITGB7","AKT2"
"12093","ITGB7","AKT3"
"12094","ITGB7","ATF2"
"12095","ITGB7","ATF4"
"12096","ITGB7","ATF6B"
"12097","ITGB7","BRCA1"
"12098","ITGB7","CCND1"
"12099","ITGB7","CDKN1A"
"12100","ITGB7","CREB1"
"12101","ITGB7","CREB3"
"12102","ITGB7","CREB3L1"
"12103","ITGB7","CREB3L2"
"12104","ITGB7","CREB3L3"
"12105","ITGB7","CREB3L4"
"12106","ITGB7","CREB5"
"12107","ITGB7","FOXO3"
"12108","ITGB7","IKBKB"
"12109","ITGB7","IKBKG"
"12110","ITGB7","MAPK1"
"12111","ITGB7","MAPK3"
"12112","ITGB7","MYB"
"12113","ITGB7","MYC"
"12114","ITGB7","NFKB1"
"12115","ITGB7","NR4A1"
"12116","ITGB7","PRKCA"
"12117","ITGB7","RBL2"
"12118","ITGB7","RELA"
"12119","ITGB7","RXRA"
"12120","ITGB7","TP53"
"12121","ITGB7","MDM2"
"12122","ITGA8","AKT1"
"12123","ITGA8","AKT2"
"12124","ITGA8","AKT3"
"12125","ITGA8","ATF2"
"12126","ITGA8","ATF4"
"12127","ITGA8","ATF6B"
"12128","ITGA8","BRCA1"
"12129","ITGA8","CCND1"
"12130","ITGA8","CDKN1A"
"12131","ITGA8","CREB1"
"12132","ITGA8","CREB3"
"12133","ITGA8","CREB3L1"
"12134","ITGA8","CREB3L2"
"12135","ITGA8","CREB3L3"
"12136","ITGA8","CREB3L4"
"12137","ITGA8","CREB5"
"12138","ITGA8","FOXO3"
"12139","ITGA8","IKBKB"
"12140","ITGA8","IKBKG"
"12141","ITGA8","MAPK1"
"12142","ITGA8","MAPK3"
"12143","ITGA8","MYB"
"12144","ITGA8","MYC"
"12145","ITGA8","NFKB1"
"12146","ITGA8","NR4A1"
"12147","ITGA8","PRKCA"
"12148","ITGA8","RBL2"
"12149","ITGA8","RELA"
"12150","ITGA8","RXRA"
"12151","ITGA8","TP53"
"12152","ITGA8","MDM2"
"12153","IGF1R","ATF2"
"12154","IGF1R","ATF6B"
"12155","IGF1R","BRCA1"
"12156","IGF1R","CREB1"
"12157","IGF1R","CREB3"
"12158","IGF1R","CREB3L1"
"12159","IGF1R","CREB3L2"
"12160","IGF1R","CREB3L3"
"12161","IGF1R","CREB3L4"
"12162","IGF1R","CREB5"
"12163","IGF1R","MYB"
"12164","IGF1R","NR4A1"
"12165","IGF1R","RXRA"
"12166","IGF1R","MDM2"
"12167","IFNAR1","AKT1"
"12168","IFNAR1","AKT2"
"12169","IFNAR1","AKT3"
"12170","IFNAR1","ATF2"
"12171","IFNAR1","ATF4"
"12172","IFNAR1","ATF6B"
"12173","IFNAR1","BRCA1"
"12174","IFNAR1","CCND1"
"12175","IFNAR1","CDKN1A"
"12176","IFNAR1","CREB1"
"12177","IFNAR1","CREB3"
"12178","IFNAR1","CREB3L1"
"12179","IFNAR1","CREB3L2"
"12180","IFNAR1","CREB3L3"
"12181","IFNAR1","CREB3L4"
"12182","IFNAR1","CREB5"
"12183","IFNAR1","FOXO3"
"12184","IFNAR1","IKBKB"
"12185","IFNAR1","IKBKG"
"12186","IFNAR1","MAPK1"
"12187","IFNAR1","MAPK3"
"12188","IFNAR1","MYB"
"12189","IFNAR1","MYC"
"12190","IFNAR1","NFKB1"
"12191","IFNAR1","NR4A1"
"12192","IFNAR1","PRKCA"
"12193","IFNAR1","RBL2"
"12194","IFNAR1","RELA"
"12195","IFNAR1","RXRA"
"12196","IFNAR1","TP53"
"12197","IFNAR1","MDM2"
"12198","IL6","ATF2"
"12199","IL6","ATF4"
"12200","IL6","ATF6B"
"12201","IL6","BRCA1"
"12202","IL6","CREB1"
"12203","IL6","CREB3"
"12204","IL6","CREB3L1"
"12205","IL6","CREB3L2"
"12206","IL6","CREB3L3"
"12207","IL6","CREB3L4"
"12208","IL6","CREB5"
"12209","IL6","IKBKB"
"12210","IL6","IKBKG"
"12211","IL6","MYB"
"12212","IL6","MYC"
"12213","IL6","NFKB1"
"12214","IL6","NR4A1"
"12215","IL6","RELA"
"12216","IL6","RXRA"
"12217","IL6","TP53"
"12218","IL6","MDM2"
"12219","IL7R","AKT1"
"12220","IL7R","AKT2"
"12221","IL7R","AKT3"
"12222","IL7R","ATF2"
"12223","IL7R","ATF4"
"12224","IL7R","ATF6B"
"12225","IL7R","BRCA1"
"12226","IL7R","CCND1"
"12227","IL7R","CDKN1A"
"12228","IL7R","CREB1"
"12229","IL7R","CREB3"
"12230","IL7R","CREB3L1"
"12231","IL7R","CREB3L2"
"12232","IL7R","CREB3L3"
"12233","IL7R","CREB3L4"
"12234","IL7R","CREB5"
"12235","IL7R","FOXO3"
"12236","IL7R","IKBKB"
"12237","IL7R","IKBKG"
"12238","IL7R","MAPK1"
"12239","IL7R","MAPK3"
"12240","IL7R","MYB"
"12241","IL7R","MYC"
"12242","IL7R","NFKB1"
"12243","IL7R","NR4A1"
"12244","IL7R","PRKCA"
"12245","IL7R","RBL2"
"12246","IL7R","RELA"
"12247","IL7R","RXRA"
"12248","IL7R","TP53"
"12249","IL7R","MDM2"
"12250","NGFR","ATF2"
"12251","NGFR","ATF6B"
"12252","NGFR","BRCA1"
"12253","NGFR","CCND1"
"12254","NGFR","CDKN1A"
"12255","NGFR","CREB1"
"12256","NGFR","CREB3"
"12257","NGFR","CREB3L1"
"12258","NGFR","CREB3L2"
"12259","NGFR","CREB3L3"
"12260","NGFR","CREB3L4"
"12261","NGFR","CREB5"
"12262","NGFR","FOXO3"
"12263","NGFR","MYB"
"12264","NGFR","NR4A1"
"12265","NGFR","RBL2"
"12266","NGFR","RXRA"
"12267","NGFR","MDM2"
"12268","HGF","ATF2"
"12269","HGF","ATF6B"
"12270","HGF","BRCA1"
"12271","HGF","CCND1"
"12272","HGF","CDKN1A"
"12273","HGF","CREB1"
"12274","HGF","CREB3"
"12275","HGF","CREB3L1"
"12276","HGF","CREB3L2"
"12277","HGF","CREB3L3"
"12278","HGF","CREB3L4"
"12279","HGF","CREB5"
"12280","HGF","MYB"
"12281","HGF","NR4A1"
"12282","HGF","RBL2"
"12283","HGF","RXRA"
"12284","HGF","MDM2"
"12285","ITGA7","AKT1"
"12286","ITGA7","AKT2"
"12287","ITGA7","AKT3"
"12288","ITGA7","ATF2"
"12289","ITGA7","ATF4"
"12290","ITGA7","ATF6B"
"12291","ITGA7","BRCA1"
"12292","ITGA7","CCND1"
"12293","ITGA7","CDKN1A"
"12294","ITGA7","CREB1"
"12295","ITGA7","CREB3"
"12296","ITGA7","CREB3L1"
"12297","ITGA7","CREB3L2"
"12298","ITGA7","CREB3L3"
"12299","ITGA7","CREB3L4"
"12300","ITGA7","CREB5"
"12301","ITGA7","FOXO3"
"12302","ITGA7","IKBKB"
"12303","ITGA7","IKBKG"
"12304","ITGA7","MAPK1"
"12305","ITGA7","MAPK3"
"12306","ITGA7","MYB"
"12307","ITGA7","MYC"
"12308","ITGA7","NFKB1"
"12309","ITGA7","NR4A1"
"12310","ITGA7","PRKCA"
"12311","ITGA7","RBL2"
"12312","ITGA7","RELA"
"12313","ITGA7","RXRA"
"12314","ITGA7","TP53"
"12315","ITGA7","MDM2"
"12316","ITGA1","AKT1"
"12317","ITGA1","AKT2"
"12318","ITGA1","AKT3"
"12319","ITGA1","ATF2"
"12320","ITGA1","ATF4"
"12321","ITGA1","ATF6B"
"12322","ITGA1","BRCA1"
"12323","ITGA1","CCND1"
"12324","ITGA1","CDKN1A"
"12325","ITGA1","CREB1"
"12326","ITGA1","CREB3"
"12327","ITGA1","CREB3L1"
"12328","ITGA1","CREB3L2"
"12329","ITGA1","CREB3L3"
"12330","ITGA1","CREB3L4"
"12331","ITGA1","CREB5"
"12332","ITGA1","FOXO3"
"12333","ITGA1","IKBKB"
"12334","ITGA1","IKBKG"
"12335","ITGA1","MAPK1"
"12336","ITGA1","MAPK3"
"12337","ITGA1","MYB"
"12338","ITGA1","MYC"
"12339","ITGA1","NFKB1"
"12340","ITGA1","NR4A1"
"12341","ITGA1","PRKCA"
"12342","ITGA1","RBL2"
"12343","ITGA1","RELA"
"12344","ITGA1","RXRA"
"12345","ITGA1","TP53"
"12346","ITGA1","MDM2"
"12347","KIT","ATF2"
"12348","KIT","ATF6B"
"12349","KIT","BRCA1"
"12350","KIT","CCND1"
"12351","KIT","CDKN1A"
"12352","KIT","CREB1"
"12353","KIT","CREB3"
"12354","KIT","CREB3L1"
"12355","KIT","CREB3L2"
"12356","KIT","CREB3L3"
"12357","KIT","CREB3L4"
"12358","KIT","CREB5"
"12359","KIT","FOXO3"
"12360","KIT","MYB"
"12361","KIT","NR4A1"
"12362","KIT","RBL2"
"12363","KIT","RXRA"
"12364","KIT","MDM2"
"12365","INS","BRCA1"
"12366","INS","MYB"
"12367","INS","NR4A1"
"12368","INS","RXRA"
"12369","INS","MDM2"
"12370","FLT1","ATF2"
"12371","FLT1","ATF6B"
"12372","FLT1","BRCA1"
"12373","FLT1","CCND1"
"12374","FLT1","CDKN1A"
"12375","FLT1","CREB1"
"12376","FLT1","CREB3"
"12377","FLT1","CREB3L1"
"12378","FLT1","CREB3L2"
"12379","FLT1","CREB3L3"
"12380","FLT1","CREB3L4"
"12381","FLT1","CREB5"
"12382","FLT1","FOXO3"
"12383","FLT1","MYB"
"12384","FLT1","NR4A1"
"12385","FLT1","RBL2"
"12386","FLT1","RXRA"
"12387","FLT1","MDM2"
"12388","ITGA6","AKT1"
"12389","ITGA6","AKT2"
"12390","ITGA6","AKT3"
"12391","ITGA6","ATF2"
"12392","ITGA6","ATF4"
"12393","ITGA6","ATF6B"
"12394","ITGA6","BRCA1"
"12395","ITGA6","CCND1"
"12396","ITGA6","CDKN1A"
"12397","ITGA6","CREB1"
"12398","ITGA6","CREB3"
"12399","ITGA6","CREB3L1"
"12400","ITGA6","CREB3L2"
"12401","ITGA6","CREB3L3"
"12402","ITGA6","CREB3L4"
"12403","ITGA6","CREB5"
"12404","ITGA6","FOXO3"
"12405","ITGA6","IKBKB"
"12406","ITGA6","IKBKG"
"12407","ITGA6","MAPK1"
"12408","ITGA6","MAPK3"
"12409","ITGA6","MYB"
"12410","ITGA6","MYC"
"12411","ITGA6","NFKB1"
"12412","ITGA6","NR4A1"
"12413","ITGA6","PRKCA"
"12414","ITGA6","RBL2"
"12415","ITGA6","RELA"
"12416","ITGA6","RXRA"
"12417","ITGA6","TP53"
"12418","ITGA6","MDM2"
"12419","VEGFB","ATF2"
"12420","VEGFB","ATF6B"
"12421","VEGFB","BRCA1"
"12422","VEGFB","CCND1"
"12423","VEGFB","CDKN1A"
"12424","VEGFB","CREB1"
"12425","VEGFB","CREB3"
"12426","VEGFB","CREB3L1"
"12427","VEGFB","CREB3L2"
"12428","VEGFB","CREB3L3"
"12429","VEGFB","CREB3L4"
"12430","VEGFB","CREB5"
"12431","VEGFB","FOXO3"
"12432","VEGFB","MYB"
"12433","VEGFB","NR4A1"
"12434","VEGFB","RBL2"
"12435","VEGFB","RXRA"
"12436","VEGFB","MDM2"
"12437","LAMA2","AKT1"
"12438","LAMA2","AKT2"
"12439","LAMA2","AKT3"
"12440","LAMA2","ATF2"
"12441","LAMA2","ATF4"
"12442","LAMA2","ATF6B"
"12443","LAMA2","BRCA1"
"12444","LAMA2","CCND1"
"12445","LAMA2","CDKN1A"
"12446","LAMA2","CREB1"
"12447","LAMA2","CREB3"
"12448","LAMA2","CREB3L1"
"12449","LAMA2","CREB3L2"
"12450","LAMA2","CREB3L3"
"12451","LAMA2","CREB3L4"
"12452","LAMA2","CREB5"
"12453","LAMA2","FOXO3"
"12454","LAMA2","IKBKB"
"12455","LAMA2","IKBKG"
"12456","LAMA2","MAPK1"
"12457","LAMA2","MAPK3"
"12458","LAMA2","MYB"
"12459","LAMA2","MYC"
"12460","LAMA2","NFKB1"
"12461","LAMA2","NR4A1"
"12462","LAMA2","PRKCA"
"12463","LAMA2","RBL2"
"12464","LAMA2","RELA"
"12465","LAMA2","RXRA"
"12466","LAMA2","TP53"
"12467","LAMA2","MDM2"
"12468","TGFA","ATF2"
"12469","TGFA","ATF6B"
"12470","TGFA","BRCA1"
"12471","TGFA","CCND1"
"12472","TGFA","CREB1"
"12473","TGFA","CREB3"
"12474","TGFA","CREB3L1"
"12475","TGFA","CREB3L2"
"12476","TGFA","CREB3L3"
"12477","TGFA","CREB3L4"
"12478","TGFA","CREB5"
"12479","TGFA","MYB"
"12480","TGFA","NR4A1"
"12481","TGFA","RBL2"
"12482","TGFA","RXRA"
"12483","TGFA","MDM2"
"12484","CSF3","AKT1"
"12485","CSF3","AKT2"
"12486","CSF3","AKT3"
"12487","CSF3","ATF2"
"12488","CSF3","ATF4"
"12489","CSF3","ATF6B"
"12490","CSF3","BRCA1"
"12491","CSF3","CCND1"
"12492","CSF3","CDKN1A"
"12493","CSF3","CREB1"
"12494","CSF3","CREB3"
"12495","CSF3","CREB3L1"
"12496","CSF3","CREB3L2"
"12497","CSF3","CREB3L3"
"12498","CSF3","CREB3L4"
"12499","CSF3","CREB5"
"12500","CSF3","FOXO3"
"12501","CSF3","IKBKB"
"12502","CSF3","IKBKG"
"12503","CSF3","MAPK1"
"12504","CSF3","MAPK3"
"12505","CSF3","MYB"
"12506","CSF3","MYC"
"12507","CSF3","NFKB1"
"12508","CSF3","NR4A1"
"12509","CSF3","PRKCA"
"12510","CSF3","RBL2"
"12511","CSF3","RELA"
"12512","CSF3","RXRA"
"12513","CSF3","TP53"
"12514","CSF3","MDM2"
"12515","TEK","ATF2"
"12516","TEK","ATF6B"
"12517","TEK","BRCA1"
"12518","TEK","CCND1"
"12519","TEK","CDKN1A"
"12520","TEK","CREB1"
"12521","TEK","CREB3"
"12522","TEK","CREB3L1"
"12523","TEK","CREB3L2"
"12524","TEK","CREB3L3"
"12525","TEK","CREB3L4"
"12526","TEK","CREB5"
"12527","TEK","FOXO3"
"12528","TEK","MYB"
"12529","TEK","NR4A1"
"12530","TEK","RBL2"
"12531","TEK","RXRA"
"12532","TEK","MDM2"
"12533","KDR","ATF2"
"12534","KDR","ATF6B"
"12535","KDR","BRCA1"
"12536","KDR","CCND1"
"12537","KDR","CDKN1A"
"12538","KDR","CREB1"
"12539","KDR","CREB3"
"12540","KDR","CREB3L1"
"12541","KDR","CREB3L2"
"12542","KDR","CREB3L3"
"12543","KDR","CREB3L4"
"12544","KDR","CREB5"
"12545","KDR","MYB"
"12546","KDR","NR4A1"
"12547","KDR","RBL2"
"12548","KDR","RXRA"
"12549","KDR","MDM2"
"12550","FGFR4","ATF2"
"12551","FGFR4","ATF6B"
"12552","FGFR4","BRCA1"
"12553","FGFR4","CCND1"
"12554","FGFR4","CDKN1A"
"12555","FGFR4","CREB1"
"12556","FGFR4","CREB3"
"12557","FGFR4","CREB3L1"
"12558","FGFR4","CREB3L2"
"12559","FGFR4","CREB3L3"
"12560","FGFR4","CREB3L4"
"12561","FGFR4","CREB5"
"12562","FGFR4","FOXO3"
"12563","FGFR4","MYB"
"12564","FGFR4","NR4A1"
"12565","FGFR4","RBL2"
"12566","FGFR4","RXRA"
"12567","FGFR4","MDM2"
"12568","ITGA2","AKT1"
"12569","ITGA2","AKT2"
"12570","ITGA2","AKT3"
"12571","ITGA2","ATF2"
"12572","ITGA2","ATF4"
"12573","ITGA2","ATF6B"
"12574","ITGA2","BRCA1"
