"","ligand","receptor"
"1633","Col4a4","Gp6"
"1634","Col4a4","Itgb1,Itga10"
"1635","Col4a4","Itgb1,Itga11"
"1636","Col4a4","Itgb1,Itga1"
"1637","Col4a4","Itgb1,Itga2"
"1638","Col4a4","Itga3,Itgb1"
"1639","Col4a4","Itga9,Itgb1"
"1640","Col4a4","Itgav,Itgb8"
"1641","Col4a4","Itgb3"
"1642","Col4a4","Sdc1"
"1643","Col4a4","Sdc4"
"1644","Col4a5","Gp6"
"1645","Col4a5","Itgb1,Itga10"
"1646","Col4a5","Itgb1,Itga11"
"1647","Col4a5","Itgb1,Itga1"
"1648","Col4a5","Itgb1,Itga2"
"1649","Col4a5","Itga3,Itgb1"
"1650","Col4a5","Itga9,Itgb1"
"1651","Col4a5","Itgav,Itgb8"
"1652","Col4a5","Sdc1"
"1653","Col4a5","Sdc4"
"1654","Col4a6","Gp6"
"1655","Col4a6","Itgb1,Itga10"
"1656","Col4a6","Itgb1,Itga11"
"1657","Col4a6","Itgb1,Itga1"
"1658","Col4a6","Itgb1,Itga2"
"1659","Col4a6","Itga3,Itgb1"
"1660","Col4a6","Itga9,Itgb1"
"1661","Col4a6","Itgav,Itgb8"
"1662","Col4a6","Sdc1"
"1663","Col4a6","Sdc4"
"1664","Col5a1","Itgb1,Itga10"
"1665","Col5a1","Itgb1,Itga11"
"1666","Col5a1","Itgb1,Itga1"
"1667","Col5a1","Itgb1,Itga2"
"1668","Col5a1","Sdc3"
"1669","Col5a2","Ddr1"
"1670","Col5a2","Itgb1,Itga10"
"1671","Col5a2","Itgb1,Itga11"
"1672","Col5a2","Itgb1,Itga1"
"1673","Col5a2","Itgb1,Itga2"
"1674","Col5a3","Itgb1,Itga10"
"1675","Col5a3","Itgb1,Itga11"
"1676","Col5a3","Itgb1,Itga1"
"1677","Col5a3","Itgb1,Itga2"
"1678","Col5a3","Sdc3"
"1679","Col6a1","Gp6"
"1680","Col6a1","Itgb1,Itga10"
"1681","Col6a1","Itgb1,Itga11"
"1682","Col6a1","Itgb1,Itga1"
"1683","Col6a1","Itgb1,Itga2"
"1684","Col6a1","Itga3,Itgb1"
"1685","Col6a1","Itga6"
"1686","Col6a1","Itga9,Itgb1"
"1687","Col6a1","Itgav,Itgb8"
"1688","Col6a1","Sdc1"
"1689","Col6a1","Sdc4"
"1690","Col6a2","Gp6"
"1691","Col6a2","Itgb1,Itga10"
"1692","Col6a2","Itgb1,Itga11"
"1693","Col6a2","Itgb1,Itga1"
"1694","Col6a2","Itgb1,Itga2"
"1695","Col6a2","Itga3,Itgb1"
"1696","Col6a2","Itga9,Itgb1"
"1697","Col6a2","Itgav,Itgb8"
"1698","Col6a2","Sdc1"
"1699","Col6a2","Sdc4"
"1700","Col6a3","Gp6"
"1701","Col6a3","Itgb1,Itga10"
"1702","Col6a3","Itgb1,Itga11"
"1703","Col6a3","Itgb1,Itga1"
"1704","Col6a3","Itgb1,Itga2"
"1705","Col6a3","Itga3,Itgb1"
"1706","Col6a3","Itga9,Itgb1"
"1707","Col6a3","Itgav,Itgb8"
"1708","Col6a3","Sdc1"
"1709","Col6a3","Sdc4"
"1710","Col6a4","Gp6"
"1711","Col6a4","Itga10,Itgb1"
"1712","Col6a4","Itga11,Itgb1"
"1713","Col6a4","Itga1,Itgb1"
"1714","Col6a4","Itga2,Itgb1"
"1715","Col6a4","Itga3,Itgb1"
"1716","Col6a4","Itga9,Itgb1"
"1717","Col6a4","Itgav,Itgb8"
"1718","Col6a4","Sdc1"
"1719","Col6a4","Sdc4"
"1720","Col6a5","Gp6"
"1721","Col6a5","Itgb1,Itga10"
"1722","Col6a5","Itgb1,Itga11"
"1723","Col6a5","Itgb1,Itga1"
"1724","Col6a5","Itgb1,Itga2"
"1725","Col6a5","Itga3,Itgb1"
"1726","Col6a5","Itga9,Itgb1"
"1727","Col6a5","Itgav,Itgb8"
"1728","Col6a5","Sdc1"
"1729","Col6a5","Sdc4"
"1730","Col6a6","Gp6"
"1731","Col6a6","Itgb1,Itga10"
"1732","Col6a6","Itgb1,Itga11"
"1733","Col6a6","Itgb1,Itga1"
"1734","Col6a6","Itgb1,Itga2"
"1735","Col6a6","Itga3,Itgb1"
"1736","Col6a6","Itga9,Itgb1"
"1737","Col6a6","Itgav,Itgb8"
"1738","Col6a6","Sdc1"
"1739","Col6a6","Sdc4"
"1740","Col8a1","Itgb1,Itga10"
"1741","Col8a1","Itgb1,Itga11"
"1742","Col8a1","Itgb1,Itga1"
"1743","Col8a1","Itgb1,Itga2"
"1744","Col8a2","Itgb1,Itga10"
"1745","Col8a2","Itgb1,Itga11"
"1746","Col8a2","Itgb1,Itga1"
"1747","Col8a2","Itgb1,Itga2"
"1748","Col9a1","Gp6"
"1749","Col9a1","Itgb1,Itga10"
"1750","Col9a1","Itgb1,Itga11"
"1751","Col9a1","Itgb1,Itga1"
"1752","Col9a1","Itgb1,Itga2"
"1753","Col9a1","Itga3,Itgb1"
"1754","Col9a1","Itga9,Itgb1"
"1755","Col9a1","Itgav,Itgb8"
"1756","Col9a1","Mag"
"1757","Col9a1","Sdc1"
"1758","Col9a1","Sdc4"
"1759","Col9a2","Gp6"
"1760","Col9a2","Itgb1,Itga10"
"1761","Col9a2","Itgb1,Itga11"
"1762","Col9a2","Itgb1,Itga1"
"1763","Col9a2","Itgb1,Itga2"
"1764","Col9a2","Itga3,Itgb1"
"1765","Col9a2","Itga9,Itgb1"
"1766","Col9a2","Itgav,Itgb8"
"1767","Col9a2","Mag"
"1768","Col9a2","Sdc1"
"1769","Col9a2","Sdc4"
"1770","Col9a3","Gp6"
"1771","Col9a3","Itga10,Itgb1"
"1772","Col9a3","Itga11,Itgb1"
"1773","Col9a3","Itga1,Itgb1"
"1774","Col9a3","Itga2,Itgb1"
"1775","Col9a3","Itga3,Itgb1"
"1776","Col9a3","Itga9,Itgb1"
"1777","Col9a3","Itgav,Itgb8"
"1778","Col9a3","Mag"
"1779","Col9a3","Sdc1"
"1780","Col9a3","Sdc4"
"1781","Colq","Musk"
"1782","Comp","Itga2b"
"1783","Comp","Itga3,Itgb1"
"1784","Comp","Itga5"
"1785","Comp","Itga7"
"1786","Comp","Itgav,Itgb3"
"1787","Comp","Notch1"
"1788","Comp","Notch3"
"1789","Comp","Sdc1"
"1790","Comp","Sdc4"
"1791","Copa","Egfr"
"1792","Copa","Mtnr1b"
"1793","Copa","Ntrk1"
"1794","Copa","Ntsr2"
"1795","Copa","P2ry6"
"1796","Copa","Sort1"
"1797","Cort","Ghsr"
"1798","Cort","Grm7"
"1799","Cort","Mrgprx2"
"1800","Cort","Mtnr1a"
"1801","Cort","Sstr1"
"1802","Cort","Sstr2"
"1803","Cort","Sstr3"
"1804","Cort","Sstr4"
"1805","Cort","Sstr5"
"1806","Cp","Slc40a1"
"1807","Fcer2a","Cr2"
"1808","Ifna1","Cr2"
"1809","Crh","Crhr1"
"1810","Crh","Crhr2"
"1811","Crh","Gpr20"
"1812","Crh","Mc2r"
"1813","Crh","Pth1r"
"1814","Crh","Ramp2"
"1815","Crh","Ramp3"
"1816","Crh","Tshr"
"1817","Crh","Vipr1"
"1818","Ucn","Crhr1"
"1819","Ucn2","Crhr1"
"1820","Ucn3","Crhr1"
"1821","Ucn","Crhr2"
"1822","Ucn2","Crhr2"
"1823","Ucn3","Crhr2"
"1824","Epo","Crlf3"
"1825","Crp","Fcgr1"
"1826","Crp","Tlr4"
"1827","Csf1","Csf1r"
"1828","Il34,Csf1","Csf1r"
"1829","Csf1","Flt4"
"1830","Csf1","Sirpa"
"1831","Csf1","Slc7a1"
"1832","Csf2","Csf1r"
"1833","Csf3","Csf1r"
"1834","Il34","Csf1r"
"1835","Csf2","Csf2rb,Csf2ra"
"1836","Csf2","Csf3r"
"1837","Csf2","Itga9"
"1838","Csf2","Itgb1"
"1839","Csf2","Sdc2"
"1840","Il3","Csf2rb2"
"1841","Il3","Il3ra,Csf2rb"
"1842","Il5","Csf2rb,Il5ra"
"1843","Csf3","Csf3r"
"1844","Fgf1","Cspg4"
"1845","Cspg4","Itga2,Itgb1"
"1846","Cspg4","Itgb1,Itga3"
"1847","Cst3","Lrp2"
"1848","Ctf1","Lifr,Il6st"
"1849","Cthrc1","Fzd3"
"1850","Cthrc1","Fzd5"
"1851","Cthrc1","Fzd6"
"1852","Cthrc1","Ror2"
"1853","Icosl","Ctla4"
"1854","Ctsd","Lrp1"
"1855","Ctsg","F2r"
"1856","Ctsg","F2rl1"
"1857","Ctsg","F2rl2"
"1858","Ctsg","F2rl3"
"1859","Ctsg","Pard3"
"1860","Cubn","Lrp2"
"1861","Cx3cl1","Cx3cr1"
"1862","Cx3cl1","Itga4"
"1863","Cx3cl1","Itgav"
"1864","Cx3cl1","Itgb1"
"1865","Cx3cl1","Itgb3"
"1866","Cxadr","Cxadr"
"1867","Fam3c","Cxadr"
"1868","Lnx2","Cxadr"
"1869","Cxcl10","Cxcr3"
"1870","Cxcl10","Cxcr4"
"1871","Cxcl10","Dpp4"
"1872","Cxcl10","Grm7"
"1873","Cxcl10","Mtnr1a"
"1874","Cxcl10","Sdc4"
"1875","Cxcl10","Tlr4"
"1876","Cxcl11","Cxcr3"
"1877","Cxcl11","Dpp4"
"1878","Cxcl11","Grm7"
"1879","Cxcl11","Mtnr1a"
"1880","Cxcl12","Cxcr3"
"1881","Cxcl12","Cxcr4"
"1882","Cxcl12","Dpp4"
"1883","Cxcl12","Gpr17"
"1884","Cxcl12","Grm7"
"1885","Cxcl12","Itga4"
"1886","Cxcl12","Itga5"
"1887","Cxcl12","Itgav"
"1888","Cxcl12","Itgb1"
"1889","Cxcl12","Itgb3"
"1890","Cxcl12","Mtnr1a"
"1891","Cxcl12","Oprd1"
"1892","Cxcl12","Oprm1"
"1893","Cxcl12","Sdc4"
"1894","Cxcl13","Cxcr3"
"1895","Cxcl13","Cxcr5"
"1896","Cxcl13","Grm7"
"1897","Cxcl13","Htr2a"
"1898","Cxcl13","Mtnr1a"
"1899","Cxcl13","Oprd1"
"1900","Cxcl14","Cxcr4"
"1901","Cxcl17","Gpr35"
"1902","Cxcl1","Cxcr1"
"1903","Cxcl1","Cxcr2"
"1904","Cxcl2","Cxcr1"
"1905","Cxcl2","Cxcr2"
"1906","Cxcl3","Cxcr1"
"1907","Cxcl3","Cxcr2"
"1908","Cxcl3","Cxcr3"
"1909","Cxcl5","Cxcr1"
"1910","Cxcl5","Cxcr2"
"1911","Cxcl5","Grm7"
"1912","Cxcl5","Mtnr1a"
"1913","Cxcl9","Cxcr3"
"1914","Cxcl9","Dpp4"
"1915","Cxcl9","Grm7"
"1916","Cxcl9","Kir3dl1"
"1917","Cxcl9","Mtnr1a"
"1918","Ppbp","Cxcr1"
"1919","Ppbp","Cxcr2"
"1920","Selplg","Cxcr2"
"1921","Yars","Cxcr2"
"1922","Pf4","Cxcr3"
"1923","Hmgb1","Cxcr4"
"1924","Mif","Cxcr4"
"1925","Tff2","Cxcr4"
"1926","Tgfb1","Cxcr4"
"1927","Hspg2","Dag1"
"1928","Lama1","Dag1"
"1929","Lama2","Dag1"
"1930","Lama3","Dag1"
"1931","Dag1","Lama4"
"1932","Lama5","Dag1"
"1933","Lamb1","Dag1"
"1934","Lamb2","Dag1"
"1935","Lamb3","Dag1"
"1936","Lamc1","Dag1"
"1937","Lamc2","Dag1"
"1938","Lamc3","Dag1"
"1939","Tnf","Dag1"
"1940","Sema4b","Dcbld2"
"1941","Draxin","Dcc"
"1942","Dscam","Dcc"
"1943","Ntn1","Dcc"
"1944","Ntn3","Dcc"
"1945","Ntn4","Dcc"
"1946","Slit2","Dcc"
"1947","Fat4","Dchs1"
"1948","Dcn","Egfr"
"1949","Dcn","Erbb4"
"1950","Dcn","Met"
"1951","Dcn","Tlr2"
"1952","Dcn","Tlr4"
"1953","Ttr","Ddr1"
"1954","Dhh","Hhip"
"1955","Dhh","Ptch1"
"1956","Dhh","Ptch2"
"1957","Fstl1","Dip2a"
"1958","Dkk1","Kremen1"
"1959","Dkk1","Kremen2"
"1960","Dkk1","Lrp4"
"1961","Dkk1","Lrp5"
"1962","Dkk1","Lrp6"
"1963","Dkk2","Kremen1"
"1964","Dkk2","Kremen2"
"1965","Dkk2","Lrp5"
"1966","Dkk2","Lrp6"
"1967","Dkk3","Kremen1"
"1968","Dkk4","Kremen1"
"1969","Dkk4","Kremen2"
"1970","Dkk4","Lrp6"
"1971","Dlk1","Notch1"
"1972","Dlk1","Notch2"
"1973","Dlk1","Notch3"
"1974","Dlk1","Notch4"
"1975","Dlk2","Notch1"
"1976","Dll1","Notch1"
"1977","Dll1","Notch2"
"1978","Dll1","Notch3"
"1979","Dll1","Notch4"
"1980","Dll3","Notch1"
"1981","Dll3","Notch2"
"1982","Dll3","Notch3"
"1983","Dll3","Notch4"
"1984","Dll4","Notch1"
"1985","Dll4","Notch2"
"1986","Dll4","Notch3"
"1987","Dll4","Notch4"
"1988","Dmp1","Itgav,Itgb3"
"1989","Dmp1","Phex"
"1990","Dnajb11","Prtg"
"1991","Gcg","Dpp4"
"1992","Gip","Dpp4"
"1993","Npy","Dpp4"
"1994","Pyy","Dpp4"
"1995","Vip","Dpp4"
"1996","Dsg1b","Dsc1"
"1997","Dsc1","Dsg1c"
"1998","Dsc1","Dsg2"
"1999","Dsc1","Dsg3"
"2000","Dsc1","Dsg4"
"2001","Dsg1b","Dsc2"
"2002","Dsc2","Dsg1c"
"2003","Dsc2","Dsg2"
"2004","Dsc2","Dsg3"
"2005","Dsc2","Dsg4"
"2006","Dsg1b","Dsc3"
"2007","Dsg1c","Dsc3"
"2008","Dsg2","Dsc3"
"2009","Dsc3","Dsg3"
"2010","Dsc3","Dsg4"
"2011","Dspp","Itgav,Itgb1"
"2012","Dspp","Itgav,Itgb6"
"2013","Dusp18","Itga1"
"2014","Dusp18","Itga2"
"2015","Dusp18","Itga3"
"2016","Dusp18","Itga6"
"2017","Dusp18","Itga7"
"2018","Dusp18","Itgb1"
"2019","Dusp18","Itgb4"
"2020","Dusp18","Rpsa"
"2021","Qdpr","Dysf"
"2022","Ebi3,Il12a","Il6st,Il12rb2"
"2023","Ebi3,Il27","Il27ra,Il6st"
"2024","Ebi3","Il27ra,Il6st"
"2025","Ecm1","Itgb4"
"2026","Eda","Eda2r"
"2027","Eda","Edar"
"2028","Epo","Eda"
"2029","Edil3","Itgav"
"2030","Edil3","Itgb3"
"2031","Edil3","Itgb5"
"2032","Edn1","Ednra"
"2033","Edn1","Ednrb"
"2034","Edn1","Kel"
"2035","Edn2","Ednra"
"2036","Edn2","Ednrb"
"2037","Edn2","Kel"
"2038","Edn3","Ednra"
"2039","Edn3","Ednrb"
"2040","Edn3","Kel"
"2041","Lta","Ednra"
"2042","Gdnf","Ednrb"
"2043","Efemp1","Egfr"
"2044","Efemp2","Lingo1"
"2045","Efemp2","Plscr4"
"2046","Efna1","Epha1"
"2047","Efna1","Epha2"
"2048","Efna1","Epha3"
"2049","Efna1","Epha4"
"2050","Efna1","Epha5"
"2051","Efna1","Epha6"
"2052","Efna1","Epha7"
"2053","Efna1","Epha8"
"2054","Efna1","Ephb1"
"2055","Efna1","Ephb6"
"2056","Efna2","Epha1"
"2057","Efna2","Epha2"
"2058","Efna2","Epha3"
"2059","Efna2","Epha4"
"2060","Efna2","Epha5"
"2061","Efna2","Epha6"
"2062","Efna2","Epha7"
"2063","Efna2","Epha8"
"2064","Efna3","Epha1"
"2065","Efna3","Epha2"
"2066","Efna3","Epha3"
"2067","Efna3","Epha4"
"2068","Efna3","Epha5"
"2069","Efna3","Epha6"
"2070","Efna3","Epha7"
"2071","Efna3","Epha8"
"2072","Efna3","Ephb1"
"2073","Efna3","Ephb6"
"2074","Efna3","Erbb2"
"2075","Efna4","Epha1"
"2076","Efna4","Epha2"
"2077","Efna4","Epha3"
"2078","Efna4","Epha4"
"2079","Efna4","Epha5"
"2080","Efna4","Epha6"
"2081","Efna4","Epha7"
"2082","Efna4","Epha8"
"2083","Efna5","Epha1"
"2084","Efna5","Epha2"
"2085","Efna5","Epha3"
"2086","Efna5","Epha4"
"2087","Efna5","Epha5"
"2088","Efna5","Epha6"
"2089","Efna5","Epha7"
"2090","Efna5","Epha8"
"2091","Efna5","Ephb1"
"2092","Efna5","Ephb2"
"2093","Efna5","Ephb6"
"2094","Efnb1","Egfr"
"2095","Efnb1","Epha4"
"2096","Efnb1","Epha5"
"2097","Efnb1","Epha6"
"2098","Efnb1","Epha7"
"2099","Efnb1","Ephb1"
"2100","Efnb1","Ephb2"
"2101","Efnb1","Ephb3"
"2102","Efnb1","Ephb4"
"2103","Efnb1","Ephb6"
"2104","Efnb1","Erbb2"
"2105","Efnb2","Epha3"
"2106","Efnb2","Epha4"
"2107","Efnb2","Epha6"
"2108","Efnb2","Epha7"
"2109","Efnb2","Ephb1"
"2110","Ephb2","Efnb2"
"2111","Efnb2","Ephb3"
"2112","Efnb2","Ephb4"
"2113","Ephb6","Efnb2"
"2114","Epo","Efnb2"
"2115","Efnb2","Grm1"
"2116","Efnb2","Grm5"
"2117","Efnb2","Pecam1"
"2118","Efnb2","Rhbdl2"
"2119","Epha4","Efnb3"
"2120","Ephb1","Efnb3"
"2121","Ephb2","Efnb3"
"2122","Ephb3","Efnb3"
"2123","Ephb4","Efnb3"
"2124","Ephb6","Efnb3"
"2125","Efnb3","Rhbdl2"
"2126","Egf","Egfr"
"2127","Egf","Egfr,Erbb2"
"2128","Egf","Erbb3"
"2129","Egf","Erbb4"
"2130","Egf","Fshr"
"2131","Egf","Ldlr"
"2132","Egf","Lrp2"
"2133","Egf","Nrg1"
"2134","Egf","Nrp1"
"2135","Egfl7","Itgav"
"2136","Egfl7","Notch1"
"2137","Egfl7","Notch2"
"2138","Egfl7","Notch3"
"2139","Epgn","Egfr"
"2140","Ereg","Egfr,Erbb2"
"2141","Hbegf","Egfr,Erbb2"
"2142","Tgfa","Egfr,Erbb2"
"2143","Ereg","Egfr"
"2144","Fgf1","Egfr"
"2145","Fgl1","Egfr"
"2146","Gdf15","Egfr"
"2147","Grn","Egfr"
"2148","Egfr","Hbegf"
"2149","Hsp90aa1","Egfr"
"2150","Icam1","Egfr"
"2151","Il6","Egfr"
"2152","L1cam","Egfr"
"2153","Lrig1","Egfr"
"2154","Mif","Egfr"
"2155","Egfr","Nrg1"
"2156","Nrg4","Egfr"
"2157","Osm","Egfr"
"2158","Pgf","Egfr"
"2159","Postn","Egfr"
"2160","S100a4","Egfr"
"2161","Spink1","Egfr"
"2162","Tgfa","Egfr"
"2163","Tgfb1","Egfr"
"2164","Tnc","Egfr"
"2165","Tnfsf12","Egfr"
"2166","Vcan","Egfr"
"2167","Vegfa","Egfr"
"2168","Wnt3","Egfr"
"2169","Wnt9a","Egfr"
"2170","Zp3","Egfr"
"2171","Gdf2","Eng"
"2172","Inhba","Eng"
"2173","Tgfb1","Eng"
"2174","Tgfb2","Eng"
"2175","Tgfb3","Eng"
"2176","Enho","Gpr19"
"2177","Epcam","Epcam"
"2178","Fgfr2","Epha4"
"2179","Fgfr3","Epha4"
"2180","Fgfr4","Epha4"
"2181","Gpha2","Epha6"
"2182","Wnt5a","Epha7"
"2183","L1cam","Ephb2"
"2184","Mmp9","Ephb2"
"2185","Psen1","Ephb2"
"2186","Vegfa","Ephb2"
"2187","Epo","Ephb4"
"2188","Epo","Epor"
"2189","Epo","Mpl"
"2190","Kitl","Epor"
"2191","Nucb2","Erap1"
"2192","Nrg1","Erbb2,Erbb3"
"2193","Nrg2","Erbb2,Erbb3"
"2194","Ereg","Erbb2,Erbb4"
"2195","Hbegf","Erbb2,Erbb4"
"2196","Nrg1","Erbb2,Erbb4"
"2197","Nrg2","Erbb2,Erbb4"
"2198","Nrg3","Erbb2,Erbb4"
"2199","Nrg4","Erbb2,Erbb4"
"2200","Hrg","Erbb2"
"2201","L1cam","Erbb2"
"2202","Rps27a","Erbb2"
"2203","S100a4","Erbb2"
"2204","Sema4d","Erbb2"
"2205","Ereg","Erbb3"
"2206","Hbegf","Erbb3"
"2207","Hrg","Erbb3"
"2208","L1cam","Erbb3"
"2209","Erbb3","Nrg1"
"2210","Nrg2","Erbb3"
"2211","Nrg3","Erbb3"
"2212","Tgfa","Erbb3"
"2213","Ereg","Erbb4"
"2214","Hbegf","Erbb4"
"2215","Mmp7","Erbb4"
"2216","Nrg1","Erbb4"
"2217","Nrg2","Erbb4"
"2218","Nrg3","Erbb4"
"2219","Nrg4","Erbb4"
"2220","Psen1","Erbb4"
"2221","Tgfa","Erbb4"
"2222","Erfe","Lrp1"
"2223","Esam","Esam"
"2224","Selplg","Esam"
"2225","Vcam1","Ezr"
"2226","F10","F3"
"2227","F10","Itgb2,Itgam"
"2228","F11","Gp1ba"
"2229","F11r","F11r"
"2230","Itgb2,Itgal","F11r,Itgb2"
"2231","F11r","Jam2"
"2232","F11r","Jam3"
"2233","F12","Gp1ba"
"2234","F13a1","Itga4"
"2235","F13a1","Itga9"
"2236","F13a1","Itgb1"
"2237","F2","F2r"
"2238","F2","F2rl1"
"2239","F2","F2rl2"
"2240","F2","F2rl3"
"2241","F2","Gp1ba,Gp1bb"
"2242","F2","Gp9"
"2243","F2","Itga2b,Itgb3"
"2244","F2","Itgav,Itgb3"
"2245","F2","Pard3"
"2246","F2","Thbd"
"2247","Gm10334","F2r"
"2248","Gzma","F2r"
"2249","Plg","F2r"
"2250","Prss2","F2r"
"2251","Try10","F2r"
"2252","Try4","F2r"
"2253","Try5","F2r"
"2254","F7","F2rl1"
"2255","Gm10334","F2rl1"
"2256","Gzma","F2rl1"
"2257","Plg","F2rl1"
"2258","Prss2","F2rl1"
"2259","Try10","F2rl1"
"2260","Try4","F2rl1"
"2261","Try5","F2rl1"
"2262","Gm10334","F2rl2"
"2263","Gzma","F2rl2"
"2264","Prss2","F2rl2"
"2265","Try10","F2rl2"
"2266","Try4","F2rl2"
"2267","Try5","F2rl2"
"2268","Gm10334","F2rl3"
"2269","Gzma","F2rl3"
"2270","Plg","F2rl3"
"2271","Prss2","F2rl3"
"2272","Try10","F2rl3"
"2273","Try4","F2rl3"
"2274","Try5","F2rl3"
"2275","F7","F3"
"2276","Il6","F3"
"2277","Plg","F3"
"2278","Tfpi","F3"
"2279","F8","Ldlr"
"2280","F8","Lrp1"
"2281","F9","Lrp1"
"2282","Fabp5","Rxra"
"2283","Fam3b","Lrp5"
"2284","Fam3c","Ffar2"
"2285","Fam3c","Ffar3"
"2286","Fam3c","Glra2"
"2287","Fam3c","Kir3dl1"
"2288","Fam3c","Lamp1"
"2289","Fam3c","Lifr"
"2290","Fam3c","Pdcd1"
"2291","Fam3d","Fpr1"
"2292","Fam3d","Fpr2"
"2293","Npy","Fap"
"2294","Pyy","Fap"
"2295","Farp2","Plxna1"
"2296","Farp2","Plxna2"
"2297","Farp2","Plxna3"
"2298","Farp2","Plxna4"
"2299","Fasl","Fas"
"2300","Tnf","Fas"
"2301","Tnfsf13","Fas"
"2302","Tnfsf14","Fas"
"2303","Fasl","Tnfrsf1a"
"2304","Fbln1","Itgb1"
"2305","Fbln2","Itgb3"
"2306","Fbn1","Itgb1,Itga5"
"2307","Fbn1","Itgav"
"2308","Fbn1","Itgb3"
"2309","Fbn1","Itgb6"
"2310","Itgb2,Itgam","Fcer2a,Itgb2"
"2311","Itgav,Itgb3","Fcer2a,Itgb3"
"2312","Itgax,Itgb2","Fcer2a,Itgb2"
"2313","Hrg","Fcgr1"
"2314","Tnf","Ffar2"
"2315","Itga2b,Itgb3","Fga,Fgg,Fgb"
"2316","Itgb2,Itgam","Fga,Fgg,Fgb"
"2317","Itgax,Itgb2","Fga,Fgg,Fgb"
"2318","Fga","Itga5"
"2319","Fga","Itgad"
"2320","Fga","Itgav"
"2321","Fga","Itgb1"
"2322","Fga","Plaur"
"2323","Fga","Tlr4"
"2324","Fgb","Itga5"
"2325","Fgb","Itgav"
"2326","Fgb","Itgb1"
"2327","Fgb","Tlr4"
"2328","Fgf10","Fgfr1"
"2329","Fgf10","Fgfr2"
"2330","Fgf10","Fgfr3"
"2331","Fgf10","Fgfr4"
"2332","Fgf10","Fgfrl1"
"2333","Fgf11","Fgfr1"
"2334","Fgf11","Fgfr2"
"2335","Fgf11","Fgfr3"
"2336","Fgf11","Fgfr4"
"2337","Fgf12","Fgfr1"
"2338","Fgf12","Fgfr2"
"2339","Fgf12","Fgfr3"
"2340","Fgf12","Fgfr4"
"2341","Fgf13","Fgfr1"
"2342","Fgf13","Fgfr2"
"2343","Fgf13","Fgfr3"
"2344","Fgf13","Fgfr4"
"2345","Fgf13","Scn5a"
"2346","Fgf14","Fgfr1"
"2347","Fgf14","Fgfr2"
"2348","Fgf14","Fgfr3"
"2349","Fgf14","Fgfr4"
"2350","Fgf16","Fgfr1"
"2351","Fgf16","Fgfr2"
"2352","Fgf16","Fgfr3"
"2353","Fgf16","Fgfr4"
"2354","Fgf17","Fgfr1"
"2355","Fgf17","Fgfr2"
"2356","Fgf17","Fgfr3"
"2357","Fgf17","Fgfr4"
"2358","Fgf18","Fgfr1"
"2359","Fgf18","Fgfr2"
"2360","Fgf18","Fgfr3"
"2361","Fgf18","Fgfr4"
"2362","Fgf1","Fgfr1"
"2363","Fgf1","Fgfr2"
"2364","Fgf1","Fgfr3"
"2365","Fgf1","Fgfr4"
"2366","Fgf1","Fgfrl1"
"2367","Fgf1","Itgav,Itgb3"
"2368","Fgf1","Nrp1"
"2369","Fgf1","Tgfbr3"
"2370","Fgf20","Fgfr1"
"2371","Fgf20","Fgfr2"
"2372","Fgf20","Fgfr3"
"2373","Fgf20","Fgfr4"
"2374","Fgf21","Fgfr1"
"2375","Fgf21","Fgfr2"
"2376","Fgf21","Fgfr3"
"2377","Fgf21","Fgfr4"
"2378","Fgf21","Klb"
"2379","Fgf22","Fgfr1"
"2380","Fgf22","Fgfr2"
"2381","Fgf22","Fgfrl1"
"2382","Fgf23","Fgfr1"
"2383","Fgf23","Fgfr2"
"2384","Fgf23","Fgfr3"
"2385","Fgf23","Fgfr4"
"2386","Fgf23","Kl"
"2387","Fgf23","Phex"
"2388","Fgf2","Fgfr1"
"2389","Fgf2","Fgfr2"
"2390","Fgf2","Fgfr3"
"2391","Fgf2","Fgfr4"
"2392","Fgf2","Fgfrl1"
"2393","Fgf2","Gpc4"
"2394","Fgf2","Itgav,Itgb3"
"2395","Fgf2","Kit"
"2396","Fgf2","Lyve1"
"2397","Fgf2","Notch1"
"2398","Fgf2","Nrp1"
"2399","Fgf2","Ptprz1"
"2400","Fgf2","Sdc1"
"2401","Fgf2","Sdc2"
"2402","Fgf2","Sdc3"
"2403","Fgf2","Sdc4"
"2404","Fgf3","Fgfr1"
"2405","Fgf3","Fgfr2"
"2406","Fgf3","Fgfr3"
"2407","Fgf3","Fgfr4"
"2408","Fgf3","Fgfrl1"
"2409","Fgf4","Fgfr1"
"2410","Fgf4","Fgfr2"
"2411","Fgf4","Fgfr3"
"2412","Fgf4","Fgfr4"
"2413","Fgf4","Fgfrl1"
"2414","Fgf4","Nrp1"
"2415","Fgf5","Fgfr1"
"2416","Fgf5","Fgfr2"
"2417","Fgf5","Fgfr3"
"2418","Fgf5","Fgfr4"
"2419","Fgf6","Fgfr1"
"2420","Fgf6","Fgfr2"
"2421","Fgf6","Fgfr3"
"2422","Fgf6","Fgfr4"
"2423","Fgf6","Sdc4"
"2424","Fgf7","Fgfr1"
"2425","Fgf7","Fgfr2"
"2426","Fgf7","Fgfr3"
"2427","Fgf7","Fgfr4"
"2428","Fgf7","Nrp1"
"2429","Fgf8","Fgfr1"
"2430","Fgf8","Fgfr2"
"2431","Fgf8","Fgfr3"
"2432","Fgf8","Fgfr4"
"2433","Fgf8","Fgfrl1"
"2434","Fgf9","Fgfr1"
