"","ligand","receptor"
"2498","FGF2","FGFR4"
"2499","FGF2","FGFRL1"
"2500","FGF2","GPC4"
"2501","FGF2","ITGAV,ITGB3"
"2502","FGF2","NRP1"
"2503","FGF2","SDC1"
"2504","FGF2","SDC2"
"2505","FGF2","SDC3"
"2506","FGF2","SDC4"
"2507","FGF3","FGFR1"
"2508","FGF3","FGFR2"
"2509","FGF3","FGFR3"
"2510","FGF3","FGFR4"
"2511","FGF3","FGFRL1"
"2512","FGF4","FGFR1"
"2513","FGF4","FGFR2"
"2514","FGF4","FGFR3"
"2515","FGF4","FGFR4"
"2516","FGF4","FGFRL1"
"2517","FGF4","NRP1"
"2518","FGF5","FGFR1"
"2519","FGF5","FGFR2"
"2520","FGF5","FGFR3"
"2521","FGF5","FGFR4"
"2522","FGF6","FGFR1"
"2523","FGF6","FGFR2"
"2524","FGF6","FGFR3"
"2525","FGF6","FGFR4"
"2526","FGF6","SDC4"
"2527","FGF7","FGFR1"
"2528","FGF7","FGFR2"
"2529","FGF7","FGFR3"
"2530","FGF7","FGFR4"
"2531","FGF7","NRP1"
"2532","FGF8","FGFR1"
"2533","FGF8","FGFR2"
"2534","FGF8","FGFR3"
"2535","FGF8","FGFR4"
"2536","FGF8","FGFRL1"
"2537","FGF9","FGFR1"
"2538","FGF9","FGFR2"
"2539","FGF9","FGFR3"
"2540","FGF9","FGFR4"
"2541","FGFR2","FGFR1"
"2542","HSPG2","FGFR1"
"2543","KL","FGFR1"
"2544","MMP2","FGFR1"
"2545","NCAM1","FGFR1"
"2546","FGFR2","FGFR3"
"2547","L1CAM","FGFR2"
"2548","NCAM1","FGFR2"
"2549","FGFR2","NECTIN1"
"2550","PF4","FGFR2"
"2551","FGFR2","PTPRR"
"2552","FGFR2","ROS1"
"2553","RPS27A","FGFR2"
"2554","TFF1","FGFR2"
"2555","TIMP1","FGFR2"
"2556","FGFR2","XPR1"
"2557","FGFR3","NECTIN1"
"2558","FGFR4","PTPRR"
"2559","SCGB3A1","FGFR4"
"2560","FGFR4","TNFRSF10A"
"2561","FGG","ITGA5"
"2562","FGG","ITGAV"
"2563","FGG","ITGB1"
"2564","FGG","TLR4"
"2565","FGL1","LAG3"
"2566","LGI3","FLOT1"
"2567","SLIT1","FLRT3"
"2568","PGF","FLT1,KDR"
"2569","VEGFA","FLT1,KDR"
"2570","VEGFB","FLT1,KDR"
"2571","PDGFC","FLT1"
"2572","PGF","FLT1"
"2573","PIGF","FLT1"
"2574","PLG","FLT1"
"2575","VEGFA","FLT1"
"2576","VEGFB","FLT1"
"2577","VEGFC","FLT1"
"2578","VEGFD","FLT1"
"2579","FLT3LG","FLT3"
"2580","FN1","FLT4"
"2581","PDGFC","FLT4"
"2582","TNF","FLT4"
"2583","VEGFC","FLT4"
"2584","VEGFD","FLT4"
"2585","FN1","IL17RC"
"2586","FN1","ITGB1,ITGA10"
"2587","FN1","ITGB1,ITGA11"
"2588","FN1","ITGA2B,ITGB3"
"2589","FN1","ITGB1,ITGA2"
"2590","FN1","ITGB1,ITGA3"
"2591","FN1","ITGB1,ITGA4"
"2592","FN1","ITGB7,ITGA4"
"2593","FN1","ITGB1,ITGA5"
"2594","FN1","ITGA6"
"2595","FN1","ITGB1,ITGA8"
"2596","FN1","ITGA9"
"2597","FN1","ITGAV"
"2598","FN1","ITGB1,ITGAV"
"2599","FN1","ITGAV,ITGB3"
"2600","FN1","ITGB5,ITGAV"
"2601","FN1","ITGAV,ITGB6"
"2602","FN1","ITGAV,ITGB8"
"2603","FN1","MAG"
"2604","FN1","NT5E"
"2605","FN1","PLAUR"
"2606","FN1","ROBO4"
"2607","FN1","SDC1"
"2608","FN1","SDC2"
"2609","FN1","SDC4"
"2610","FN1","TMPRSS6"
"2611","FN1","TNFRSF11B"
"2612","FN1","TSHR"
"2613","FNDC5","ITGAV"
"2614","FNDC5","ITGB5"
"2615","SAA1","FPR1"
"2616","TAFA4","FPR1"
"2617","HEBP1","FPR2"
"2618","SAA1","FPR2"
"2619","HEBP1","FPR3"
"2620","FSHB","FSHR"
"2621","FSHB","GPR20"
"2622","FSHB","GPR84"
"2623","FSHB","PTH1R"
"2624","FSHB","RAMP2"
"2625","FSHB","RAMP3"
"2626","FSHB","TSHR"
"2627","FSHB","VIPR1"
"2628","FST","HJV"
"2629","GDF9","FXYD6"
"2630","FYN","SPN"
"2631","FYN","THY1"
"2632","WNT1","FZD10,LRP5"
"2633","WNT10A","FZD10,LRP5"
"2634","WNT10B","FZD10,LRP5"
"2635","WNT16","FZD10,LRP5"
"2636","WNT2","FZD10,LRP5"
"2637","WNT2B","FZD10,LRP5"
"2638","WNT3","FZD10,LRP5"
"2639","WNT3A","FZD10,LRP5"
"2640","WNT4","FZD10,LRP5"
"2641","WNT5B","FZD10,LRP5"
"2642","WNT6","FZD10,LRP5"
"2643","WNT7A","FZD10,LRP5"
"2644","WNT7B","FZD10,LRP5"
"2645","WNT8A","FZD10,LRP5"
"2646","WNT8B","FZD10,LRP5"
"2647","WNT9A","FZD10,LRP5"
"2648","WNT9B","FZD10,LRP5"
"2649","WNT1","FZD10,LRP6"
"2650","WNT10A","FZD10,LRP6"
"2651","WNT10B","FZD10,LRP6"
"2652","WNT16","FZD10,LRP6"
"2653","WNT2","FZD10,LRP6"
"2654","WNT2B","FZD10,LRP6"
"2655","WNT3","FZD10,LRP6"
"2656","WNT3A","FZD10,LRP6"
"2657","WNT4","FZD10,LRP6"
"2658","WNT5B","FZD10,LRP6"
"2659","WNT6","FZD10,LRP6"
"2660","WNT7A","FZD10,LRP6"
"2661","WNT7B","FZD10,LRP6"
"2662","WNT8A","FZD10,LRP6"
"2663","WNT8B","FZD10,LRP6"
"2664","WNT9A","FZD10,LRP6"
"2665","WNT9B","FZD10,LRP6"
"2666","MYOC","FZD10"
"2667","WNT11","FZD10"
"2668","WNT5A","FZD10"
"2669","WNT5B","FZD10"
"2670","WNT7B","FZD10"
"2671","WNT1","FZD1,LRP5"
"2672","WNT10A","FZD1,LRP5"
"2673","WNT10B","FZD1,LRP5"
"2674","WNT16","FZD1,LRP5"
"2675","WNT2","FZD1,LRP5"
"2676","WNT2B","FZD1,LRP5"
"2677","WNT3","FZD1,LRP5"
"2678","WNT3A","FZD1,LRP5"
"2679","WNT4","FZD1,LRP5"
"2680","WNT5B","FZD1,LRP5"
"2681","WNT6","FZD1,LRP5"
"2682","WNT7A","FZD1,LRP5"
"2683","WNT7B","FZD1,LRP5"
"2684","WNT8A","FZD1,LRP5"
"2685","WNT8B","FZD1,LRP5"
"2686","WNT9A","FZD1,LRP5"
"2687","WNT9B","FZD1,LRP5"
"2688","WNT1","FZD1,LRP6"
"2689","WNT10A","FZD1,LRP6"
"2690","WNT10B","FZD1,LRP6"
"2691","WNT16","FZD1,LRP6"
"2692","WNT2","FZD1,LRP6"
"2693","WNT2B","FZD1,LRP6"
"2694","WNT3","FZD1,LRP6"
"2695","WNT3A","FZD1,LRP6"
"2696","WNT4","FZD1,LRP6"
"2697","WNT5B","FZD1,LRP6"
"2698","WNT6","FZD1,LRP6"
"2699","WNT7A","FZD1,LRP6"
"2700","WNT7B","FZD1,LRP6"
"2701","WNT8A","FZD1,LRP6"
"2702","WNT8B","FZD1,LRP6"
"2703","WNT9A","FZD1,LRP6"
"2704","WNT9B","FZD1,LRP6"
"2705","MYOC","FZD1"
"2706","WNT1","FZD1"
"2707","WNT11","FZD1"
"2708","WNT2","FZD1"
"2709","WNT3","FZD1"
"2710","WNT3A","FZD1"
"2711","WNT4","FZD1"
"2712","WNT5A","FZD1"
"2713","WNT5B","FZD1"
"2714","WNT7B","FZD1"
"2715","WNT1","FZD2,LRP5"
"2716","WNT10A","FZD2,LRP5"
"2717","WNT10B","FZD2,LRP5"
"2718","WNT16","FZD2,LRP5"
"2719","WNT2","FZD2,LRP5"
"2720","WNT2B","FZD2,LRP5"
"2721","WNT3","FZD2,LRP5"
"2722","WNT3A","FZD2,LRP5"
"2723","WNT4","FZD2,LRP5"
"2724","WNT5B","FZD2,LRP5"
"2725","WNT6","FZD2,LRP5"
"2726","WNT7A","FZD2,LRP5"
"2727","WNT7B","FZD2,LRP5"
"2728","WNT8A","FZD2,LRP5"
"2729","WNT8B","FZD2,LRP5"
"2730","WNT9A","FZD2,LRP5"
"2731","WNT9B","FZD2,LRP5"
"2732","WNT1","FZD2,LRP6"
"2733","WNT10A","FZD2,LRP6"
"2734","WNT10B","FZD2,LRP6"
"2735","WNT16","FZD2,LRP6"
"2736","WNT2","FZD2,LRP6"
"2737","WNT2B","FZD2,LRP6"
"2738","WNT3","FZD2,LRP6"
"2739","WNT3A","FZD2,LRP6"
"2740","WNT4","FZD2,LRP6"
"2741","WNT5B","FZD2,LRP6"
"2742","WNT6","FZD2,LRP6"
"2743","WNT7A","FZD2,LRP6"
"2744","WNT7B","FZD2,LRP6"
"2745","WNT8A","FZD2,LRP6"
"2746","WNT8B","FZD2,LRP6"
"2747","WNT9A","FZD2,LRP6"
"2748","WNT9B","FZD2,LRP6"
"2749","SFRP1","FZD2"
"2750","WNT11","FZD2"
"2751","WNT2","FZD2"
"2752","WNT3A","FZD2"
"2753","WNT5A","FZD2"
"2754","WNT5B","FZD2"
"2755","WNT1","FZD3,LRP5"
"2756","WNT10A","FZD3,LRP5"
"2757","WNT10B","FZD3,LRP5"
"2758","WNT16","FZD3,LRP5"
"2759","WNT2","FZD3,LRP5"
"2760","WNT2B","FZD3,LRP5"
"2761","WNT3","FZD3,LRP5"
"2762","WNT3A","FZD3,LRP5"
"2763","WNT4","FZD3,LRP5"
"2764","WNT5B","FZD3,LRP5"
"2765","WNT6","FZD3,LRP5"
"2766","WNT7A","FZD3,LRP5"
"2767","WNT7B","FZD3,LRP5"
"2768","WNT8A","FZD3,LRP5"
"2769","WNT8B","FZD3,LRP5"
"2770","WNT9A","FZD3,LRP5"
"2771","WNT9B","FZD3,LRP5"
"2772","WNT1","FZD3,LRP6"
"2773","WNT10A","FZD3,LRP6"
"2774","WNT10B","FZD3,LRP6"
"2775","WNT16","FZD3,LRP6"
"2776","WNT2","FZD3,LRP6"
"2777","WNT2B","FZD3,LRP6"
"2778","WNT3","FZD3,LRP6"
"2779","WNT3A","FZD3,LRP6"
"2780","WNT4","FZD3,LRP6"
"2781","WNT5B","FZD3,LRP6"
"2782","WNT6","FZD3,LRP6"
"2783","WNT7A","FZD3,LRP6"
"2784","WNT7B","FZD3,LRP6"
"2785","WNT8A","FZD3,LRP6"
"2786","WNT8B","FZD3,LRP6"
"2787","WNT9A","FZD3,LRP6"
"2788","WNT9B","FZD3,LRP6"
"2789","MYOC","FZD3"
"2790","WNT1","FZD3"
"2791","WNT11","FZD3"
"2792","WNT2","FZD3"
"2793","WNT5A","FZD3"
"2794","WNT5B","FZD3"
"2795","WNT1","FZD4,LRP5"
"2796","WNT10A","FZD4,LRP5"
"2797","WNT10B","FZD4,LRP5"
"2798","WNT16","FZD4,LRP5"
"2799","WNT2","FZD4,LRP5"
"2800","WNT2B","FZD4,LRP5"
"2801","WNT3","FZD4,LRP5"
"2802","WNT3A","FZD4,LRP5"
"2803","WNT4","FZD4,LRP5"
"2804","WNT6","FZD4,LRP5"
"2805","WNT7A","FZD4,LRP5"
"2806","WNT7B","FZD4,LRP5"
"2807","WNT8A","FZD4,LRP5"
"2808","WNT8B","FZD4,LRP5"
"2809","WNT9A","FZD4,LRP5"
"2810","WNT9B","FZD4,LRP5"
"2811","WNT1","FZD4,LRP6"
"2812","WNT10A","FZD4,LRP6"
"2813","WNT10B","FZD4,LRP6"
"2814","WNT16","FZD4,LRP6"
"2815","WNT2","FZD4,LRP6"
"2816","WNT2B","FZD4,LRP6"
"2817","WNT3","FZD4,LRP6"
"2818","WNT3A","FZD4,LRP6"
"2819","WNT4","FZD4,LRP6"
"2820","WNT6","FZD4,LRP6"
"2821","WNT7A","FZD4,LRP6"
"2822","WNT7B","FZD4,LRP6"
"2823","WNT8A","FZD4,LRP6"
"2824","WNT8B","FZD4,LRP6"
"2825","WNT9A","FZD4,LRP6"
"2826","WNT9B","FZD4,LRP6"
"2827","MYOC","FZD4"
"2828","NDP","FZD4"
"2829","WNT11","FZD4"
"2830","WNT2","FZD4"
"2831","WNT2B","FZD4"
"2832","WNT5A","FZD4"
"2833","WNT5B","FZD4"
"2834","WNT7B","FZD4"
"2835","WNT1","FZD5,LRP5"
"2836","WNT10A","FZD5,LRP5"
"2837","WNT10B","FZD5,LRP5"
"2838","WNT16","FZD5,LRP5"
"2839","WNT2","FZD5,LRP5"
"2840","WNT2B","FZD5,LRP5"
"2841","WNT3","FZD5,LRP5"
"2842","WNT3A","FZD5,LRP5"
"2843","WNT4","FZD5,LRP5"
"2844","WNT5B","FZD5,LRP5"
"2845","WNT6","FZD5,LRP5"
"2846","WNT7A","FZD5,LRP5"
"2847","WNT7B","FZD5,LRP5"
"2848","WNT8A","FZD5,LRP5"
"2849","WNT8B","FZD5,LRP5"
"2850","WNT9A","FZD5,LRP5"
"2851","WNT9B","FZD5,LRP5"
"2852","WNT1","FZD5,LRP6"
"2853","WNT10A","FZD5,LRP6"
"2854","WNT10B","FZD5,LRP6"
"2855","WNT16","FZD5,LRP6"
"2856","WNT2","FZD5,LRP6"
"2857","WNT2B","FZD5,LRP6"
"2858","WNT3","FZD5,LRP6"
"2859","WNT3A","FZD5,LRP6"
"2860","WNT4","FZD5,LRP6"
"2861","WNT5B","FZD5,LRP6"
"2862","WNT6","FZD5,LRP6"
"2863","WNT7A","FZD5,LRP6"
"2864","WNT7B","FZD5,LRP6"
"2865","WNT8A","FZD5,LRP6"
"2866","WNT8B","FZD5,LRP6"
"2867","WNT9A","FZD5,LRP6"
"2868","WNT9B","FZD5,LRP6"
"2869","SFRP2","FZD5"
"2870","WNT11","FZD5"
"2871","WNT5A","FZD5"
"2872","WNT5B","FZD5"
"2873","WNT7A","FZD5"
"2874","WNT1","FZD6,LRP5"
"2875","WNT10A","FZD6,LRP5"
"2876","WNT10B","FZD6,LRP5"
"2877","WNT16","FZD6,LRP5"
"2878","WNT2","FZD6,LRP5"
"2879","WNT2B","FZD6,LRP5"
"2880","WNT3","FZD6,LRP5"
"2881","WNT3A","FZD6,LRP5"
"2882","WNT4","FZD6,LRP5"
"2883","WNT5B","FZD6,LRP5"
"2884","WNT6","FZD6,LRP5"
"2885","WNT7A","FZD6,LRP5"
"2886","WNT7B","FZD6,LRP5"
"2887","WNT8A","FZD6,LRP5"
"2888","WNT8B","FZD6,LRP5"
"2889","WNT9A","FZD6,LRP5"
"2890","WNT9B","FZD6,LRP5"
"2891","WNT1","FZD6,LRP6"
"2892","WNT10A","FZD6,LRP6"
"2893","WNT10B","FZD6,LRP6"
"2894","WNT16","FZD6,LRP6"
"2895","WNT2","FZD6,LRP6"
"2896","WNT2B","FZD6,LRP6"
"2897","WNT3","FZD6,LRP6"
"2898","WNT3A","FZD6,LRP6"
"2899","WNT4","FZD6,LRP6"
"2900","WNT5B","FZD6,LRP6"
"2901","WNT6","FZD6,LRP6"
"2902","WNT7A","FZD6,LRP6"
"2903","WNT7B","FZD6,LRP6"
"2904","WNT8A","FZD6,LRP6"
"2905","WNT8B","FZD6,LRP6"
"2906","WNT9A","FZD6,LRP6"
"2907","WNT9B","FZD6,LRP6"
"2908","SFRP1","FZD6"
"2909","WNT11","FZD6"
"2910","WNT4","FZD6"
"2911","WNT5A","FZD6"
"2912","WNT5B","FZD6"
"2913","WNT1","FZD7,LRP5"
"2914","WNT10A","FZD7,LRP5"
"2915","WNT10B","FZD7,LRP5"
"2916","WNT16","FZD7,LRP5"
"2917","WNT2","FZD7,LRP5"
"2918","WNT2B","FZD7,LRP5"
"2919","WNT3","FZD7,LRP5"
"2920","WNT3A","FZD7,LRP5"
"2921","WNT4","FZD7,LRP5"
"2922","WNT5B","FZD7,LRP5"
"2923","WNT6","FZD7,LRP5"
"2924","WNT7A","FZD7,LRP5"
"2925","WNT7B","FZD7,LRP5"
"2926","WNT8A","FZD7,LRP5"
"2927","WNT8B","FZD7,LRP5"
"2928","WNT9A","FZD7,LRP5"
"2929","WNT9B","FZD7,LRP5"
"2930","WNT1","FZD7,LRP6"
"2931","WNT10A","FZD7,LRP6"
"2932","WNT10B","FZD7,LRP6"
"2933","WNT16","FZD7,LRP6"
"2934","WNT2","FZD7,LRP6"
"2935","WNT2B","FZD7,LRP6"
"2936","WNT3","FZD7,LRP6"
"2937","WNT3A","FZD7,LRP6"
"2938","WNT4","FZD7,LRP6"
"2939","WNT5B","FZD7,LRP6"
"2940","WNT6","FZD7,LRP6"
"2941","WNT7A","FZD7,LRP6"
"2942","WNT7B","FZD7,LRP6"
"2943","WNT8A","FZD7,LRP6"
"2944","WNT8B","FZD7,LRP6"
"2945","WNT9A","FZD7,LRP6"
"2946","WNT9B","FZD7,LRP6"
"2947","MYOC","FZD7"
"2948","WNT11","FZD7"
"2949","WNT3","FZD7"
"2950","WNT5A","FZD7"
"2951","WNT5B","FZD7"
"2952","IGFBP4","FZD8"
"2953","WNT1","FZD8,LRP5"
"2954","WNT10A","FZD8,LRP5"
"2955","WNT10B","FZD8,LRP5"
"2956","WNT16","FZD8,LRP5"
"2957","WNT2","FZD8,LRP5"
"2958","WNT2B","FZD8,LRP5"
"2959","WNT3","FZD8,LRP5"
"2960","WNT3A","FZD8,LRP5"
"2961","WNT4","FZD8,LRP5"
"2962","WNT5B","FZD8,LRP5"
"2963","WNT6","FZD8,LRP5"
"2964","WNT7A","FZD8,LRP5"
"2965","WNT7B","FZD8,LRP5"
"2966","WNT8A","FZD8,LRP5"
"2967","WNT8B","FZD8,LRP5"
"2968","WNT9A","FZD8,LRP5"
"2969","WNT9B","FZD8,LRP5"
"2970","WNT1","FZD8,LRP6"
"2971","WNT10A","FZD8,LRP6"
"2972","WNT10B","FZD8,LRP6"
"2973","WNT16","FZD8,LRP6"
"2974","WNT2","FZD8,LRP6"
"2975","WNT2B","FZD8,LRP6"
"2976","WNT3","FZD8,LRP6"
"2977","WNT3A","FZD8,LRP6"
"2978","WNT4","FZD8,LRP6"
"2979","WNT5B","FZD8,LRP6"
"2980","WNT6","FZD8,LRP6"
"2981","WNT7A","FZD8,LRP6"
"2982","WNT7B","FZD8,LRP6"
"2983","WNT8A","FZD8,LRP6"
"2984","WNT8B","FZD8,LRP6"
"2985","WNT9A","FZD8,LRP6"
"2986","WNT9B","FZD8,LRP6"
"2987","RSPO1","FZD8"
"2988","RSPO3","FZD8"
"2989","WNT1","FZD8"
"2990","WNT11","FZD8"
"2991","WNT3A","FZD8"
"2992","WNT4","FZD8"
"2993","WNT5A","FZD8"
"2994","WNT5B","FZD8"
"2995","WNT1","FZD9,LRP5"
"2996","WNT10A","FZD9,LRP5"
"2997","WNT10B","FZD9,LRP5"
"2998","WNT16","FZD9,LRP5"
"2999","WNT2","FZD9,LRP5"
"3000","WNT2B","FZD9,LRP5"
"3001","WNT3","FZD9,LRP5"
"3002","WNT3A","FZD9,LRP5"
"3003","WNT4","FZD9,LRP5"
"3004","WNT5B","FZD9,LRP5"
"3005","WNT6","FZD9,LRP5"
"3006","WNT7A","FZD9,LRP5"
"3007","WNT7B","FZD9,LRP5"
"3008","WNT8A","FZD9,LRP5"
"3009","WNT8B","FZD9,LRP5"
"3010","WNT9A","FZD9,LRP5"
"3011","WNT9B","FZD9,LRP5"
"3012","WNT1","FZD9,LRP6"
"3013","WNT10A","FZD9,LRP6"
"3014","WNT10B","FZD9,LRP6"
"3015","WNT16","FZD9,LRP6"
"3016","WNT2","FZD9,LRP6"
"3017","WNT2B","FZD9,LRP6"
"3018","WNT3","FZD9,LRP6"
"3019","WNT3A","FZD9,LRP6"
"3020","WNT4","FZD9,LRP6"
"3021","WNT5B","FZD9,LRP6"
"3022","WNT6","FZD9,LRP6"
"3023","WNT7A","FZD9,LRP6"
"3024","WNT7B","FZD9,LRP6"
"3025","WNT8A","FZD9,LRP6"
"3026","WNT8B","FZD9,LRP6"
"3027","WNT9A","FZD9,LRP6"
"3028","WNT9B","FZD9,LRP6"
"3029","WNT1","FZD9"
"3030","WNT11","FZD9"
"3031","WNT2","FZD9"
"3032","WNT5A","FZD9"
"3033","WNT5B","FZD9"
"3034","WNT7A","FZD9"
"3035","GAD1","GRM4"
"3036","GALP","GALR1"
"3037","GALP","GALR2"
"3038","GALP","GALR3"
"3039","SPX","GALR2"
"3040","SPX","GALR3"
"3041","GAL","GALR1"
"3042","GAL","GALR2"
"3043","GAL","GALR3"
"3044","GAL","GPR151"
"3045","GAL","GRM7"
"3046","GAL","HLA-DPA1"
"3047","GAL","MTNR1A"
"3048","SHH","GAS1"
"3049","GAS6","MERTK"
"3050","GAS6","TYRO3"
"3051","GAST","GPR152"
"3052","GAST","KIR2DL3"
"3053","GCG","GCGR"
"3054","GCG","GIPR"
"3055","GCG","GLP1R"
"3056","GCG","GLP2R"
"3057","GCG","GPR20"
"3058","GCG","GPR84"
"3059","GCG","IDE"
"3060","GCG","PTH1R"
"3061","GCG","RAMP2"
"3062","GCG","RAMP3"
"3063","GCG","TSHR"
"3064","GCG","VIPR1"
"3065","GC","LRP2"
"3066","GDF15","GFRAL"
"3067","GDF15","RET"
"3068","GDF15","TGFBR2"
"3069","GDF1","HTR4"
"3070","GDF3","TDGF1"
"3071","GDF5","ROR2"
"3072","GDF9","ORAI2"
"3073","GDNF","GFRA1"
"3074","GDNF","RET,GFRA1"
"3075","GDNF","GFRA2,RET"
"3076","GDNF","GFRA3"
"3077","GDNF","NCAM1"
"3078","GDNF","SLC44A5"
"3079","NCAM1","GFRA1"
"3080","NRTN","GFRA1,RET"
"3081","PSPN","GFRA1"
"3082","NRTN","GFRA2"
"3083","NRTN","RET,GFRA2"
"3084","PSPN","GFRA2"
"3085","NRTN","GFRA3"
"3086","PSPN","GFRA3"
"3087","PSPN","GFRA4"
"3088","PSPN","RET,GFRA4"
"3089","GH1","GHR"
"3090","GH1","PRLR"
"3091","GH2","GHR"
"3092","GHRL","GHRHR"
"3093","GHRH","GHRHR"
"3094","GHRH","GHSR"
"3095","GHRH","GPR20"
"3096","GHRH","GPR84"
"3097","GHRH","PTH1R"
"3098","GHRH","RAMP2"
"3099","GHRH","RAMP3"
"3100","GHRH","TSHR"
"3101","GHRH","VIPR1"
"3102","GHRH","VIPR2"
"3103","GHRL","GHSR"
"3104","GHRL","GPR39"
"3105","GHRL","MLNR"
"3106","GHRL","PTGER3"
"3107","GHRL","PTGIR"
"3108","GHRL","TBXA2R"
"3109","LEAP2","GHSR"
"3110","GIP","GIPR"
"3111","GIP","GPR20"
"3112","GIP","GPR84"
"3113","GIP","INSR"
"3114","GIP","PTH1R"
"3115","GIP","RAMP2"
"3116","GIP","RAMP3"
"3117","GIP","TSHR"
"3118","GIP","VIPR1"
"3119","RTN4","GJB2"
"3120","SELE","GLG1"
"3121","GNRH1","GNRHR"
"3122","GNRH2","GNRHR"
"3123","VWF","GP1BA,GP1BB"
"3124","GP1BA","ITGB2,ITGAM"
"3125","KNG1","GP1BA"
"3126","VWF","GP5"
"3127","LTF","GP9"
"3128","VWF","GP9"
"3129","LAMA1","GPC1"
"3130","NRG1","GPC1"
"3131","SERPINC1","GPC1"
"3132","SHH","GPC1"
"3133","SLIT1","GPC1"
"3134","SLIT2","GPC1"
"3135","TDGF1","GPC1"
"3136","VEGFA","GPC1"
"3137","MDK","GPC2"
"3138","GPC3","IGF1R"
"3139","GPC3","LRP1"
"3140","GPC3","LRP2"
"3141","SHH","GPC5"
"3142","GPC6","LRP1"
"3143","GPC6","LRP2"
"3144","GPHA2","TSHR"
"3145","GPHB5","TSHR"
"3146","LPL","GPIHBP1"
"3147","GPI","NTRK1"
"3148","KNG1","GPR135"
"3149","IFNA8","GPR152"
"3150","IGF2","GPR152"
"3151","LTF","GPR162"
"3152","P4HB","GPR162"
"3153","TF","GPR162"
"3154","PCSK1N","GPR171"
"3155","IAPP","GPR20"
"3156","INSL3","GPR20"
"3157","LHB","GPR20"
"3158","NPS","GPR20"
"3159","POMC","GPR20"
"3160","PTH","GPR20"
"3161","PTH2","GPR20"
"3162","PTHLH","GPR20"
"3163","RLN2","GPR20"
"3164","RLN3","GPR20"
"3165","SCT","GPR20"
"3166","TSHB","GPR20"
"3167","VIP","GPR20"
"3168","RETN","GPR25"
"3169","PSAP","GPR37L1"
"3170","PSAP","GPR37"
"3171","NPY","GPR83"
"3172","PPY","GPR83"
"3173","PYY","GPR83"
"3174","IAPP","GPR84"
"3175","INSL3","GPR84"
"3176","LHB","GPR84"
"3177","NPS","GPR84"
"3178","POMC","GPR84"
"3179","PTH","GPR84"
"3180","PTH2","GPR84"
"3181","PTHLH","GPR84"
"3182","RLN2","GPR84"
"3183","RLN3","GPR84"
"3184","SCT","GPR84"
"3185","TSHB","GPR84"
"3186","VIP","GPR84"
"3187","SHBG","GPRC6A"
"3188","GREM1","KDR"
"3189","IL16","GRIN2A"
"3190","IL16","GRIN2B"
"3191","VEGFA","GRIN2B"
"3192","IL16","GRIN2C"
"3193","HRAS","GRIN2D"
"3194","HSPA1A","GRIN2D"
"3195","IL16","GRIN2D"
"3196","HEBP1","GRM7"
"3197","INSL5","GRM7"
"3198","KNG1","GRM7"
"3199","MT-RNR2","GRM7"
"3200","NMS","GRM7"
"3201","NMU","GRM7"
"3202","NPB","GRM7"
"3203","NPW","GRM7"
"3204","NPY","GRM7"
"3205","PDYN","GRM7"
"3206","PENK","GRM7"
"3207","PF4","GRM7"
"3208","PMCH","GRM7"
"3209","PNOC","GRM7"
"3210","POMC","GRM7"
"3211","PPBP","GRM7"
"3212","PPY","GRM7"
"3213","PYY","GRM7"
"3214","RLN3","GRM7"
"3215","SAA1","GRM7"
"3216","SST","GRM7"
"3217","GRN","NTRK1"
"3218","GRN","SORT1"
"3219","GRN","TNFRSF1A"
"3220","GRN","TNFRSF1B"
"3221","NMB","GRPR"
"3222","GRP","GRPR"
"3223","GRP","NMBR"
"3224","GSTM2","RYR2"
"3225","GSTO1","RYR1"
"3226","GSTP1","TRAF2"
"3227","IL2","GYPE"
"3228","GZMA","PARD3"
"3229","GZMB","IGF2R"
"3230","GZMB","PGRMC1"
"3231","HAS2","HMMR"
"3232","HAVCR1","HAVCR1"
"3233","TIMD4","HAVCR1"
"3234","HMGB1","HAVCR2"
"3235","LGALS9","HAVCR2"
"3236","HBEGF","PRLR"
"3237","HCRT","HCRTR1"
"3238","HCRT","HCRTR2"
"3239","HCRT","NPFFR2"
"3240","MICA","KLRK1,HCST"
"3241","MICB","KLRK1,HCST"
"3242","RAET1E","KLRK1,HCST"
"3243","RAET1G","KLRK1,HCST"
"3244","RAET1L","KLRK1,HCST"
"3245","KLRK1,HCST","ULBP1,HCST"
"3246","ULBP2","KLRK1,HCST"
"3247","ULBP3","KLRK1,HCST"
"3248","HDC","HRH1"
"3249","HDC","HRH2"
"3250","HDC","HRH3"
"3251","HDC","HRH4"
"3252","HEBP1","MTNR1A"
"3253","RGMA","HFE"
"3254","TF","HFE"
"3255","HGF","ITGB1"
"3256","HGF","MET"
"3257","HGF","NRP1"
"3258","HGF","SDC1"
"3259","HGF","SDC2"
"3260","HGF","ST14"
"3261","IHH","HHIP"
"3262","SHH","HHIP"
"3263","HHLA2","TMIGD2"
"3264","RGMA","HJV"
"3265","RGMB","HJV"
"3266","HLA-A","KIR2DL1"
"3267","HLA-A","KIR2DL3"
"3268","HLA-A","KIR3DL1"
"3269","HLA-A","KIR3DL2"
"3270","HLA-A","LILRA1"
"3271","HLA-A","LILRB1"
"3272","HLA-A","LILRB2"
"3273","HLA-B","KIR2DL3"
"3274","HLA-B","KIR3DL1"
"3275","HLA-B","KIR3DL2"
"3276","HLA-B","KLRD1"
"3277","HLA-B","LILRA1"
"3278","HLA-B","LILRB1"
