"","source","target"
"5305","Sp1","Socs3"
"5306","Sp1","Sod2"
"5307","Sp1","Sod3"
"5308","Sp1","Sp1"
"5309","Sp1","Sp4"
"5310","Sp1","Sparc"
"5311","Sp1","Src"
"5312","Sp1","Srebf1"
"5313","Sp1","St8sia1"
"5314","Sp1","Star"
"5315","Sp1","Sult1a1"
"5316","Sp1","Syn2"
"5317","Sp1","Tal1"
"5318","Sp1","Tec"
"5319","Sp1","Tert"
"5320","Sp1","Tesc"
"5321","Sp1","Tfap2c"
"5322","Sp1","Tgfbr2"
"5323","Sp1","Tgm1"
"5324","Sp1","Thra"
"5325","Sp1","Timp3"
"5326","Sp1","Tlr2"
"5327","Sp1","Tnf"
"5328","Sp1","Tnfaip3"
"5329","Sp1","Tnfsf11"
"5330","Sp1","Tnk1"
"5331","Sp1","Tpt1"
"5332","Sp1","Trf"
"5333","Sp1","Tspo"
"5334","Sp1","Txlng"
"5335","Sp1","Tyms"
"5336","Sp1","Ucp2"
"5337","Sp1","Ucp3"
"5338","Sp1","Vegfa"
"5339","Sp1","Wnt9a"
"5340","Sp1","Zbtb14"
"5341","Sp2","Alox8"
"5342","Sp2","B4galnt1"
"5343","Sp2","Col2a1"
"5344","Sp2","Dhfr"
"5345","Sp2","Ets1"
"5346","Sp2","Id3"
"5347","Sp2","Mgp"
"5348","Sp2","Pcyt1a"
"5349","Sp2","Ucp2"
"5350","Sp3","Acaca"
"5351","Sp3","Acsbg1"
"5352","Sp3","Acta2"
"5353","Sp3","Adcy4"
"5354","Sp3","Ahr"
"5355","Sp3","Alox8"
"5356","Sp3","Ang2"
"5357","Sp3","Angpt2"
"5358","Sp3","Bmp2"
"5359","Sp3","Bsg"
"5360","Sp3","Cdh5"
"5361","Sp3","Cdk5r1"
"5362","Sp3","Cdk5r2"
"5363","Sp3","Cdkn1a"
"5364","Sp3","Cebpa"
"5365","Sp3","Ces2c"
"5366","Sp3","Col2a1"
"5367","Sp3","Csf1"
"5368","Sp3","Dck"
"5369","Sp3","Dmd"
"5370","Sp3","Dnm1"
"5371","Sp3","Dnmt1"
"5372","Sp3","Epas1"
"5373","Sp3","Fbln1"
"5374","Sp3","Gabra6"
"5375","Sp3","Ghr"
"5376","Sp3","Gpc4"
"5377","Sp3","Hgf"
"5378","Sp3","Hmga2"
"5379","Sp3","Hrasls5"
"5380","Sp3","Ifitm5"
"5381","Sp3","Il10"
"5382","Sp3","Il6"
"5383","Sp3","Itga6"
"5384","Sp3","Kcnn3"
"5385","Sp3","Lama1"
"5386","Sp3","Lipe"
"5387","Sp3","Lmna"
"5388","Sp3","Lpl"
"5389","Sp3","Mapk1"
"5390","Sp3","Mertk"
"5391","Sp3","Met"
"5392","Sp3","Mgp"
"5393","Sp3","Riox2"
"5394","Sp3","Muc5ac"
"5395","Sp3","Nanog"
"5396","Sp3","Nes"
"5397","Sp3","Nos3"
"5398","Sp3","Nrgn"
"5399","Sp3","Oas1g"
"5400","Sp3","Oprd1"
"5401","Sp3","Oprm1"
"5402","Sp3","Pcyt1a"
"5403","Sp3","Pde6b"
"5404","Sp3","Pgr"
"5405","Sp3","Pla2g16"
"5406","Sp3","Prkra"
"5407","Sp3","Proc"
"5408","Sp3","Ptdss1"
"5409","Sp3","Ptgs2"
"5410","Sp3","Rac2"
"5411","Sp3","Ren1"
"5412","Sp3","Rest"
"5413","Sp3","Rho"
"5414","Sp3","Sdc1"
"5415","Sp3","Setdb1"
"5416","Sp3","Slc2a3"
"5417","Sp3","Slc9a2"
"5418","Sp3","Socs3"
"5419","Sp3","Sod3"
"5420","Sp3","Sp1"
"5421","Sp3","Star"
"5422","Sp3","Tal1"
"5423","Sp3","Tert"
"5424","Sp3","Tesc"
"5425","Sp3","Tfap2c"
"5426","Sp3","Tnk1"
"5427","Sp3","Tspo"
"5428","Sp3","Txlng"
"5429","Sp3","Ucp2"
"5430","Sp3","Ucp3"
"5431","Sp3","Vegfa"
"5432","Sp3","Zfp143"
"5433","Sp4","Cdk5r1"
"5434","Sp4","Gria1"
"5435","Sp4","Nrgn"
"5436","Sp4","Pde6b"
"5437","Sp4","Ptdss1"
"5438","Sp4","Rho"
"5439","Sp4","Slc9a2"
"5440","Sp4","Vegfa"
"5441","Sp5","Cdkn1a"
"5442","Sp7","Bglap"
"5443","Sp7","Bglap2"
"5444","Sp7","Col5a1"
"5445","Sp7","Col5a3"
"5446","Sp7","Ctnnb1"
"5447","Sp7","Dkk1"
"5448","Sp7","Dmp1"
"5449","Sp7","Dspp"
"5450","Sp7","Gja3"
"5451","Sp7","Ibsp"
"5452","Sp7","Ifitm5"
"5453","Sp7","Mir93"
"5454","Sp7","Sp7"
"5455","Sp7","Satb2"
"5456","Sp7","Sost"
"5457","Sp7","Spp1"
"5458","Sp7","Vegfa"
"5459","Sp8","Fgf10"
"5460","Sp8","Fgf8"
"5461","Sp8","Nr2f1"
"5462","Sp9","Fgf8"
"5463","Spdef","Birc5"
"5464","Spdef","Cdkn1a"
"5465","Spdef","Foxj1"
"5466","Spdef","Scgb1a1"
"5467","Spdef","Sftpc"
"5468","Spdef","Sox17"
"5469","Spen","Col2a1"
"5470","Spi1","Acp5"
"5471","Spi1","Aif1"
"5472","Spi1","Bcl2l11"
"5473","Spi1","Ccl5"
"5474","Spi1","Cd1d1"
"5475","Spi1","Csf1r"
"5476","Spi1","Dcstamp"
"5477","Spi1","Elane"
"5478","Spi1","Elf1"
"5479","Spi1","Fcer1g"
"5480","Spi1","Fes"
"5481","Spi1","Flt3"
"5482","Spi1","H2-Ab1"
"5483","Spi1","Igh"
"5484","Spi1","Ighm"
"5485","Spi1","Igl"
"5486","Spi1","Il1b"
"5487","Spi1","Il7r"
"5488","Spi1","Il9"
"5489","Spi1","Irf8"
"5490","Spi1","Itga2b"
"5491","Spi1","Itgb3"
"5492","Spi1","Med1"
"5493","Spi1","Mef2c"
"5494","Spi1","Mmp13"
"5495","Spi1","Mrc1"
"5496","Spi1","Ncf1"
"5497","Spi1","Ncf4"
"5498","Spi1","Nfkb1"
"5499","Spi1","Oprm1"
"5500","Spi1","Pirb"
"5501","Spi1","Ptgds"
"5502","Spi1","Ptprc"
"5503","Spi1","Ptpro"
"5504","Spi1","Scn8a"
"5505","Spi1","Tal1"
"5506","Spi1","Tal2"
"5507","Spi1","Tec"
"5508","Spi1","Tlr4"
"5509","Spi1","Tnf"
"5510","Spib","Blnk"
"5511","Spib","Fcer2a"
"5512","Spib","Igl"
"5513","Spib","Nfkb1"
"5514","Spib","P2ry10"
"5515","Spic","Cd5l"
"5516","Spic","Fcer2a"
"5517","Spic","Fcgr2b"
"5518","Spic","Mmp12"
"5519","Spic","Nfkb1"
"5520","Srebf1","Abca3"
"5521","Srebf1","Abcd2"
"5522","Srebf1","Acaca"
"5523","Srebf1","Acss2"
"5524","Srebf1","Adipoq"
"5525","Srebf1","Ankrd2"
"5526","Srebf1","Cd5l"
"5527","Srebf1","Cdkn1a"
"5528","Srebf1","Cidea"
"5529","Srebf1","Clu"
"5530","Srebf1","Cyp8b1"
"5531","Srebf1","Elovl3"
"5532","Srebf1","Elovl5"
"5533","Srebf1","Fabp6"
"5534","Srebf1","Fas"
"5535","Srebf1","Fasn"
"5536","Srebf1","Fbxw7"
"5537","Srebf1","Gck"
"5538","Srebf1","Gpam"
"5539","Srebf1","Hmgcr"
"5540","Srebf1","Hmox1"
"5541","Srebf1","Il17a"
"5542","Srebf1","Kcnj3"
"5543","Srebf1","Lep"
"5544","Srebf1","Lipe"
"5545","Srebf1","Mstn"
"5546","Srebf1","Nlrp1a"
"5547","Srebf1","Npc1"
"5548","Srebf1","Nr0b2"
"5549","Srebf1","Pla2g6"
"5550","Srebf1","Ppargc1a"
"5551","Srebf1","Ptgds"
"5552","Srebf1","Retn"
"5553","Srebf1","Scd1"
"5554","Srebf1","Slc2a4"
"5555","Srebf1","Thrsp"
"5556","Srebf2","Acss2"
"5557","Srebf2","Cdkn1a"
"5558","Srebf2","Cyp3a11"
"5559","Srebf2","Fabp6"
"5560","Srebf2","Hmgcr"
"5561","Srebf2","Hmgcs1"
"5562","Srebf2","Hmox1"
"5563","Srebf2","Hnf4a"
"5564","Srebf2","Mvk"
"5565","Srebf2","Npc1"
"5566","Srebf2","Pcsk9"
"5567","Srebf2","Srd5a2"
"5568","Srf","Acta2"
"5569","Srf","Actg2"
"5570","Srf","Aqp2"
"5571","Srf","Barx2"
"5572","Srf","Ckm"
"5573","Srf","Ctgf"
"5574","Srf","Egr1"
"5575","Srf","Fos"
"5576","Srf","Hmgxb4"
"5577","Srf","Kcnmb1"
"5578","Srf","Klf3"
"5579","Srf","Mmp14"
"5580","Srf","Mmp2"
"5581","Srf","Myh11"
"5582","Srf","Mylk"
"5583","Srf","Myod1"
"5584","Srf","Nppa"
"5585","Srf","Tagln"
"5586","Srf","Tgfb1i1"
"5587","Srrt","Sox2"
"5588","Sry","Sox9"
"5589","Sry","Wt1"
"5590","Ssb","Lamb1"
"5591","Stat1","App"
"5592","Stat1","Bace1"
"5593","Stat1","Cd36"
"5594","Stat1","Cd40"
"5595","Stat1","Cebpd"
"5596","Stat1","Cfb"
"5597","Stat1","Ciita"
"5598","Stat1","Cxcl10"
"5599","Stat1","Cxcl9"
"5600","Stat1","Duox2"
"5601","Stat1","Egr1"
"5602","Stat1","Fcgr1"
"5603","Stat1","Gbp2"
"5604","Stat1","Gfi1"
"5605","Stat1","Ifnb1"
"5606","Stat1","Ifng"
"5607","Stat1","Il27"
"5608","Stat1","Il6"
"5609","Stat1","Irf1"
"5610","Stat1","Irf7"
"5611","Stat1","Irf9"
"5612","Stat1","Mdm2"
"5613","Stat1","Mt1"
"5614","Stat1","Nos2"
"5615","Stat1","Pdcd1"
"5616","Stat1","Pou3f1"
"5617","Stat1","Pparg"
"5618","Stat1","Rc3h1"
"5619","Stat1","Runx2"
"5620","Stat1","Socs1"
"5621","Stat1","Socs3"
"5622","Stat1","Tbx21"
"5623","Stat1","Trp53"
"5624","Stat1","Upp1"
"5625","Stat2","Irf7"
"5626","Stat2","Pdcd1"
"5627","Stat2","Trp53"
"5628","Stat3","Akt1"
"5629","Stat3","Bace1"
"5630","Stat3","Batf"
"5631","Stat3","Bcl2"
"5632","Stat3","Bcl2l1"
"5633","Stat3","Cav1"
"5634","Stat3","Ccl20"
"5635","Stat3","Ccnd1"
"5636","Stat3","Ccnd2"
"5637","Stat3","Ccnd3"
"5638","Stat3","Cdkn1b"
"5639","Stat3","Cdkn2d"
"5640","Stat3","Cebpd"
"5641","Stat3","Col1a1"
"5642","Stat3","Cxcl11"
"5643","Stat3","S1pr1"
"5644","Stat3","Eed"
"5645","Stat3","Egr1"
"5646","Stat3","Entpd1"
"5647","Stat3","Epor"
"5648","Stat3","Fos"
"5649","Stat3","Gfap"
"5650","Stat3","Gfi1"
"5651","Stat3","Hamp"
"5652","Stat3","Hgf"
"5653","Stat3","Hif1a"
"5654","Stat3","Igfbp5"
"5655","Stat3","Il10"
"5656","Stat3","Il12a"
"5657","Stat3","Il17f"
"5658","Stat3","Il21"
"5659","Stat3","Il23a"
"5660","Stat3","Il6"
"5661","Stat3","Jak3"
"5662","Stat3","Klf4"
"5663","Stat3","Lif"
"5664","Stat3","Ly6a"
"5665","Stat3","Maf"
"5666","Stat3","Mdc1"
"5667","Stat3","Mir21a"
"5668","Stat3","Mmp1a"
"5669","Stat3","Mmp2"
"5670","Stat3","Mmp9"
"5671","Stat3","Mt1"
"5672","Stat3","Muc1"
"5673","Stat3","Myc"
"5674","Stat3","Nhlh2"
"5675","Stat3","Nkx2-5"
"5676","Stat3","Nos2"
"5677","Stat3","Nostrin"
"5678","Stat3","Nr0b1"
"5679","Stat3","Nt5e"
"5680","Stat3","Pcsk1"
"5681","Stat3","Phb"
"5682","Stat3","Pik3r1"
"5683","Stat3","Pkd1"
"5684","Stat3","Pnp"
"5685","Stat3","Prdm1"
"5686","Stat3","Pten"
"5687","Stat3","Rc3h1"
"5688","Stat3","Reg3g"
"5689","Stat3","Rela"
"5690","Stat3","Rnls"
"5691","Stat3","Slc9a3"
"5692","Stat3","Socs3"
"5693","Stat3","Sox6"
"5694","Stat3","Spi1"
"5695","Stat3","Srebf1"
"5696","Stat3","Stat3"
"5697","Stat3","Tcf4"
"5698","Stat3","Tgfb1"
"5699","Stat3","Tnf"
"5700","Stat3","Trh"
"5701","Stat3","Trp53"
"5702","Stat3","Twist1"
"5703","Stat3","Twist2"
"5704","Stat3","Vegfa"
"5705","Stat3","Vip"
"5706","Stat3","Wnt3a"
"5707","Stat4","Ifng"
"5708","Stat4","Il18r1"
"5709","Stat4","Irf4"
"5710","Stat4","Nos2"
"5711","Stat4","Prdx3"
"5712","Stat4","Tbx21"
"5713","Stat4","Ifngas1"
"5714","Stat5a","Ar"
"5715","Stat5a","Bcl2l1"
"5716","Stat5a","Cdkn2b"
"5717","Stat5a","Clnk"
"5718","Stat5a","Csf2"
"5719","Stat5a","Csf3"
"5720","Stat5a","Csn1s1"
"5721","Stat5a","Csn2"
"5722","Stat5a","Dpagt1"
"5723","Stat5a","Dpf3"
"5724","Stat5a","Epor"
"5725","Stat5a","Fam89b"
"5726","Stat5a","Grb10"
"5727","Stat5a","Il10"
"5728","Stat5a","Il2ra"
"5729","Stat5a","Il9"
"5730","Stat5a","Mir21a"
"5731","Stat5a","Nr3c1"
"5732","Stat5a","Pck1"
"5733","Stat5a","Pdk4"
"5734","Stat5a","Prf1"
"5735","Stat5a","Psap"
"5736","Stat5a","Sftpb"
"5737","Stat5a","Socs2"
"5738","Stat5a","Socs3"
"5739","Stat5b","Ar"
"5740","Stat5b","Ccnd2"
"5741","Stat5b","Csn2"
"5742","Stat5b","Dpf3"
"5743","Stat5b","Slc10a1"
"5744","Stat6","Bcl2l1"
"5745","Stat6","Csn2"
"5746","Stat6","Egr1"
"5747","Stat6","Fcer2a"
"5748","Stat6","Foxp3"
"5749","Stat6","Gata3"
"5750","Stat6","Gfi1"
"5751","Stat6","Hand2"
"5752","Stat6","Il24"
"5753","Stat6","Il4"
"5754","Stat6","Il9"
"5755","Stat6","Itgb3"
"5756","Stat6","Ncoa3"
"5757","Stat6","Tfec"
"5758","Stat6","Tnf"
"5759","Stat6","Zfp157"
"5760","Sufu","Gli2"
"5761","Sufu","Gli3"
"5762","Suz12","Bcl2l11"
"5763","Suz12","Cdh1"
"5764","Suz12","Dkk1"
"5765","Suz12","Mir200b"
"5766","Syt1","Cdh5"
"5767","Syt1","Myc"
"5768","Taf12","Cyp24a1"
"5769","Taf4b","Zbtb16"
"5770","Taf4b","Ret"
"5771","Taf4b","Stra8"
"5772","Taf9","Trp53"
"5773","Tal1","Ccnd1"
"5774","Tal1","Epb42"
"5775","Tal1","Erg"
"5776","Tal1","Kit"
"5777","Tal1","Myog"
"5778","Tal1","Pdzk1ip1"
"5779","Tal1","Runx1"
"5780","Tal1","Smad6"
"5781","Tal1","Tcf3"
"5782","Tal1","Tfdp2"
"5783","Tardbp","Add2"
"5784","Tardbp","Ran"
"5785","Tax1bp3","Myod1"
"5786","Tbp","Csrp3"
"5787","Tbp","Fgf23"
"5788","Tbp","Fos"
"5789","Tbp","Nf1"
"5790","Tbp","Ntrk1"
"5791","Tbp","Polr2f"
"5792","Tbp","Prg2"
"5793","Tbpl1","Nf1"
"5794","Tbpl1","Prm1"
"5795","Tbpl1","Prm2"
"5796","Tbpl1","Tnp1"
"5797","Tbr1","Auts2"
"5798","Tbx1","C1qbp"
"5799","Tbx1","Fgf10"
"5800","Tbx1","Fgf8"
"5801","Tbx1","Flt4"
"5802","Tbx1","Mef2c"
"5803","Tbx1","Pitx2"
"5804","Tbx1","Ripply3"
"5805","Tbx1","Ywhae"
"5806","Tbx18","Snai2"
"5807","Tbx19","Pomc"
"5808","Tbx2","Cdkn1a"
"5809","Tbx2","Cdkn1b"
"5810","Tbx2","Cdkn2a"
"5811","Tbx2","Gja1"
"5812","Tbx2","Gja3"
"5813","Tbx2","Grem1"
"5814","Tbx2","Mycn"
"5815","Tbx2","Nppa"
"5816","Tbx2","Tyrp1"
"5817","Tbx20","Mef2c"
"5818","Tbx20","Nkx2-5"
"5819","Tbx20","Nppa"
"5820","Tbx20","Tbx2"
"5821","Tbx21","Gata3"
"5822","Tbx21","Hand2"
"5823","Tbx21","Ifng"
"5824","Tbx21","Il21"
"5825","Tbx21","Il23r"
"5826","Tbx21","Il4"
"5827","Tbx21","Il7"
"5828","Tbx21","S1pr5"
"5829","Tbx21","Spp1"
"5830","Tbx21","Ifngas1"
"5831","Tbx3","Bglap"
"5832","Tbx3","Cdkn1a"
"5833","Tbx3","Gja1"
"5834","Tbx3","Gja5"
"5835","Tbx3","Hnf1b"
"5836","Tbx3","Ibsp"
"5837","Tbx3","Nppa"
"5838","Tbx3","Onecut1"
"5839","Tbx3","Runx2"
"5840","Tbx3","Sp7"
"5841","Tbx4","Shox2"
"5842","Tbx5","Atp2a2"
"5843","Tbx5","Fgf10"
"5844","Tbx5","Id2"
"5845","Tbx5","Ifi204"
"5846","Tbx5","Nppa"
"5847","Tbx6","Dll1"
"5848","Tbx6","Hes7"
"5849","Tbx6","Mesp2"
"5850","Tbx6","Myf5"
"5851","Tcf12","Acta2"
"5852","Tcf12","Cldn4"
"5853","Tcf12","Id2"
"5854","Tcf12","Myog"
"5855","Tcf12","Ptcra"
"5856","Tcf12","Smarcc1"
"5857","Tcf12","Tcra"
"5858","Tcf19","Ccne1"
"5859","Tcf20","Mmp3"
"5860","Tcf21","Akr1b8"
"5861","Tcf21","Ar"
"5862","Tcf21","Cdkn1a"
"5863","Tcf21","Nr5a1"
"5864","Tcf21","Rhox5"
"5865","Tcf21","Sf1"
"5866","Tcf3","Acta2"
"5867","Tcf3","Adipoq"
"5868","Tcf3","Aicda"
"5869","Tcf3","Atxn3"
"5870","Tcf3","Ccl21a"
"5871","Tcf3","Ccl21b"
"5872","Tcf3","Ccl21c"
"5873","Tcf3","Ccnd3"
"5874","Tcf3","Cd19"
"5875","Tcf3","Cd5"
"5876","Tcf3","Cd7"
"5877","Tcf3","Cd79a"
"5878","Tcf3","Cdh1"
"5879","Tcf3","Cdkn1a"
"5880","Tcf3","Ckm"
"5881","Tcf3","Cldn4"
"5882","Tcf3","Col2a1"
"5883","Tcf3","Ebf1"
"5884","Tcf3","Epb42"
"5885","Tcf3","Esrrb"
"5886","Tcf3","Foxo1"
"5887","Tcf3","Foxp3"
"5888","Tcf3","Id1"
"5889","Tcf3","Igk"
"5890","Tcf3","Igll1"
"5891","Tcf3","Insm1"
"5892","Tcf3","Kit"
"5893","Tcf3","Lef1"
"5894","Tcf3","Mir302a"
"5895","Tcf3","Myl2"
"5896","Tcf3","Nanog"
"5897","Tcf3","Neurog1"
"5898","Tcf3","Notch1"
"5899","Tcf3","Nr0b2"
"5900","Tcf3","Nr5a2"
"5901","Tcf3","Pax5"
"5902","Tcf3","Ptcra"
"5903","Tcf3","Smarcc1"
"5904","Tcf3","Tcl1"
"5905","Tcf3","Tcra"
"5906","Tcf3","Tpt1"
"5907","Tcf3","Ube2i"
"5908","Tcf3","Ung"
"5909","Tcf3","Vcam1"
"5910","Tcf4","Notum"
"5911","Tcf4","Acta2"
"5912","Tcf4","Cd44"
"5913","Tcf4","Cdh1"
"5914","Tcf4","Cdx2"
"5915","Tcf4","Cops5"
"5916","Tcf4","Edn1"
"5917","Tcf4","Fgf18"
"5918","Tcf4","Fn1"
"5919","Tcf4","Hmga1"
"5920","Tcf4","Id2"
"5921","Tcf4","Id3"
"5922","Tcf4","Mitf"
"5923","Tcf4","Myc"
"5924","Tcf4","Plaur"
"5925","Tcf4","Ptgs2"
"5926","Tcf4","Smc3"
"5927","Tcf4","Sstr2"
"5928","Tcf4","Hnf1a"
"5929","Tcf7","Bcl2l1"
"5930","Tcf7","Cd4"
"5931","Tcf7","Runx2"
"5932","Tcf7l2","Cd44"
"5933","Tcf7l2","Cdx1"
"5934","Tcf7l2","Myod1"
"5935","Tcfl5","Tcfl5"
"5936","Tead2","Fgfr4"
"5937","Tead2","Pax3"
"5938","Tead2","Trp53"
"5939","Tead4","Acta2"
"5940","Tead4","Fgfr4"
"5941","Tead4","Ppp1r16a"
"5942","Tead4","Vegfb"
"5943","Tef","Bik"
"5944","Tfap2a","Apoe"
"5945","Tfap2a","Cebpa"
"5946","Tfap2a","Dmd"
"5947","Tfap2a","Hoxa7"
"5948","Tfap2a","Hoxa9"
"5949","Tfap2a","Itpr1"
"5950","Tfap2a","Kctd13"
"5951","Tfap2a","Lhcgr"
"5952","Tfap2a","Meis1"
"5953","Tfap2a","Vegfa"
"5954","Tfap2b","Adipoq"
"5955","Tfap2c","Cdk6"
"5956","Tfap2c","Cdkn1a"
"5957","Tfap2c","Dmrt1"
"5958","Tfap2c","Dnmt3b"
"5959","Tfap2c","Dnmt3l"
"5960","Tfap2c","Fgf4"
"5961","Tfap2c","Hsd3b6"
"5962","Tfap2c","Kit"
"5963","Tfap2c","Klf4"
"5964","Tfap2c","Nanos3"
"5965","Tfap2c","Sfrp1"
"5966","Tfap2d","Bhlhe23"
"5967","Tfap2d","Pou4f3"
"5968","Tfcp2","Tyms"
"5969","Tfdp1","Ccnd1"
"5970","Tfdp1","Cdkn1a"
"5971","Tfdp1","Mybl2"
"5972","Tfdp1","Tcf3"
"5973","Tfdp1","Trp53"
"5974","Tfe3","Ppargc1a"
"5975","Tfe3","Txnip"
"5976","Tgfb1","Col1a2"
"5977","Tgfb1","Foxp3"
"5978","Tgfb1","Klf6"
"5979","Tgfb1","Mycn"
"5980","Tgfb1","Tbx21"
"5981","Tgfb1i1","Ar"
"5982","Tgfb1i1","Ccl2"
"5983","Tgfb1i1","Rgcc"
"5984","Tgfb1i1","Tgfb1"
"5985","Tgfb1i1","Tpt1"
"5986","Thra","Abcd2"
"5987","Thra","Jag1"
"5988","Thrap3","Cebpa"
"5989","Thrap3","Fabp4"
"5990","Thrap3","Pparg"
"5991","Thrb","Abcd2"
"5992","Thrb","Ccnd1"
"5993","Thrb","Mlxipl"
"5994","Thrb","Tshb"
"5995","Tial1","Thy1"
"5996","Tle2","Arx"
"5997","Tle2","Hes1"
"5998","Tle2","Nkx2-2"
"5999","Tle2","Nkx6-1"
"6000","Tle3","Nanog"
"6001","Tle3","Nkx2-2"
"6002","Tlr4","Csf3"
"6003","Tlx3","Pou4f1"
"6004","Tlx3","Prrxl1"
"6005","Tlx3","Ret"
"6006","Tnf","Casp3"
"6007","Tnf","Mmp9"
"6008","Tnfaip3","Bax"
"6009","Tnfaip3","Ppara"
"6010","Tob1","Ccnd1"
"6011","Trim13","Apoa1"
"6012","Trim13","Ppig"
"6013","Trim24","Stat1"
"6014","Trim28","Hbb-y"
"6015","Trim28","Myc"
"6016","Trim28","Sox9"
"6017","Trim28","Zfx"
"6018","Trim32","Ccl20"
"6019","Trp53","Abcb1b"
"6020","Trp53","Abcc1"
"6021","Trp53","Afp"
"6022","Trp53","Agt"
"6023","Trp53","Agtr1a"
"6024","Trp53","Amelx"
"6025","Trp53","Ankrd1"
"6026","Trp53","Apaf1"
"6027","Trp53","Atf3"
"6028","Trp53","Axl"
"6029","Trp53","Adgrb1"
"6030","Trp53","Bak1"
"6031","Trp53","Bax"
"6032","Trp53","Bbc3"
"6033","Trp53","Bcl2"
"6034","Trp53","Birc5"
"6035","Trp53","Btg2"
"6036","Trp53","Casp3"
"6037","Trp53","Casp6"
"6038","Trp53","Casp7"
"6039","Trp53","Casp8"
"6040","Trp53","Ccna2"
"6041","Trp53","Ccnb1"
"6042","Trp53","Ccnb2"
"6043","Trp53","Cdc2b"
"6044","Trp53","Cdk2"
"6045","Trp53","Cdk5"
"6046","Trp53","Cdkn1a"
"6047","Trp53","Cdkn1b"
"6048","Trp53","Cdkn1c"
"6049","Trp53","Cdkn2c"
"6050","Trp53","Chek1"
"6051","Trp53","Ckap2"
"6052","Trp53","Ckm"
"6053","Trp53","Cks1b"
"6054","Trp53","Col2a1"
"6055","Trp53","Cxcr2"
"6056","Trp53","D7Ertd443e"
"6057","Trp53","Ddit4"
"6058","Trp53","Dusp1"
"6059","Trp53","Dusp2"
"6060","Trp53","Dusp4"
"6061","Trp53","Dyrk1a"
"6062","Trp53","E2f1"
"6063","Trp53","E4f1"
"6064","Trp53","Edil3"
"6065","Trp53","Egr1"
"6066","Trp53","Ei24"
"6067","Trp53","Elf4"
"6068","Trp53","Epcam"
"6069","Trp53","Uhrf1bp1"
"6070","Trp53","Fas"
"6071","Trp53","Fos"
"6072","Trp53","Foxm1"
"6073","Trp53","Foxo3"
"6074","Trp53","Foxp3"
"6075","Trp53","Fpr1"
"6076","Trp53","Gabre"
"6077","Trp53","Gadd45a"
"6078","Trp53","Gap43"
"6079","Trp53","Gdf15"
"6080","Trp53","Glipr1"
"6081","Trp53","Gsk3b"
"6082","Trp53","Gtse1"
"6083","Trp53","Hdgf"
"6084","Trp53","Hgf"
"6085","Trp53","Hipk2"
"6086","Trp53","Hmox1"
"6087","Trp53","Hras"
"6088","Trp53","Hspa1b"
"6089","Trp53","Id2"
"6090","Trp53","Ifi202b"
"6091","Trp53","Igf1r"
"6092","Trp53","Ins2"
"6093","Trp53","Insr"
"6094","Trp53","Klf2"
"6095","Trp53","Krt19"
"6096","Trp53","Lif"
"6097","Trp53","Ltf"
"6098","Trp53","Mxi1"
"6099","Trp53","Map4"
"6100","Trp53","Mapk1"
"6101","Trp53","Mcm7"
"6102","Trp53","Mcts1"
"6103","Trp53","Mdm2"
"6104","Trp53","Met"
"6105","Trp53","Mgmt"
"6106","Trp53","Mir34a"
"6107","Trp53","Mmp2"
"6108","Trp53","Mt1"
"6109","Trp53","Myc"
"6110","Trp53","Myod1"
"6111","Trp53","Myog"
"6112","Trp53","Nanog"
"6113","Trp53","Ndrg1"
"6114","Trp53","Neurod2"
"6115","Trp53","Nfkb1"
"6116","Trp53","Nkx2-5"
"6117","Trp53","Nkx3-1"
"6118","Trp53","Notch1"
"6119","Trp53","Nr0b2"
"6120","Trp53","Nr3c1"
"6121","Trp53","Nupr1"
"6122","Trp53","Olfr17"
"6123","Trp53","Pappa"
"6124","Trp53","Pax2"
"6125","Trp53","Pcbp2"
"6126","Trp53","Pcna"
"6127","Trp53","Pdgfrb"
"6128","Trp53","Per2"
"6129","Trp53","Perp"
"6130","Trp53","Pias3"
"6131","Trp53","Pkd1"
"6132","Trp53","Pla2g16"
"6133","Trp53","Plk3"
"6134","Trp53","Pmaip1"
"6135","Trp53","Pml"
"6136","Trp53","Pmp2"
"6137","Trp53","Polk"
"6138","Trp53","Prnp"
"6139","Trp53","Prox1"
"6140","Trp53","Psen1"
"6141","Trp53","Psme3"
"6142","Trp53","Psrc1"
"6143","Trp53","Pten"
"6144","Trp53","Ptgds"
"6145","Trp53","Ptgs2"
"6146","Trp53","Ptk2"
"6147","Trp53","Ptprv"
"6148","Trp53","Rap2b"
"6149","Trp53","Rchy1"
"6150","Trp53","Reep5"
"6151","Trp53","Rela"
"6152","Trp53","Rps6ka1"
"6153","Trp53","Rrm2b"
"6154","Trp53","Runx1"
"6155","Trp53","Sall2"
"6156","Trp53","Serpinb5"
"6157","Trp53","Serpine1"
"6158","Trp53","Sesn1"
"6159","Trp53","Siah1b"
"6160","Trp53","Sin3a"
"6161","Trp53","Siva1"
"6162","Trp53","Slc19a2"
"6163","Trp53","Slc2a4"
"6164","Trp53","Slc6a6"
"6165","Trp53","Smad3"
"6166","Trp53","Smurf1"
"6167","Trp53","Sod2"
"6168","Trp53","Src"
"6169","Trp53","Srebf1"
"6170","Trp53","Steap3"
"6171","Trp53","Tcf4"
"6172","Trp53","Tcf7l2"
"6173","Trp53","Tert"
"6174","Trp53","Tff2"
"6175","Trp53","Thbs1"
